"176198","发标时间：2015-05-18 09:20:31",\N,\N,"【一月标】平台62贸易宝20150518","47,261.11","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176199","发标时间：2015-05-17 08:50:50",\N,\N,"【一月标】平台62贸易宝20150517","139,784.72","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176200","发标时间：2015-05-16 08:54:51",\N,\N,"【一月标】平台62贸易宝20150516","166,713.49","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176201","发标时间：2015-05-15 09:05:29",\N,\N,"【一月标】平台62贸易宝20150515","279,594","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176202","发标时间：2015-05-14 08:35:27",\N,\N,"【一月标】平台62贸易宝20150514","246,183","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176203","发标时间：2015-05-13 13:10:50",\N,\N,"【一月标】平台62贸易宝20150513-2","2,802.25","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176204","发标时间：2015-05-13 09:04:17",\N,\N,"【一月标】平台62贸易宝20150513","230,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176205","发标时间：2015-05-12 18:39:04",\N,\N,"【一月标】平台62贸易宝20150512-2","60,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176206","发标时间：2015-05-12 09:06:32",\N,\N,"【一月标】平台62贸易宝20150512","277,274.26","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176207","发标时间：2015-05-11 15:54:49",\N,\N,"【一月标】平台62贸易宝20150511-2","24,114.4","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176208","发标时间：2015-05-11 09:07:30",\N,\N,"【一月标】平台62贸易宝20150511","117,415.34","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176209","发标时间：2015-05-10 08:57:45",\N,\N,"【一月标】平台62贸易宝20150510","99,602.17","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176210","发标时间：2015-05-09 10:18:30",\N,\N,"【一月标】平台62贸易宝20150508-2","100,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176211","发标时间：2015-05-09 09:06:14",\N,\N,"【一月标】平台62贸易宝20150509","52,995.69","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176212","发标时间：2015-05-08 09:13:53",\N,\N,"【一月标】平台62贸易宝20150508","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176213","发标时间：2015-05-07 11:15:47",\N,\N,"【一月标】平台62贸易宝20150507-3","500","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176214","发标时间：2015-05-07 10:50:43",\N,\N,"【一月标】平台62贸易宝20150507-2","964.18","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176215","发标时间：2015-05-07 09:09:28",\N,\N,"【一月标】平台62贸易宝20150507","495,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176216","发标时间：2015-05-06 09:08:21",\N,\N,"【一月标】平台62贸易宝20150506","79,596.89","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176217","发标时间：2015-05-05 09:02:11",\N,\N,"【一月标】平台62贸易宝20150505","238,508.72","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176218","发标时间：2015-05-04 10:25:59",\N,\N,"【一月标】平台62贸易宝20150504-2","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176219","发标时间：2015-05-04 09:05:46",\N,\N,"【一月标】平台62贸易宝20150504","84,840","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176220","发标时间：2015-05-03 07:32:14",\N,\N,"【一月标】平台62贸易宝20150503","99,914","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176221","发标时间：2015-05-02 09:11:54",\N,\N,"【一月标】平台62贸易宝20150502","161,781","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176222","发标时间：2015-05-01 17:13:06",\N,\N,"【一月标】平台62贸易宝20150501-2","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176223","发标时间：2015-05-01 08:06:56",\N,\N,"【一月标】平台62贸易宝20150501","202,086.03","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176224","发标时间：2015-04-30 09:13:31",\N,\N,"【一月标】平台62贸易宝20150430","284,327.52","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176225","发标时间：2015-04-28 11:05:23",\N,\N,"【一月标】平台62贸易宝20150428-2","1,897.49","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176226","发标时间：2015-04-28 08:59:43",\N,\N,"【一月标】平台62贸易宝20150428","250,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176227","发标时间：2015-04-27 12:06:22",\N,\N,"【一月标】平台62贸易宝20150427-2","59,761.47","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176228","发标时间：2015-04-27 09:13:24",\N,\N,"【一月标】平台62贸易宝20150427","219,938.51","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176229","发标时间：2015-04-26 09:03:41",\N,\N,"【一月标】平台62贸易宝20150426","179,263.1","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176230","发标时间：2015-04-25 09:07:39",\N,\N,"【一月标】平台62贸易宝20150425","167,236.68","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176231","发标时间：2015-04-24 09:30:36",\N,\N,"【一月标】平台62贸易宝20150424-2","245,925.4","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176232","发标时间：2015-04-24 09:04:53",\N,\N,"【一月标】平台62贸易宝20150424","200,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176233","发标时间：2015-04-23 09:17:07",\N,\N,"【一月标】平台62贸易宝20150423","91,621.27","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176234","发标时间：2015-04-22 09:12:23",\N,\N,"【一月标】平台62贸易宝20150422","209","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176235","发标时间：2015-04-21 12:40:44",\N,\N,"【一月标】平台62贸易宝20150421-2","40,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176236","发标时间：2015-04-21 09:12:41",\N,\N,"【一月标】平台62贸易宝20150421","23,237","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176237","发标时间：2015-04-20 09:09:50",\N,\N,"【一月标】平台62贸易宝20150420","34,051.61","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176238","发标时间：2015-04-19 08:43:03",\N,\N,"【一月标】平台62贸易宝20150419","80,778.94","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176239","发标时间：2015-04-18 09:15:02",\N,\N,"【一月标】平台62贸易宝20150418","41,651.75","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176240","发标时间：2015-04-17 09:13:26",\N,\N,"【一月标】平台62贸易宝20150417","89,066.51","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176241","发标时间：2015-04-16 15:46:30",\N,\N,"【一月标】平台62贸易宝20150416","6,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176242","发标时间：2015-04-16 09:06:08",\N,\N,"【一月标】平台62贸易宝20150416","216,059.72","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176243","发标时间：2015-04-15 08:49:38",\N,\N,"【一月标】平台62贸易宝20150415","152,804.9","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176244","发标时间：2015-04-14 09:12:51",\N,\N,"【一月标】平台62贸易宝20150414","200,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176245","发标时间：2015-04-13 09:07:54",\N,\N,"【一月标】平台62贸易宝20150413","175,654.41","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176246","发标时间：2015-04-12 09:30:11",\N,\N,"【一月标】平台62贸易宝20150412","195,202.76","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176247","发标时间：2015-04-11 09:15:31",\N,\N,"【一月标】平台62贸易宝20150411","41,657.73","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176248","发标时间：2015-04-10 09:20:11",\N,\N,"【一月标】平台62贸易宝20150410","99,483.43","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176249","发标时间：2015-04-09 09:17:02",\N,\N,"【一月标】平台62贸易宝20150409-2","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176250","发标时间：2015-04-09 09:16:14",\N,\N,"【一月标】平台62贸易宝20150409","100,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176251","发标时间：2015-04-08 11:38:39",\N,\N,"【一月标】平台62贸易宝20150408-2","3,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176252","发标时间：2015-04-08 09:01:17",\N,\N,"【一月标】平台62贸易宝20150408","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176253","发标时间：2015-04-07 09:18:07",\N,\N,"【一月标】平台62贸易宝20150407","323,054.77","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176254","发标时间：2015-04-06 07:52:53",\N,\N,"【一月标】平台62贸易宝20150406","79,294.75","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176255","发标时间：2015-04-05 09:21:45",\N,\N,"【一月标】平台62贸易宝20150405","93,829.61","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176256","发标时间：2015-04-04 09:27:04",\N,\N,"【一月标】平台62汽车宝20150404-2","100,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176257","发标时间：2015-04-04 09:24:36",\N,\N,"【一月标】平台62汽车宝20150404","94,980","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176258","发标时间：2015-04-03 09:15:43",\N,\N,"【一月标】平台62贸易宝20150403","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176259","发标时间：2015-04-02 09:13:33",\N,\N,"【一月标】平台62贸易宝20150402","67,000.33","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176260","发标时间：2015-04-01 15:08:56",\N,\N,"【一月标】平台62红木宝20150401-3","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176261","发标时间：2015-04-01 09:17:18",\N,\N,"【一月标】平台62红木宝20150401-2","2,045","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176262","发标时间：2015-04-01 09:17:08",\N,\N,"【一月标】平台62红木宝20150401","150,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176263","发标时间：2015-03-31 09:15:53",\N,\N,"【一月标】平台62贸易宝20150331","100,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176264","发标时间：2015-03-30 09:37:02",\N,\N,"【一月标】平台62汽车宝20150330-2","100,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176265","发标时间：2015-03-30 09:31:56",\N,\N,"【一月标】平台62汽车宝20150330","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176266","发标时间：2015-03-28 09:31:56",\N,\N,"【一月标】平台62汽车宝20150328-1","100,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176267","发标时间：2015-03-28 09:30:07",\N,\N,"【一月标】平台62汽车宝20150328","100,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176268","发标时间：2015-03-27 10:20:32",\N,\N,"【一月标】平台62汽车宝20150327-1","59,126.86","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176269","发标时间：2015-03-27 09:28:51",\N,\N,"【一月标】平台62汽车宝20150327","150,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176270","发标时间：2015-03-26 09:42:58",\N,\N,"【一月标】平台62汽车宝20150326-4","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176271","发标时间：2015-03-26 09:38:37",\N,\N,"【一月标】平台62汽车宝20150326-3","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176272","发标时间：2015-03-26 09:38:28",\N,\N,"【一月标】平台62汽车宝20150326-2","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176273","发标时间：2015-03-26 09:32:30",\N,\N,"【一月标】平台62汽车宝20150326","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176274","发标时间：2015-03-25 13:43:00",\N,\N,"【一月标】平台62汽车宝20150325-4","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176275","发标时间：2015-03-25 13:25:57",\N,\N,"【一月标】平台62汽车宝20150325-3","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176276","发标时间：2015-03-25 10:04:12",\N,\N,"【一月标】平台62汽车宝20150325-2","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176277","发标时间：2015-03-25 09:30:05",\N,\N,"【一月标】平台62汽车宝20150325","17,236.68","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176278","发标时间：2015-03-24 16:47:22",\N,\N,"【一月标】平台62汽车宝20150324-7","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176279","发标时间：2015-03-24 12:53:45",\N,\N,"【一月标】平台62红木宝20150324-6","149,827.61","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176280","发标时间：2015-03-24 12:46:35",\N,\N,"【一月标】平台62红木宝20150324-5","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176281","发标时间：2015-03-24 09:50:59",\N,\N,"【一月标】平台62贸易宝20150324-4","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176282","发标时间：2015-03-24 09:44:21",\N,\N,"【一月标】平台62贸易宝20150324-3","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176283","发标时间：2015-03-24 09:38:32",\N,\N,"【一月标】平台62贸易宝20150324-2","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176284","发标时间：2015-03-24 09:33:15",\N,\N,"【一月标】平台62贸易宝20150324","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176285","发标时间：2015-03-23 15:58:19",\N,\N,"【一月标】平台62贸易宝20150323-3","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N
"176286","发标时间：2015-03-23 09:51:59",\N,\N,"【半年庆活动15天标】平台62贸易宝20150323-2","50,000","已结束",\N,"15天","18",\N,\N,\N,\N,"还款方式： 
							   到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.85",\N
"176287","发标时间：2015-03-23 09:32:20",\N,\N,"【半年庆活动一月标】平台62贸易宝20150323","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N
"176288","发标时间：2015-03-23 09:30:14",\N,\N,"【半年庆活动15天标】平台62贸易宝20150323","50,000","已结束",\N,"15天","18",\N,\N,\N,\N,"还款方式： 
							   到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.85",\N
"176289","发标时间：2015-03-21 09:46:35",\N,\N,"【半年庆活动一月标】平台62贸易宝20150321","47,997","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N
"176290","发标时间：2015-03-21 09:34:50",\N,\N,"【半年庆活动15天标】平台62贸易宝20150321","50,000","已结束",\N,"15天","18",\N,\N,\N,\N,"还款方式： 
							   到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.85",\N
"176291","发标时间：2015-03-20 14:19:48",\N,\N,"【私人定制】平台62红木宝20150320-3","50,000","已结束",\N,"3个月","20.4",\N,\N,\N,\N,"还款方式： 
							   每月还息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"6",\N
"176292","发标时间：2015-03-20 13:08:14",\N,\N,"【私人定制】平台62汽车宝20150320-2","50,000","已结束",\N,"2个月","19.2",\N,\N,\N,\N,"还款方式： 
							   每月还息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"3.8",\N
"176293","发标时间：2015-03-20 09:43:43",\N,\N,"【一月标】平台62汽车宝20150320-1","50,000","已结束",\N,"1个月","18",\N,\N,\N,\N,"还款方式： 
							   一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.5",\N
