"（150215-B）299过年资金周转 
												 		 		 ","2015/5/27 9:24:53","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-15 09:31:43","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"3.8",\N,"http://www.jshfct.com/invest/a3896.html"
"（1500215-A）301过年资金周转 
														 		 ","2015/5/27 9:24:55","100000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-15 10:49:57","还款方式：
									按月分期赎回",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.2",\N,"http://www.jshfct.com/invest/a3895.html"
"（1500214-M）301过年资金周转 
														 		 	 ","2015/5/27 9:25:01","180000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-14 13:54:33","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N,"http://www.jshfct.com/invest/a3894.html"
"（1500214-L）301过年资金周转 
														 		 ","2015/5/27 9:25:05","100000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-14 15:48:43","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.2",\N,"http://www.jshfct.com/invest/a3893.html"
"（150214-J）301过年资金周转 
														 		 	 ","2015/5/27 9:25:08","100000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-14 11:58:25","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.5",\N,"http://www.jshfct.com/invest/a3892.html"
"（1500214-K）301过年资金周转 
														 		 	 ","2015/5/27 9:25:10","220000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-14 13:34:23","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N,"http://www.jshfct.com/invest/a3891.html"
"（150214-I）296年底资金周转 
														 		 	 ","2015/5/27 9:25:12","100000","已还款",\N,"100%","回报周期：
													2个月","18.00",\N,\N,\N,"2015-02-14 11:05:42","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"5.6",\N,"http://www.jshfct.com/invest/a3889.html"
"(150214-H）292某手机家电批发店部联保 
														 		 	 ","2015/5/27 9:25:16","100000","已还款",\N,"100%","回报周期：
													6个月","1.00",\N,\N,\N,"2015-02-14 09:50:53","还款方式：
									按月还息到期还本",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"24.85",\N,"http://www.jshfct.com/invest/a3888.html"
"(150214-G）292某手机家电批发店部联保 
														 		 	 ","2015/5/27 9:25:22","100000","已还款",\N,"100%","回报周期：
													6个月","1.00",\N,\N,\N,"2015-02-14 09:48:20","还款方式：
									按月还息到期还本",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"24.9",\N,"http://www.jshfct.com/invest/a3887.html"
"（150214-F）299过年资金周转 
												 		 		 ","2015/5/27 9:25:23","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-14 09:50:52","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"3.8",\N,"http://www.jshfct.com/invest/a3886.html"
"（150214-C）298年底资金需求 
														 		 ","2015/5/27 9:25:30","50000","已还款",\N,"100%","回报周期：
													6个月","18.00",\N,\N,\N,"2015-02-14 10:05:04","还款方式：
									按月分期赎回",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"10",\N,"http://www.jshfct.com/invest/a3885.html"
"(150214-D）292某手机家电批发店部联保 
														 		 ","2015/5/27 9:25:46","50000","已还款",\N,"100%","回报周期：
													6个月","1.00",\N,\N,\N,"2015-02-14 09:34:01","还款方式：
									按月还息到期还本",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"24",\N,"http://www.jshfct.com/invest/a3884.html"
"（150214-E）300过年资金周转 
												 		 		 	 ","2015/5/27 9:25:50","300000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-14 14:41:40","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"4.3",\N,"http://www.jshfct.com/invest/a3883.html"
"（150214-B）299过年资金周转 
												 		 		 ","2015/5/27 9:25:55","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-14 09:36:51","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"3.8",\N,"http://www.jshfct.com/invest/a3882.html"
"(150214-A)294批发商联保 
														 		 ","2015/5/27 9:25:57","150000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-14 11:27:07","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.2",\N,"http://www.jshfct.com/invest/a3881.html"
"（150213-K）299过年资金周转 
												 		 		 	 ","2015/5/27 9:26:15","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-13 16:35:23","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"4.3",\N,"http://www.jshfct.com/invest/a3880.html"
"（150213-J）297年底资金需求 
												 		 		 	 ","2015/5/27 9:26:18","300000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-13 13:35:24","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"4.3",\N,"http://www.jshfct.com/invest/a3878.html"
"（150213-I）297年底资金需求 
												 		 		 ","2015/5/27 9:26:19","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-13 16:03:04","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"3.8",\N,"http://www.jshfct.com/invest/a3877.html"
"(150213-H)294批发商联保 
														 		 ","2015/5/27 9:26:25","100000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-13 16:51:44","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.2",\N,"http://www.jshfct.com/invest/a3875.html"
"(150213-G）292某手机家电批发店部联保 
														 		 	 ","2015/5/27 9:26:27","400000","已还款",\N,"100%","回报周期：
													6个月","1.00",\N,\N,\N,"2015-02-13 10:24:13","还款方式：
									按月还息到期还本",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"24.9",\N,"http://www.jshfct.com/invest/a3874.html"
"(150213-F)294批发商联保 
														 		 	 ","2015/5/27 9:26:40","100000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-13 10:06:38","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N,"http://www.jshfct.com/invest/a3873.html"
"（150213-E）298年底资金需求 
														 		 	 ","2015/5/27 9:26:44","210000","已还款",\N,"100%","回报周期：
													6个月","18.00",\N,\N,\N,"2015-02-13 10:09:51","还款方式：
									按月分期赎回",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"10.9",\N,"http://www.jshfct.com/invest/a3872.html"
"（150213-D）298年底资金需求 
														 		 ","2015/5/27 9:26:51","50000","已还款",\N,"100%","回报周期：
													6个月","18.00",\N,\N,\N,"2015-02-13 11:18:03","还款方式：
									按月分期赎回",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"10",\N,"http://www.jshfct.com/invest/a3871.html"
"(150213-C）292某手机家电批发店部联保 
														 		 ","2015/5/27 9:26:57","50000","已还款",\N,"100%","回报周期：
													6个月","1.00",\N,\N,\N,"2015-02-13 11:03:03","还款方式：
									按月还息到期还本",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"24",\N,"http://www.jshfct.com/invest/a3869.html"
"（150213-B）297年底资金需求 
												 		 		 ","2015/5/27 9:27:00","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-13 12:50:43","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"3.8",\N,"http://www.jshfct.com/invest/a3868.html"
"(150213-A)294批发商联保 
														 		 ","2015/5/27 9:27:05","100000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-13 10:52:17","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.2",\N,"http://www.jshfct.com/invest/a3867.html"
"（150212-K）297年底资金需求 
												 		 		 	 ","2015/5/27 9:27:15","400000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-12 13:14:41","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"4.3",\N,"http://www.jshfct.com/invest/a3866.html"
"(150212-J)294批发商联保 
														 		 	 ","2015/5/27 9:27:23","200000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-12 14:32:45","还款方式：
									按月分期赎回",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.6",\N,"http://www.jshfct.com/invest/a3865.html"
"（150212-I）297年底资金需求 
												 		 		 	 ","2015/5/27 9:27:29","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-12 11:04:27","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"4.2",\N,"http://www.jshfct.com/invest/a3864.html"
"（150212-H）297年底资金需求 
												 		 		 	 ","2015/5/27 9:27:31","120000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-12 10:38:48","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"4.2",\N,"http://www.jshfct.com/invest/a3863.html"
"（150212-G）288年底资金需求 
														 		 	 ","2015/5/27 9:27:35","400000","已还款",\N,"100%","回报周期：
													6个月","18.00",\N,\N,\N,"2015-02-12 10:15:47","还款方式：
									按月分期赎回",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"10.9",\N,"http://www.jshfct.com/invest/a3860.html"
"(150212-F)293年底物资备货 
												 		 		 ","2015/5/27 9:27:39","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-12 11:25:49","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"3.8",\N,"http://www.jshfct.com/invest/a3858.html"
"（150212-D）288年底资金需求 
														 		 ","2015/5/27 9:27:56","50000","已还款",\N,"100%","回报周期：
													6个月","18.00",\N,\N,\N,"2015-02-12 16:03:22","还款方式：
									按月分期赎回",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"10",\N,"http://www.jshfct.com/invest/a3855.html"
"(150212-C）292某手机家电批发店部联保 
														 		 ","2015/5/27 9:28:02","50000","已还款",\N,"100%","回报周期：
													6个月","1.00",\N,\N,\N,"2015-02-12 16:13:08","还款方式：
									按月还息到期还本",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"24",\N,"http://www.jshfct.com/invest/a3854.html"
"（150212-A）290年底资金周转 
														 		 ","2015/5/27 9:28:03","150000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-12 16:19:23","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.2",\N,"http://www.jshfct.com/invest/a3853.html"
"(150212-B)293年底物资备货 
												 		 		 ","2015/5/27 9:28:10","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-12 09:42:14","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"3.8",\N,"http://www.jshfct.com/invest/a3852.html"
"(150211-O)293年底物资备货 
												 		 		 	 ","2015/5/27 9:28:20","400000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-11 16:03:10","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"4.3",\N,"http://www.jshfct.com/invest/a3850.html"
"（141219-N）296年底资金周转 
														 		 	 ","2015/5/27 9:28:31","140000","已还款",\N,"100%","回报周期：
													2个月","18.00",\N,\N,\N,"2015-02-11 15:56:07","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"5.6",\N,"http://www.jshfct.com/invest/a3848.html"
"(150211-M)294批发商联保 
														 		 	 ","2015/5/27 9:28:33","50000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-11 15:22:52","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N,"http://www.jshfct.com/invest/a3847.html"
"(150211-L)295采购设备借款 
														 		 	 ","2015/5/27 9:28:38","400000","已还款",\N,"100%","回报周期：
													2个月","18.00",\N,\N,\N,"2015-02-11 15:04:49","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"5.6",\N,"http://www.jshfct.com/invest/a3846.html"
"（150211-K）286商铺年底备货 
														 		 	 ","2015/5/27 9:28:43","100000","已还款",\N,"100%","回报周期：
													2个月","18.00",\N,\N,\N,"2015-02-11 14:51:27","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"5.6",\N,"http://www.jshfct.com/invest/a3844.html"
"(150211-J)294批发商联保 
														 		 	 ","2015/5/27 9:28:45","300000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-11 14:24:56","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N,"http://www.jshfct.com/invest/a3843.html"
"(150211-I)163批发商联保 
														 		 	 ","2015/5/27 9:29:15","200000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-11 14:05:08","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.6",\N,"http://www.jshfct.com/invest/a3842.html"
"(150211-H)261化妆品日用品食品店联保 
														 		 	 ","2015/5/27 9:29:20","200000","已还款",\N,"100%","回报周期：
													12个月","18.00",\N,\N,\N,"2015-02-11 13:18:27","还款方式：
									按月分期赎回",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"18.9",\N,"http://www.jshfct.com/invest/a3841.html"
"(150211-G）292某手机家电批发店部联保 
														 		 	 ","2015/5/27 9:29:26","100000","已还款",\N,"100%","回报周期：
													6个月","1.00",\N,\N,\N,"2015-02-11 10:50:24","还款方式：
									按月还息到期还本",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"24.9",\N,"http://www.jshfct.com/invest/a3840.html"
"(150211-F)293年底物资备货 
												 		 		 ","2015/5/27 9:29:27","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-11 11:25:54","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"3.8",\N,"http://www.jshfct.com/invest/a3839.html"
"(150211-D）292某手机家电批发店部联保 
														 		 ","2015/5/27 9:29:37","50000","已还款",\N,"100%","回报周期：
													6个月","1.00",\N,\N,\N,"2015-02-11 14:52:46","还款方式：
									按月还息到期还本",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"24",\N,"http://www.jshfct.com/invest/a3838.html"
"(150211-C)291年底物资备货 
												 		 		 ","2015/5/27 9:29:41","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-11 09:30:46","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"3.8",\N,"http://www.jshfct.com/invest/a3837.html"
"（150211-E）288年底资金需求 
														 		 ","2015/5/27 9:29:44","50000","已还款",\N,"100%","回报周期：
													6个月","18.00",\N,\N,\N,"2015-02-11 09:57:10","还款方式：
									按月分期赎回",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"10",\N,"http://www.jshfct.com/invest/a3836.html"
"（150211-B）290年底资金周转 
														 		 ","2015/5/27 9:29:50","100000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-11 16:04:39","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.2",\N,"http://www.jshfct.com/invest/a3833.html"
"（150211-A）290年底资金周转 
														 		 ","2015/5/27 9:30:07","100000","已还款",\N,"100%","回报周期：
													1个月","18.00",\N,\N,\N,"2015-02-11 10:30:44","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"2.2",\N,"http://www.jshfct.com/invest/a3832.html"
"(150210-K）160某手机家电批发店部联保 
														 		 ","2015/5/27 9:30:13","15000","已还款",\N,"100%","回报周期：
													6个月","1.00",\N,\N,\N,"2015-02-10 14:45:54","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"24",\N,"http://www.jshfct.com/invest/a3831.html"
"(150210-J）160某手机家电批发店部联保 
														 		 	 ","2015/5/27 9:30:25","100000","已还款",\N,"100%","回报周期：
													6个月","1.00",\N,\N,\N,"2015-02-10 11:15:40","还款方式：
									按月还息到期还本",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"24.9",\N,"http://www.jshfct.com/invest/a3830.html"
"（150210-I）286商铺年底备货 
														 		 	 ","2015/5/27 9:30:39","200000","已还款",\N,"100%","回报周期：
													2个月","18.00",\N,\N,\N,"2015-02-10 11:00:05","还款方式：
									到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"5.5",\N,"http://www.jshfct.com/invest/a3829.html"
"(150210-H)291年底物资备货 
												 		 		 	 ","2015/5/27 9:30:46","300000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-10 10:22:06","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"4.3",\N,"http://www.jshfct.com/invest/a3828.html"
"（150210-G）288年底资金需求 
														 		 	 ","2015/5/27 9:30:56","120000","已还款",\N,"100%","回报周期：
													6个月","18.00",\N,\N,\N,"2015-02-10 10:16:11","还款方式：
									按月分期赎回",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"10.85",\N,"http://www.jshfct.com/invest/a3827.html"
"(150210-F)291年底物资备货 
												 		 		 ","2015/5/27 9:31:00","100000","已还款",\N,"100%","回报周期：
								 
					45天","18.00",\N,\N,\N,"2015-02-10 10:10:16","还款方式：
				 
					到期全额还款",\N,"男",\N,\N,\N,\N,\N,\N,\N,\N,"3.8",\N,"http://www.jshfct.com/invest/a3826.html"
