"90938",\N,\N,\N,"何某房产抵押-经营周转2-1-1","230000",\N," 借款人儿子自己承包工程项目，主要做消防承包。年收入在40万元以上；借款人用位于九龙坡区（重庆65中旁边）的一套房产做抵押。建筑面积81.01平米，市场评估价42万，借款23万元。借款用于儿子工程引进器材：收入稳定，本借款项目还款来源稳定，风险低。","30天","18",\N,"何某房产抵押-经营周转2-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.1",\N
"90939",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转2-1-39","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","176天","22",\N,"（约）XX建筑安装工程公司-工程周转2-","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.7",\N
"90940",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-38","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","183天","22",\N,"XX建筑安装工程公司-工程周转2-1-3","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.2",\N
"90941",\N,\N,\N,"XX建筑安装工程公司-工程周转1-1-27","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","92天","20",\N,"XX建筑安装工程公司-工程周转1-1-2","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.5",\N
"90942",\N,\N,\N,"(续借）王某房产抵押-经营周转1-1-5","100000",\N," 借款人从事汽车配件加工，在璧山，大足都有加工工厂。汽车配件有稳定的供货渠道，清晰的利润来源，自身经营风险小，利润稳定。现用璧山县城一套283㎡的全款房 做抵押，市场估值150万，借款100万元。本项目已经办理的抵押登记。","26天","18",\N,"经营周转1-1-5","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.1",\N
"90943",\N,\N,\N,"(续借）王某房产抵押-经营周转1-1-4","200000",\N," 借款人从事汽车配件加工，在璧山，大足都有加工工厂。汽车配件有稳定的供货渠道，清晰的利润来源，自身经营风险小，利润稳定。现用璧山县城一套283㎡的全款房 做抵押，市场估值150万，借款100万元。本项目已经办理的抵押登记。","24天","18",\N,"经营周转1-1-4","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.6",\N
"90944",\N,\N,\N,"(续借）王某房产抵押-经营周转1-1-3","200000",\N," 借款人从事汽车配件加工，在璧山，大足都有加工工厂。汽车配件有稳定的供货渠道，清晰的利润来源，自身经营风险小，利润稳定。现用璧山县城一套283㎡的全款房 做抵押，市场估值150万，借款100万元。本项目已经办理的抵押登记。","25天","18",\N,"经营周转1-1-3","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.6",\N
"90945",\N,\N,\N,"邹某房产抵押-经营周转1-1-1","50000",\N," 借款人在铜梁经营餐饮行业4年，月毛收入在5万左右。借款人现用铜梁县一处房产做抵押，建筑面积123.73平米，市场评估价值20万元以上，现借款5万元。借款用于店面装修及经营周转。收入稳定，本借款项目还款来源稳定，风险低。","54天","18",\N,"邹某房产抵押-经营周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.4",\N
"90946",\N,\N,\N,"（约）朱某房产抵押-经营周转1-1-2","100000",\N," 借款人自己经营餐饮行业8年，月毛收入在10万左右。借款人现用永川区一处房产做抵押，建筑面积125.46平米，市场评估价值32万元左右，现借款20万元。借款用于店面装修及经营周转。收入稳定，本借款项目还款来源稳定，风险低。","177天","21",\N,"（约）朱某房产抵押-经营周转1-1-2","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"5.7",\N
"90947",\N,\N,\N,"朱某房产抵押-经营周转1-1-1","100000",\N," 借款人自己经营餐饮行业8年，月毛收入在10万左右。借款人现用永川区一处房产做抵押，建筑面积125.46平米，市场评估价值32万元左右，现借款20万元。借款用于店面装修及经营周转。收入稳定，本借款项目还款来源稳定，风险低。","180天","21",\N,"朱某房产抵押-经营周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"90948",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-37","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","177天","21",\N,"XX建筑安装工程公司-工程周转2-1-3","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"90949",\N,\N,\N,"XX建筑安装工程公司-工程周转1-1-26","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","91天","21",\N,"XX建筑安装工程公司-工程周转1-1-2","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"90950",\N,\N,\N,"(续借）王某房产抵押-经营周转1-1-2","200000",\N," 借款人从事汽车配件加工，在璧山，大足都有加工工厂。汽车配件有稳定的供货渠道，清晰的利润来源，自身经营风险小，利润稳定。现用璧山县城一套283㎡的全款房 做抵押，市场估值150万，借款100万元。本项目已经办理的抵押登记。","27天","18",\N,"经营周转1-1-2","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.6",\N
"90951",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转1-1-25","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","85天","21",\N,"（约）XX建筑安装工程公司-工程周转1-","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N
"90952",\N,\N,\N,"(续借）王某房产抵押-经营周转1-1-1","200000",\N," 借款人从事汽车配件加工，在璧山，大足都有加工工厂。汽车配件有稳定的供货渠道，清晰的利润来源，自身经营风险小，利润稳定。现用璧山县城一套283㎡的全款房 做抵押，市场估值150万，借款100万元。本项目已经办理的抵押登记。","26天","18",\N,"经营周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.6",\N
"90953",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-36","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","181天","21",\N,"XX建筑安装工程公司-工程周转2-1-3","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"90954",\N,\N,\N,"XX建筑安装工程公司-工程周转1-1-24","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","90天","21",\N,"XX建筑安装工程公司-工程周转1-1-2","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"90955",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转1-1-23","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","85天","21",\N,"（约）XX建筑安装工程公司-工程周转1-","重庆登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N
"90956",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-35","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","178天","21",\N,"XX建筑安装工程公司-工程周转2-1-3","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"90957",\N,\N,\N,"(约）XX建筑安装工程公司-工程周转2-1-34","200000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","177天","21",\N,"(约）XX建筑安装工程公司-工程周转2-","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"5.7",\N
"90958",\N,\N,\N,"（续借）何女士房产抵押项目2-1-2","150000",\N," 借款人用自己位于重庆市九龙坡石坪桥的88.24㎡房产作抵押，借款30万元、4个月，用于经营周转。房产市场估值55万-60万。借款人男友从事土石方生意，有应收款300万元左右。借款人从事土石方生意多年，生意稳定。此项目又有房产抵押，项目风险小。","24天","18",\N,"（续借）何女士房产抵押项目2-1-2","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.6",\N
"90959",\N,\N,\N,"(续借）何女士房产抵押项目2-1-1","150000",\N," 借款人用自己位于重庆市九龙坡石坪桥的88.24㎡房产作抵押，借款30万元、4个月，用于经营周转。房产市场估值55万-60万。借款人男友从事土石方生意，有应收款300万元左右。借款人从事土石方生意多年，生意稳定。此项目又有房产抵押，项目风险小。","24天","18",\N,"(续借）何女士房产抵押项目2-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.6",\N
"90960",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-33","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","179天","21",\N,"XX建筑安装工程公司-工程周转2-1-3","重庆登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"90961",\N,\N,\N,"XX建筑安装工程公司-工程周转1-1-22","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","88天","21",\N,"XX建筑安装工程公司-工程周转1-1-2","重庆登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"90962",\N,\N,\N,"何某信用标-经营周转1-3-1","80000",\N," 借款人自己主要从事消防安装工程，现自己建立汽车租货公司1年左右；公司主要经营汽车租货、汽车代办年审、过户等；每月毛收入在8万左右。借款人现用自己的公司和房产做担保，借款信用标8万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","24天","18",\N,"何某信用标-经营周转1-3-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.6",\N
"90963",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-32","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","179天","21",\N,"XX建筑安装工程公司-工程周转2-1-3","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"90964",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-31","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","177天","21",\N,"XX建筑安装工程公司-工程周转2-1-3","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"90965",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-30","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","177天","21",\N,"XX建筑安装工程公司-工程周转2-1-3","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"90966",\N,\N,\N,"程某奔驰车质押-经营周转1-1-4","9.80000",\N," 借款人自己经营汽车配件10余年；每年毛收入在1000万左右。借款人现用奔驰S350做质押，市场评估价值56万元左右，现借款40万元。借款用于店面经营周转，收入稳定，本借款项目还款来源稳定，风险低。","86天","21",\N,"程某奔驰车质押-经营周转1-1-4","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"90967",\N,\N,\N,"邓某房产抵押-经营周转1-1-1","80000",\N," 借款人自己在西藏建筑包工多年；积累了丰富的经验和阅历，目前在国家扶持项目包工。月毛收入在10万左右。借款人现用江津区一处房产做抵押，建筑面积81.8平米，市场评估价值30万元左右，现借款8万元。借款用于购买工程车。收入稳定，本借款项目还款来源稳定，风险低。","56天","18",\N,"邓某房产抵押-经营周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.4",\N
"90968",\N,\N,\N,"（约）程某奔驰车质押-经营周转1-1-3","10.20000",\N," 借款人自己经营汽车配件10余年；每年毛收入在1000万左右。借款人现用奔驰S350做质押，市场评估价值56万元左右，现借款40万元。借款用于店面经营周转，收入稳定，本借款项目还款来源稳定，风险低。","85天","21",\N,"（约）程某奔驰车质押-经营周转1-1-3","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N
"90969",\N,\N,\N,"王某房产抵押-经营周转1-1-1","100000",\N," 借款人自己经营沐浴中心8年多；月收毛收入在8万左右。借款人现用巴南区一处房产做抵押，建筑面积98.43平米，市场评估价值35万元左右，现借款10万元。借款用于室内装修和完善。收入稳定，本借款项目还款来源稳定，风险低。","24天","18",\N,"王某房产抵押-经营周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.6",\N
"90970",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-29","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","179天","21",\N,"XX建筑安装工程公司-工程周转2-1-2","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"90971",\N,\N,\N,"(约）程某奔驰车质押-经营周转1-1-2","100000",\N," 借款人自己经营汽车配件10余年；每年毛收入在1000万左右。借款人现用奔驰S350做质押，市场评估价值56万元左右，现借款40万元。借款用于店面经营周转，收入稳定，本借款项目还款来源稳定，风险低。","85天","21",\N,"(约）程某奔驰车质押-经营周转1-1-2","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N
