"91275",\N,\N,"2015-06-16","新手体验标(一次性还款)    编号：15500144","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-06-06",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91276",\N,\N,"2015-06-14","新手体验标(一次性还款)    编号：15500143","100000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-06-04",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91277",\N,\N,"2015-08-06","企业经营贷(先息后本)    编号：15200108","150000","还款中","借款用途：企业今年订单增加，需要补充流动资金。还款来源：增加的产品销售收入。","2个月","14",\N,"资金周转",\N,"2015-06-06",\N,\N,"","","","",\N,"",\N,\N,\N,\N,\N
"91278",\N,\N,"2015-06-13","新手体验标(一次性还款)    编号：15500142","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-06-03",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91279",\N,\N,"2015-06-12","新手体验标(一次性还款)    编号：15500141","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-06-02",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91280",\N,\N,"2015-06-11","新手体验标(一次性还款)    编号：15500140","100000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-06-01",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91281",\N,\N,"2015-08-02","个人抵押贷(先息后本)    编号：15103301","100000","还款中","基本情况：客户从事电镀加工； 借款用途：购买设备； 还款来源：货款回笼。","2个月","14",\N,"资金周转",\N,"2015-06-02",\N,\N,"男","47岁","本科","已婚",\N,"合肥市瑶海区",\N,\N,\N,\N,\N
"91282",\N,\N,"2015-06-11","新手体验标(一次性还款)    编号：15500139","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-06-01",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91283",\N,\N,"2015-07-31","企业经营贷(先息后本)    编号：15200107","150000","还款中","借款用途：企业今年订单增加，需要补充流动资金。还款来源：增加的产品销售收入。","2个月","14",\N,"资金周转",\N,"2015-05-31",\N,\N,"","","","",\N,"",\N,\N,\N,\N,\N
"91284",\N,\N,"2015-06-07","新手体验标(一次性还款)    编号：15500138","100000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-28",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91285",\N,\N,"2015-07-31","企业经营贷(先息后本)    编号：15200106","150000","还款中","借款用途：企业今年订单增加，需要补充流动资金。还款来源：增加的产品销售收入。","2个月","14",\N,"资金周转",\N,"2015-05-31",\N,\N,"","","","",\N,"",\N,\N,\N,\N,\N
"91286",\N,\N,"2015-06-05","新手体验标(一次性还款)    编号：15500137","50000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-26",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91287",\N,\N,"2015-06-04","新手体验标(一次性还款)    编号：15500134","100000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-25",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91288",\N,\N,"2015-06-04","新手体验标(一次性还款)    编号：15500136","50000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-25",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91289",\N,\N,"2015-06-04","新手体验标(一次性还款)    编号：15500135","50000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-25",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91290",\N,\N,"2015-07-25","企业经营贷(先息后本)    编号：15200105","150000","还款中","借款用途：企业今年订单增加，需要补充流动资金。还款来源：增加的产品销售收入。","2个月","14",\N,"资金周转",\N,"2015-05-25",\N,\N,"","","","",\N,"",\N,\N,\N,\N,\N
"91291",\N,\N,"2015-06-01","新手体验标(一次性还款)    编号：15500133","100000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-22",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91292",\N,\N,"2015-07-24","企业经营贷(先息后本)    编号：15200104","150000","还款中","借款用途：企业今年订单增加，需要补充流动资金。还款来源：增加的产品销售收入。","2个月","14",\N,"资金周转",\N,"2015-05-24",\N,\N,"","","","",\N,"",\N,\N,\N,\N,\N
"91293",\N,\N,"2015-05-31","新手体验标(一次性还款)    编号：15500132","100000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-21",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91294",\N,\N,"2015-05-31","新手体验标(一次性还款)    编号：15500131","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-21",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91295",\N,\N,"2015-07-22","个人抵押贷(先息后本)    编号：15103201","4.50000","还款完成","基本情况：客户从事服装生意；借款用途：店面装修；还款来源：经营性收入","2个月","20",\N,"资金周转",\N,"2015-05-22",\N,\N,"女","40岁","本科","已婚",\N,"合肥市蜀山区",\N,\N,\N,\N,\N
"91296",\N,\N,"2015-05-30","新手体验标(一次性还款)    编号：15500130","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-20",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91297",\N,\N,"2015-07-22","企业经营贷(先息后本)    编号：15200103","150000","还款中","借款用途：企业今年订单增加，需要补充流动资金。还款来源：增加的产品销售收入。","2个月","20",\N,"资金周转",\N,"2015-05-22",\N,\N,"","","","",\N,"",\N,\N,\N,\N,\N
"91298",\N,\N,"2015-05-28","新手体验标(一次性还款)    编号：15500129","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-18",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91299",\N,\N,"2015-07-18","企业经营贷(先息后本)    编号：15200102","150000","还款中","借款用途：企业今年订单增加，需要补充流动资金。还款来源：增加的产品销售收入。","2个月","14",\N,"资金周转",\N,"2015-05-18",\N,\N,"","","","",\N,"",\N,\N,\N,\N,\N
"91300",\N,\N,"2015-05-24","新手体验标(一次性还款)    编号：15500128","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-14",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91301",\N,\N,"2015-05-23","新手体验标(一次性还款)    编号：15500127","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-13",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91302",\N,\N,"2015-05-22","新手体验标(一次性还款)    编号：15500126","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-12",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91303",\N,\N,"2015-07-16","企业经营贷(先息后本)    编号：15200101","150000","还款中","借款用途：企业今年订单增加，需要补充流动资金。还款来源：为增加的产品销售收入。","2个月","14",\N,"资金周转",\N,"2015-05-16",\N,\N,"","","","",\N,"",\N,\N,\N,\N,\N
"91304",\N,\N,"2015-05-21","新手体验标(一次性还款)    编号：15500125","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-11",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91305",\N,\N,"2015-07-13","个人抵押贷(先息后本)    编号：15103101","40000","还款完成","基本情况：客户从事餐饮业；借款用途：购置器具；还款来源：经营性收入","2个月","14",\N,"资金周转",\N,"2015-05-13",\N,\N,"男","40岁","专科","已婚",\N,"合肥市庐阳区",\N,\N,\N,\N,\N
"91306",\N,\N,"2015-05-20","新手体验标(一次性还款)    编号：15500124","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-10",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91307",\N,\N,"2015-05-19","新手体验标(一次性还款)    编号：15500123","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-09",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91308",\N,\N,"2015-05-18","新手体验标(一次性还款)    编号：15500122","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-08",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91309",\N,\N,"2015-05-17","新手体验标(一次性还款)    编号：15500121","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-07",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91310",\N,\N,"2015-07-10","个人抵押贷(先息后本)    编号：15103001","120000","还款完成","基本情况：客户从事服装销售行业；借款用途：收购门面；还款来源：经营性收入及货款回笼","2个月","14",\N,"资金周转",\N,"2015-05-10",\N,\N,"女","28岁","专科","已婚",\N,"合肥市瑶海区",\N,\N,\N,\N,\N
"91311",\N,\N,"2015-05-16","新手体验标(一次性还款)    编号：15500120","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-06",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91312",\N,\N,"2015-07-09","个人抵押贷(先息后本)    编号：15102901","150000","还款中","基本情况：客户从事服装销售行业；借款用途：补充货物；还款来源：经营性收入及货款回笼","2个月","14",\N,"资金周转",\N,"2015-05-09",\N,\N,"男","29岁","专科","已婚",\N,"合肥市瑶海区",\N,\N,\N,\N,\N
"91313",\N,\N,"2015-05-15","新手体验标(一次性还款)    编号：15500119","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-05",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91314",\N,\N,"2015-05-14","新手体验标(一次性还款)    编号：15500118","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-04",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91315",\N,\N,"2015-07-04","个人抵押贷(先息后本)    编号：15102801","50000","还款完成","基本情况：客户从事壁纸销售施工；借款用途：厂家货款保证金；还款来源：销售及施工回款。","2个月","14",\N,"资金周转",\N,"2015-05-03",\N,\N,"男","34岁","专科","已婚",\N,"合肥市瑶海区",\N,\N,\N,\N,\N
"91316",\N,\N,"2015-05-14","新手体验标(一次性还款)    编号：15500117","100000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-04",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91317",\N,\N,"2015-05-13","新手体验标(一次性还款)    编号：15500116","100000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-03",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91318",\N,\N,"2015-05-12","新手体验标(一次性还款)    编号：15500115","100000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-02",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91319",\N,\N,"2015-05-11","新手体验标(一次性还款)    编号：15500114","300000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-05-01",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91320",\N,\N,"2015-07-02","个人抵押贷(先息后本)    编号：15102702","100000","还款完成","基本情况：客户代理某品牌酒水销售； 借款用途：主要用于备货； 还款来源：货款回笼","2个月","14",\N,"资金周转",\N,"2015-05-02",\N,\N,"男","40岁","专科","已婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91321",\N,\N,"2015-05-10","新手体验标(一次性还款)    编号：15500113","300000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-30",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91322",\N,\N,"2015-05-09","新手体验标(一次性还款)    编号：15500112","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-29",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91323",\N,\N,"2015-07-01","个人抵押贷(先息后本)    编号：15102701","100000","还款完成","基本情况：客户代理某品牌酒水销售； 借款用途：主要用于备货； 还款来源：货款回笼","2个月","14",\N,"资金周转",\N,"2015-05-01",\N,\N,"男","40岁","专科","已婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91324",\N,\N,"2015-05-08","新手体验标(一次性还款)    编号：15500111","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-28",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91325",\N,\N,"2015-05-07","新手体验标(一次性还款)    编号：15500110","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-27",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91326",\N,\N,"2015-05-06","新手体验标(一次性还款)    编号：15500109","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-26",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91327",\N,\N,"2015-05-05","新手体验标(一次性还款)    编号：15500108","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-25",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91328",\N,\N,"2015-05-05","新手体验标(一次性还款)    编号：15500107","300000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-25",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91329",\N,\N,"2015-06-28","个人抵押贷(先息后本)    编号：15102601","100000","还款完成","基本情况：客户从事冷饮饮料批发；借款用途：补充库存；还款来源：经营性销售回款。","2个月","14",\N,"资金周转",\N,"2015-04-28",\N,\N,"女","50岁","本科","已婚",\N,"合肥市庐阳区",\N,\N,\N,\N,\N
"91330",\N,\N,"2015-05-04","新手体验标(一次性还款)    编号：15500106","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-24",\N,\N,"男","24岁","专科","未婚",\N,"",\N,\N,\N,\N,\N
"91331",\N,\N,"2015-05-04","新手体验标(一次性还款)    编号：15500105","300000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-24",\N,\N,"男","24岁","专科","未婚",\N,"",\N,\N,\N,\N,\N
"91332",\N,\N,"2015-05-03","新手体验标(一次性还款)    编号：15500104","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-23",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91333",\N,\N,"2015-07-25","个人抵押贷(先息后本)    编号：15102501","60000","还款完成","基本情况：客户从事玻璃加工安装行业；借款用途：玻璃出厂货款费用；还款来源：经营性收入及安装项目回款。","3个月","15",\N,"资金周转",\N,"2015-04-25",\N,\N,"男","29岁","专科","已婚",\N,"合肥市瑶海区",\N,\N,\N,\N,\N
"91334",\N,\N,"2015-05-02","新手体验标(一次性还款)    编号：15500103","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-22",\N,\N,"男","24岁","专科","未婚",\N,"",\N,\N,\N,\N,\N
"91335",\N,\N,"2015-05-01","新手体验标(一次性还款)    编号：15500102","200000","还款完成","新用户体验投资过程","10天","15",\N,"新用户体验",\N,"2015-04-21",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91336",\N,\N,"2015-06-24","个人抵押贷(先息后本)    编号：15102401","100000","还款完成","基本情况：客户代理某品牌酒水销售； 借款用途：主要用于备货； 还款来源：货款回笼","2个月","14",\N,"资金周转",\N,"2015-04-24",\N,\N,"男","39岁","本科","已婚",\N,"合肥市庐阳区",\N,\N,\N,\N,\N
"91337",\N,\N,"2015-05-01","新手体验标(一次性还款)    编号：15500101","50000","还款完成","新用户体验投资过程","9天","15",\N,"新用户体验",\N,"2015-04-22",\N,\N,"男","24岁","专科","未婚",\N,"合肥市包河区",\N,\N,\N,\N,\N
"91338",\N,\N,"2015-06-19","个人抵押贷(先息后本)    编号：15102301","120000","还款完成","基本情况：客户从事某服装品牌代理；借款用途：补充新款；还款来源：经营性销售回款。","2个月","14",\N,"资金周转",\N,"2015-04-19",\N,\N,"女","27岁","专科","已婚",\N,"合肥市瑶海区",\N,\N,\N,\N,\N
"91339",\N,\N,"2015-06-16","个人抵押贷(先息后本)    编号：15102201","60000","还款完成","基本情况：客户从事服装批发销售；借款用途：补充货物；还款来源：经营性收入。","2个月","14",\N,"资金周转",\N,"2015-04-16",\N,\N,"男","30岁","专科","已婚",\N,"合肥市瑶海区",\N,\N,\N,\N,\N
"91340",\N,\N,"2015-06-13","个人抵押贷(先息后本)    编号：15102101","120000","还款完成","基本情况：客户从事玻璃加工安装行业；借款用途：玻璃出厂货款费用；还款来源：经营性收入及安装项目回款。","2个月","14",\N,"资金周转",\N,"2015-04-13",\N,\N,"男","29岁","专科","已婚",\N,"合肥市瑶海区",\N,\N,\N,\N,\N
"91341",\N,\N,"2015-07-10","个人抵押贷(先息后本)    编号：15102002","100000","还款完成","基本情况：借款人做烟花炮竹生意已有三年多，有固定的客户群，销售稳定，利润率较高； 借款用途：用于备货，补充流动资金； 还款来源：货款回笼。","3个月","15",\N,"资金周转",\N,"2015-04-10",\N,\N,"男","30岁","专科","已婚",\N,"合肥市庐阳区",\N,\N,\N,\N,\N
"91342",\N,\N,"2015-06-26","个人抵押贷(先息后本)    编号：15102001","50000","还款完成","基本情况：借款人做烟花炮竹生意已有三年多，有固定的客户群，销售稳定，利润率较高； 借款用途：用于备货，补充流动资金； 还款来源：货款回笼。","3个月","15",\N,"资金周转",\N,"2015-03-26",\N,\N,"男","30岁","专科","已婚",\N,"合肥市庐阳区",\N,\N,\N,\N,\N
"91343",\N,\N,"2015-06-22","个人抵押贷(先息后本)    编号：15101901","100000","还款完成","基本情况：借款人与安农大驾校合作，在庐阳区某地有训练基地一处；借款用途：此次借款主要用于扩大训练场地；还款来源：经营性收入及新学员学习费用。","3个月","12",\N,"资金周转",\N,"2015-03-22",\N,\N,"男","37岁","本科","已婚",\N,"合肥市庐阳区",\N,\N,\N,\N,\N
"91344",\N,\N,"2015-06-14","个人抵押贷(先息后本)    编号：15101802","300000","还款完成","基本情况：借款人从事墓地开发项目，利润率较高；借款用途：补充墓地开发的流动资金；还款来源：墓地的销售回款。","3个月","15",\N,"资金周转",\N,"2015-03-14",\N,\N,"女","58岁","专科","已婚",\N,"宿州市埇桥区",\N,\N,\N,\N,\N
"91345",\N,\N,"2015-06-14","个人抵押贷(先息后本)    编号：15101801","200000","还款完成","基本情况：借款人从事墓地开发项目，利润率较高；借款用途：补充墓地开发的流动资金；还款来源：墓地的销售回款。","3个月","15",\N,"资金周转",\N,"2015-03-14",\N,\N,"女","58岁","专科","已婚",\N,"宿州市埇桥区",\N,\N,\N,\N,\N
"91346",\N,\N,"2015-06-08","个人抵押贷(先息后本)    编号：15101701","100000","还款完成","肥西县水利建设工程项目，主要针对病险水库除险加固、农村饮水安全等民生水利建设，此项目属政府重点项目，结款容易周期短。","3个月","15",\N,"资金周转",\N,"2015-03-13",\N,\N,"女","40岁","专科","已婚",\N,"合肥市庐阳区",\N,\N,\N,\N,\N
"91347",\N,\N,"2015-06-08","个人抵押贷(先息后本)    编号：15101601","100000","还款完成","肥西县水利建设工程项目，主要针对病险水库除险加固、农村饮水安全等民生水利建设，此项目属政府重点项目，结款容易周期短。","3个月","15",\N,"资金周转",\N,"2015-03-11",\N,\N,"女","40岁","专科","已婚",\N,"合肥市庐阳区",\N,\N,\N,\N,\N
"91348",\N,\N,"2015-06-05","个人抵押贷(先息后本)    编号：15101501","100000","还款完成","肥西县水利建设工程项目，主要针对病险水库除险加固、农村饮水安全等民生水利建设，此项目属政府重点项目，结款容易周期短。","3个月","15",\N,"资金周转",\N,"2015-03-08",\N,\N,"女","40岁","专科","已婚",\N,"合肥市庐阳区",\N,\N,\N,\N,\N
"91349",\N,\N,"2015-05-28","个人抵押贷(先息后本)    编号：15101401","200000","还款完成","肥西县水利建设工程项目，主要针对病险水库除险加固、农村饮水安全等民生水利建设，此项目属政府重点项目，结款容易周期短。","3个月","18 + 2",\N,"资金周转",\N,"2015-02-27",\N,\N,"女","40岁","专科","已婚",\N,"合肥市庐阳区",\N,\N,\N,\N,\N
