"22442",\N,\N,\N,"借款编号：#2486
						房产抵押——Q6088（3.31）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-31 10:30:48","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22443",\N,\N,\N,"借款编号：#2476
						房产抵押——Q6078（3.17）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-17 10:30:05","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22444",\N,\N,\N,"借款编号：#2461
						房产抵押——Q3071（2.13）									 								 ","500000","",\N,"3个月","16.00",\N,\N,\N,"2015-02-13 10:20:02","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22445",\N,\N,\N,"借款编号：#2451
						房产抵押——Q1068（2.11）									 ","500000","",\N,"1个月","16.00",\N,\N,\N,"2015-02-11 10:01:06","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22446",\N,\N,\N,"借款编号：#2439
						房产抵押——Q3065（2.5）									 								 ","500000","",\N,"3个月","16.00",\N,\N,\N,"2015-02-06 10:20:04","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22447",\N,\N,\N,"借款编号：#2429
						房产抵押——Q1063（2.4）									 ","500000","",\N,"1个月","16.00",\N,\N,\N,"2015-02-04 10:00:17","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22448",\N,\N,\N,"借款编号：#2419
						房产抵押——Q3061（1.30）									 								 ","500000","",\N,"3个月","16.00",\N,\N,\N,"2015-01-30 10:20:05","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22449",\N,\N,\N,"借款编号：#2518
						房产抵押——Q6117（5.13）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-05-13 10:32:02","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22450",\N,\N,\N,"借款编号：#2507
						房产抵押——Q6107（4.28）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-28 10:29:26","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22451",\N,\N,\N,"借款编号：#2496
						房产抵押——Q6097（4.14）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-14 10:38:03","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22452",\N,\N,\N,"借款编号：#2485
						房产抵押——Q6087（3.30）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-30 10:29:54","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22453",\N,\N,\N,"借款编号：#2475
						房产抵押——Q6077（3.16）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-16 10:30:04","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22454",\N,\N,\N,"借款编号：#2460
						房产抵押——Q2049（2.13）									 								 ","500000","",\N,"2个月","16.00",\N,\N,\N,"2015-02-13 10:10:11","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22455",\N,\N,\N,"借款编号：#2450
						房产抵押——Q6067（2.10）									 								 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-02-10 10:31:46","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22456",\N,\N,\N,"借款编号：#2438
						房产抵押——Q2043（2.5）									 								 ","500000","",\N,"2个月","16.00",\N,\N,\N,"2015-02-06 10:10:33","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22457",\N,\N,\N,"借款编号：#2428
						房产抵押——Q6062（2.3）									 								 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-02-03 10:30:08","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22458",\N,\N,\N,"借款编号：#2418
						房产抵押——Q2039（1.30）									 								 ","500000","",\N,"2个月","16.00",\N,\N,\N,"2015-01-30 10:10:48","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22459",\N,\N,\N,"借款编号：#2517
						房产抵押——Q6116（5.12）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-05-12 10:29:28","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22460",\N,\N,\N,"借款编号：#2506
						房产抵押——Q6106（4.27）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-27 10:45:58","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22461",\N,\N,\N,"借款编号：#2495
						房产抵押——Q6096（4.13）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-13 10:32:57","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22462",\N,\N,\N,"借款编号：#2484
						房产抵押——Q6086（3.27）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-27 10:32:19","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22463",\N,\N,\N,"借款编号：#2474
						房产抵押——Q6076（3.13）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-13 10:30:28","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22464",\N,\N,\N,"借款编号：#2459
						房产抵押——Q1070（2.13）									 ","500000","",\N,"1个月","16.00",\N,\N,\N,"2015-02-13 10:00:21","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22465",\N,\N,\N,"借款编号：#2449
						房产抵押——Q3068（2.10）									 								 ","500000","",\N,"3个月","16.00",\N,\N,\N,"2015-02-10 10:20:05","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22466",\N,\N,\N,"借款编号：#2437
						房产抵押——Q1064（2.5）									 ","500000","",\N,"1个月","16.00",\N,\N,\N,"2015-02-06 10:00:39","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22467",\N,\N,\N,"借款编号：#2427
						房产抵押——Q3063（2.3）									 								 ","500000","",\N,"3个月","16.00",\N,\N,\N,"2015-02-03 10:21:42","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22468",\N,\N,\N,"借款编号：#2417
						房产抵押——Q1060（1.30）									 ","500000","",\N,"1个月","16.00",\N,\N,\N,"2015-01-30 10:00:08","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22469",\N,\N,\N,"借款编号：#2516
						房产抵押——Q6115（5.11）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-05-11 10:31:31","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22470",\N,\N,\N,"借款编号：#2505
						房产抵押——Q6105（4.24）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-24 10:30:06","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22471",\N,\N,\N,"借款编号：#2494
						房产抵押——Q6095（4.10）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-10 10:30:02","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22472",\N,\N,\N,"借款编号：#2483
						房产抵押——Q6085（3.26）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-26 10:30:52","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22473",\N,\N,\N,"借款编号：#2473
						房产抵押——Q6075（3.12）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-12 10:30:11","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22474",\N,\N,\N,"借款编号：#2458
						房产抵押——Q6069（2.12）									 								 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-02-12 10:30:07","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22475",\N,\N,\N,"借款编号：#2448
						房产抵押——Q2046（2.10）									 								 ","500000","",\N,"2个月","16.00",\N,\N,\N,"2015-02-10 10:10:18","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22476",\N,\N,\N,"借款编号：#2436
						房产抵押——Q6064（2.5）									 								 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-02-05 10:30:12","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22477",\N,\N,\N,"借款编号：#2426
						房产抵押——Q2041（2.3）									 								 ","500000","",\N,"2个月","16.00",\N,\N,\N,"2015-02-03 10:10:44","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22478",\N,\N,\N,"借款编号：#2416
						房产抵押Y——Q3008（1.29）									 								 	 ","120000","",\N,"3个月","16.00",\N,\N,\N,"2015-01-29 10:08:01","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22479",\N,\N,\N,"借款编号：#2515
						房产抵押——Q6114（5.8）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-05-08 10:30:12","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22480",\N,\N,\N,"借款编号：#2504
						房产抵押——Q6104（4.23）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-23 10:30:20","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22481",\N,\N,\N,"借款编号：#2493
						房产抵押——Q6094（4.9）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-09 10:30:16","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22482",\N,\N,\N,"借款编号：#2482
						房产抵押——Q6084（3.25）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-25 10:31:35","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22483",\N,\N,\N,"借款编号：#2471
						房产抵押——Q6074（3.11）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-11 10:40:26","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22484",\N,\N,\N,"借款编号：#2457
						房产抵押——Q3070（2.12）									 								 ","500000","",\N,"3个月","16.00",\N,\N,\N,"2015-02-12 10:20:10","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22485",\N,\N,\N,"借款编号：#2514
						房产抵押——Q6113（5.7）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-05-07 10:30:26","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22486",\N,\N,\N,"借款编号：#2447
						房产抵押——Q1067（2.10）									 ","500000","",\N,"1个月","16.00",\N,\N,\N,"2015-02-10 10:00:18","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22487",\N,\N,\N,"借款编号：#2435
						房产抵押——Q3065（2.5）									 								 ","500000","",\N,"3个月","16.00",\N,\N,\N,"2015-02-05 10:20:06","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22488",\N,\N,\N,"借款编号：#2425
						房产抵押——Q1062（2.3）									 ","500000","",\N,"1个月","16.00",\N,\N,\N,"2015-02-03 10:00:12","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22489",\N,\N,\N,"借款编号：#2415
						房产抵押（新资金标）——1074（1.29）									 								 ","100000","",\N,"1个月","20.00",\N,\N,\N,"2015-01-29 10:05:53","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22490",\N,\N,\N,"借款编号：#2503
						房产抵押——Q6103（4.22）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-22 10:33:09","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22491",\N,\N,\N,"借款编号：#2491
						房产抵押——Q6093（4.8）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-08 10:30:04","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22492",\N,\N,\N,"借款编号：#2481
						房产抵押——Q6083（3.24）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-24 10:30:53","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22493",\N,\N,\N,"借款编号：#2470
						房产抵押——Q6073（3.10）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-10 10:30:16","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22494",\N,\N,\N,"借款编号：#2456
						房产抵押——Q2048（2.12）									 								 ","500000","",\N,"2个月","16.00",\N,\N,\N,"2015-02-12 10:11:31","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22495",\N,\N,\N,"借款编号：#2445
						房产抵押——Q6066（2.9）									 								 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-02-09 10:30:05","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22496",\N,\N,\N,"借款编号：#2434
						房产抵押——Q2043（2.5）									 								 ","500000","",\N,"2个月","16.00",\N,\N,\N,"2015-02-05 10:10:19","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22497",\N,\N,\N,"借款编号：#2424
						房产抵押——Q6061（2.2）									 								 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-02-02 10:30:05","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22498",\N,\N,\N,"借款编号：#2414
						房产抵押（新标）——3046（1.29）									 								 ","50000","",\N,"3个月","20.00",\N,\N,\N,"2015-01-29 10:05:10","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22499",\N,\N,\N,"借款编号：#2513
						房产抵押——Q6112（5.6）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-05-06 10:30:15","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22500",\N,\N,\N,"借款编号：#2502
						房产抵押——Q6102（4.21）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-21 10:30:24","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22501",\N,\N,\N,"借款编号：#2490
						房产抵押——Q6092（4.7）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-07 10:30:21","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22502",\N,\N,\N,"借款编号：#2480
						房产抵押——Q6082（3.23）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-23 10:30:42","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22503",\N,\N,\N,"借款编号：#2469
						房产抵押——Q6072（3.9）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-09 10:30:42","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22504",\N,\N,\N,"借款编号：#2455
						房产抵押——Q1069（2.12）									 ","500000","",\N,"1个月","16.00",\N,\N,\N,"2015-02-12 10:02:44","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22505",\N,\N,\N,"借款编号：#2444
						房产抵押——Q3067（2.9）									 								 ","500000","",\N,"3个月","16.00",\N,\N,\N,"2015-02-09 10:21:35","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22506",\N,\N,\N,"借款编号：#2433
						房产抵押——Q1064（2.5）									 ","500000","",\N,"1个月","16.00",\N,\N,\N,"2015-02-05 10:00:08","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22507",\N,\N,\N,"借款编号：#2423
						房产抵押——Q3062（2.2）									 								 ","500000","",\N,"3个月","16.00",\N,\N,\N,"2015-02-02 10:20:14","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22508",\N,\N,\N,"借款编号：#2413
						房产抵押（新标）——1073（1.29）									 								 ","100000","",\N,"1个月","20.00",\N,\N,\N,"2015-01-29 10:00:03","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22509",\N,\N,\N,"借款编号：#2512
						房产抵押——Q6111（5.5）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-05-05 10:30:08","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22510",\N,\N,\N,"借款编号：#2501
						房产抵押——Q6101（4.20）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-20 10:29:46","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22511",\N,\N,\N,"借款编号：#2489
						房产抵押——Q6091（4.3）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-03 10:30:39","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22512",\N,\N,\N,"借款编号：#2479
						房产抵押——Q6081（3.20）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-20 10:30:44","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22513",\N,\N,\N,"借款编号：#2468
						房产抵押——Q6071（2.14）									 								 ","3000000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-02-14 21:41:42","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22514",\N,\N,\N,"借款编号：#2454
						房产抵押——Q6068（2.11）									 								 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-02-11 10:31:14","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22515",\N,\N,\N,"借款编号：#2443
						房产抵押——Q2045（2.9）									 								 ","500000","",\N,"2个月","16.00",\N,\N,\N,"2015-02-09 10:10:05","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22516",\N,\N,\N,"借款编号：#2432
						房产抵押——Q6063（2.4）									 								 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-02-04 10:30:32","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22517",\N,\N,\N,"借款编号：#2422
						房产抵押——Q2040（2.2）									 								 ","500000","",\N,"2个月","16.00",\N,\N,\N,"2015-02-02 10:10:04","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22518",\N,\N,\N,"借款编号：#2412
						房产抵押（新标）——3045（1.28）									 								 ","50000","",\N,"3个月","20.00",\N,\N,\N,"2015-01-28 10:40:07","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22519",\N,\N,\N,"借款编号：#2510
						房产抵押——Q6110（5.4）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-05-04 10:32:28","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22520",\N,\N,\N,"借款编号：#2500
						房产抵押——Q6100（4.17）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-17 10:33:39","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22521",\N,\N,\N,"借款编号：#2488
						房产抵押——Q6090（4.2）									 ","300000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-04-02 11:00:29","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22522",\N,\N,\N,"借款编号：#2478
						房产抵押——Q6080（3.19）									 ","500000","等待还款",\N,"6个月","16.00",\N,\N,\N,"2015-03-19 10:30:26","按月还息到期还本",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
"22523",\N,\N,\N,"借款编号：#2467
						房产抵押——Q3072（2.14）									 								 ","3000000","",\N,"3个月","16.00",\N,\N,\N,"2015-02-14 21:41:49","到期还本息",\N,"性 别：男",\N,\N,\N,\N,"用户籍贯：山东省 烟台",\N,\N,\N,\N,\N
