"163946",\N,\N,"2015-11-12
                   ","【五一福利标】物流项目600万-DBD5050403","500000",\N,"融资企业是一家由国家主管部门批准成立的专业化物流服务商，注册资金4590万元 ，拥有多部80底盘车、 30--150吨大型挖掘机、压路机、吊车、钻机、旋挖钻机、变压器、摊平机、装载机等大型超限设备，实力雄厚。服务面涉及全国各地，目前已在国内百余个城市建立了客户服务网络。
2015年，因公司发展战略需要，需借贷资金扩大经营规模。","177天","17.80",\N,"购置运输设备，扩大公司经营规模。","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163947",\N,\N,"2016-05-09
                   ","【五一福利标】汽车项目300万-DBD5050103","500000",\N,"融资企业是一家集汽车修理、维护、保养、美容、装饰、汽车配件销售、精品销售及汽车保险、汽车救援、汽车俱乐部等业务于一体的大型高档轿车服务会馆。
公司拥有宽敞独立的维修、装饰、喷漆、养护车间和配件仓库，技术力量雄厚，配备了进口汽车专业电脑检测分析仪、高端举升机、四轮定位仪、自动烤漆房、先进的洗车房及全自动洗车机、精洗设备、轮胎拆装机、平衡机等先进的技术设备。是鲁西南地区领先的汽车服务会馆。
2015年，因公司发展战略需要，需借贷资金扩大经营规模。","366天","19.00",\N,"购置设备，扩大公司经营规模。","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163948",\N,\N,"2015-11-04
                   ","【五一福利标】物流项目600万-DBD5042601","500000",\N,"融资企业是一家由国家主管部门批准成立的专业化物流服务商，注册资金4590万元 ，实力雄厚，拥有多部宽3米高80底盘车、 30--150吨大型挖掘机、压路机、吊车、钻机、旋挖钻机、变压器、摊平机、装载机等大型超限设备。目前已在国内百余个城市建立了客户服务网络。
2015年，因公司发展战略需要，需借贷资金扩大经营规模。","184天","17.80",\N,"购置运输设备，扩大公司经营规模。","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163949",\N,\N,"2015-08-03
                   ","【五一福利标】铝业项目600万-DBD5042402","500000",\N,"融资企业是一家集科研、设计、生产、加工、制作、销售、服务于一体的铝合金型材及其制品生产企业。
其生产的产品曾先后被北京中南海会议楼、北京科技会展中心、上海长海医院、山东省人民政府住宅楼、青岛四星级湛山宾馆等大型重点“形象工程”采用。
作为一家跨地区、跨行业、跨所有制经营的现代化企业，2015年，因企业发展需要，需借贷资金购置原材料，以扩大生产规模，增加企业的盈利能力。","92天","16.60",\N,"购置原材料，扩大生产规模。","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163950",\N,\N,"2016-04-10
                   ","生态食品项目-DBD5040307","500000",\N,"融资企业为吉林省重点龙头企业，始建于2001 年，注册资本2 亿元，2014 年销售收入4.75 亿元。是一家集生产、加工、销售于一体的玉米深加工及省级重点农产品重点单位。
其生产的“金玉米饮料”、“大楂榨”、“白桦汁”、“红果汁”、“蓝莓汁”系列产品被评为吉林省名牌产品；“南瓜饮料”、“紫红薯饮料” 已批准为国家专利。各系列产品热销北京、上海、天津、长春、南京、深圳等地，上市以来深受广大消费者的青睐和好评。
2015年，企业因战略发展需要，借贷资金购买原材料，以进一步增加企业的盈利能力。","358天","18.00",\N,"新增生产线设备购置以扩大生产规模。","吉林省吉商担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163951",\N,\N,"2015-10-08
                   ","水产品科技企业融资三期200万元（第三标）","500000",\N,"融资企业是集水产养殖及加工、畜禽养殖及孵化、新技术开发、出口贸易等为主的综合型、科技型企业。目前拥有12000亩标准化国家级无公害健康养殖示范基地、50余亩高档水产品深加工基地以及占地300余亩的规模化畜禽养殖孵化基地。年销售收入5亿元，利税4000万元以上，是现代农业企业的佼佼者。自成立以来，荣获各级政府及有关部门颁发的奖项40余个。
2015年，因公司战略发展需要，需借贷资金扩大生产线，以满足大额订单要求。","183天","16.80",\N,"用于扩大生产线，满足大额订单要求。","新沂市金邦农村小额贷款有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163952",\N,\N,"2015-10-04
                   ","水产品科技企业融资三期200万元（第二标）","500000",\N,"融资企业是集水产养殖及加工、畜禽养殖及孵化、新技术开发、出口贸易等为主的综合型、科技型企业。目前拥有12000亩标准化国家级无公害健康养殖示范基地、50余亩高档水产品深加工基地以及占地300余亩的规模化畜禽养殖孵化基地。年销售收入5亿元，利税4000万元以上，是现代农业企业的佼佼者。自成立以来，荣获各级政府及有关部门颁发的奖项40余个。
2015年，因公司战略发展需要，需借贷资金扩大生产线，以满足大额订单要求。","183天","16.80",\N,"用于扩大生产线，满足大额订单要求。","新沂市金邦农村小额贷款有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163953",\N,\N,"2016-03-14
                   ","生态食品公司融资600万（第一标）","500000",\N,"借款企业为吉林省重点龙头企业，始建于2001 年，注册资本2 亿元，2014 年销售收入4.75 亿元。是一家集生产、加工、销售于一体的玉米深加工及省级重点农产品重点单位。
其生产的“金玉米饮料”、“大楂榨”、“白桦汁”、“红果汁”、“蓝莓汁”系列产品被评为吉林省名牌产品；“南瓜饮料”、“紫红薯饮料” 已批准为国家专利。各系列产品热销北京、上海、天津、长春、南京、深圳等地，上市以来深受广大消费者的青睐和好评。
2015年，企业因战略发展需要，借贷资金购买原材料，以进一步增加企业的盈利能力。","366天","18.00",\N,"新增生产线设备购置以扩大生产规模。","吉林省吉商担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163954",\N,\N,"2016-03-07
                   ","【春节福利标】物流企业融资600万（第十二标）","500000",\N,"该融资企业注册资金6500万元，拥有大小车辆978辆，在全国主要城市均有大型服务平台，业务覆盖全国31个省市自治区。主要合作客户有美的、格力、新飞、小天鹅、奥克斯、海尔等实力企业和中国电信、中铁物流集团等国企集团，是业内规模比较大型的物流企业。因年底订单庞大，需借贷周转资金增加企业的盈利能力。","366天","19.00",\N,"用于补充企业流动资金，增加企业的盈利能力","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163955",\N,\N,"2016-02-28
                   ","【春节福利标】物流企业融资600万（第九标）","500000",\N,"该融资企业注册资金6500万元，拥有大小车辆978辆，在全国主要城市均有大型服务平台，业务覆盖全国31个省市自治区。主要合作客户有美的、格力、新飞、小天鹅、奥克斯、海尔等实力企业和中国电信、中铁物流集团等国企集团，是业内规模比较大型的物流企业。因年底订单庞大，需借贷周转资金增加企业的盈利能力。","365天","19.00",\N,"用于补充企业流动资金，增加企业的盈利能力","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163956",\N,\N,"2016-02-26
                   ","【春节福利标】物流企业融资600万（第八标）","500000",\N,"该融资企业注册资金6500万元，拥有大小车辆978辆，在全国主要城市均有大型服务平台，业务覆盖全国31个省市自治区。主要合作客户有美的、格力、新飞、小天鹅、奥克斯、海尔等实力企业和中国电信、中铁物流集团等国企集团，是业内规模比较大型的物流企业。因年底订单庞大，需借贷周转资金增加企业的盈利能力。","365天","19.00",\N,"用于补充企业流动资金，增加企业的盈利能力","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163957",\N,\N,"2016-02-07
                   ","物流企业融资600万（第六标）","500000",\N,"该融资企业注册资金6500万元，拥有大小车辆978辆，在全国主要城市均有大型服务平台，业务覆盖全国31个省市自治区。主要合作客户有美的、格力、新飞、小天鹅、奥克斯、海尔等实力企业和中国电信、中铁物流集团等国企集团，是业内规模比较大型的物流企业。因年底订单庞大，需借贷周转资金增加企业的盈利能力。","358天","18.00",\N,"用于补充企业流动资金，增加企业的盈利能力","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163958",\N,\N,"2016-01-23
                   ","物流企业融资600万（第三标）","500000",\N,"该融资企业注册资金6500万元，拥有大小车辆978辆，在全国主要城市均有大型服务平台，业务覆盖全国31个省市自治区。主要合作客户有美的、格力、新飞、小天鹅、奥克斯、海尔等实力企业和中国电信、中铁物流集团等国企集团，是业内规模比较大型的物流企业。因年底订单庞大，需借贷周转资金增加企业的盈利能力。","365天","18.00",\N,"用于补充企业流动资金，增加企业的盈利能力","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163959",\N,\N,"2015-07-01
                   ","新型建材企业融资600万（第六标）","500000",\N,"该融资企业注册资金1亿元，实力雄厚。现由于下游客户多为工程施工方或业主方，结款方式按照施工进度结算，因此导致企业应收账款结算周期延长，占用流动资金较大。需补充流动资金购买原材料，以保证多项工程的施工进度。","177天","16.80",\N,"补充流动资金以保证工程施工进度。","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163960",\N,\N,"2015-06-19
                   ","【五一福利标】支付贷-ZFD5050627","500000",\N,"借款客户为使用刷卡器收单的大批量小微商户。随着银行卡的普及，通过POS机完成刷卡消费交易，已成为无数小微商户线下收单的重要支付方式。
但是刷卡交易资金一般要到下一个工作日才能结算到账（即“T+1”到账模式）。对于资金额度不大但流转频繁的小微商户来说，即时收到现款，无疑是更优化的资金到账方案。
针对商户的需求，合作支付公司量身定制了“T+0”资金到账方案。即支付公司根据商户POS机上刷卡交易的成功信息（不分借记卡还是信用卡），先行为商户垫付资金，帮助商户实现刷卡交易资金当日入账（最快可在交易成功5分钟后实现到账，比之前的传统收单模式提前了整整一天时间），然后通过银联清算，把相应消费款项返还给支付公司。再用商户回款返还给平台7投资人，并提供高额利息回报。
“T+0”业务模式作为新型的三赢业务模式，不仅解决了商户资金到位时间长的问题，更可为投资人提供高额利息回报。","31天","14.40",\N,"发展T+0即时到账支付业务。为小微商户提","银嘉（上海）金融信息服务有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163961",\N,\N,"2015-06-08
                   ","支付商户贷-ZFD5042824","500000",\N,"借款客户为使用刷卡器收单的大批量小微商户。随着银行卡的普及，通过POS机完成刷卡消费交易，已成为无数小微商户线下收单的重要支付方式。
但是刷卡交易资金一般要到下一个工作日才能结算到账（即”T+1”到账模式）。对于资金额度不大但流转频繁的小微商户来说，即时收到现款，无疑是更优化的资金到账方案。
针对商户的需求，合作支付公司量身定制了“T+0”资金到账方案。即支付公司根据商户POS机上刷卡交易的成功信息（不分借记卡还是信用卡），先行为商户垫付资金，帮助商户实现刷卡交易资金当日入账（最快可在交易成功5分钟后实现到账，比之前的传统收单模式提前了整整一天时间），然后通过银联清算，把相应消费款项返还给支付公司。再用商户回款返还给平台7投资人，并提供高额利息回报。
“T+0”业务模式作为新型的三赢业务模式，不仅解决了商户资金到位时间长的问题，更可为投资人提供高额利息回报。","31天","12.20",\N,"发展T+0即时到账支付业务。为小微商户提","银嘉（上海）金融信息服务有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163962",\N,\N,"2015-05-16
                   ","支付商户贷-ZFD5040819","500000",\N,"借款客户为使用刷卡器收单的大批量小微商户。随着银行卡的普及，通过POS机完成刷卡消费交易，已成为无数小微商户线下收单的重要支付方式。
但是刷卡交易资金一般要到下一个工作日才能结算到账（即”T+1”到账模式）。对于资金额度不大但流转频繁的小微商户来说，即时收到现款，无疑是更优化的资金到账方案。
针对商户的需求，合作支付公司量身定制了“T+0”资金到账方案。即支付公司根据商户POS机上刷卡交易的成功信息（不分借记卡还是信用卡），先行为商户垫付资金，帮助商户实现刷卡交易资金当日入账（最快可在交易成功5分钟后实现到账，比之前的传统收单模式提前了整整一天时间），然后通过银联清算，把相应消费款项返还给支付公司。再用商户回款返还给平台7投资人，并提供高额利息回报。
“T+0”业务模式作为新型的三赢业务模式，不仅解决了商户资金到位时间长的问题，更可为投资人提供高额利息回报。","30天","12.20",\N,"发展T+0即时到账支付业务。为小微商户提","银嘉（上海）金融信息服务有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163963",\N,\N,"2015-05-02
                   ","支付商户贷014期","500000",\N,"借款客户为使用刷卡器收单的大批量小微商户。随着银行卡的普及，通过POS机完成刷卡消费交易，已成为无数小微商户线下收单的重要支付方式。
但是刷卡交易资金一般要到下一个工作日才能结算到账（即“T+1”到账模式）。对于资金额度不大但流转频繁的小微商户来说，即时收到现款，无疑是更优化的资金到账方案。
针对商户的需求，合作支付公司量身定制了“T+0”资金到账方案。即支付公司根据商户POS机上刷卡交易的成功信息（不分借记卡还是信用卡），先行为商户垫付资金，帮助商户实现刷卡交易资金当日入账（最快可在交易成功5分钟后实现到账，比之前的传统收单模式提前了整整一天时间），然后通过银联清算，把相应消费款项返还给支付公司。再用商户回款返还给平台7投资人，并提供高额利息回报。
“T+0”业务模式作为新型的三赢业务模式，不仅解决了商户资金到位时间长的问题，更可为投资人提供高额利息回报。","30天","12.20",\N,"发展T+0即时到账支付业务。为小微商户提","银嘉（上海）金融信息服务有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163964",\N,\N,"2015-06-14
                   ","数码产品卖场融资三期400万（第一标）","500000",\N,"融资企业是国内一流的IT产品销售平台，2012年以来先后成立了15家直营门店及品牌专卖店；2014年又与苹果公司合作成立了所在市唯一一家苹果授权专卖店，业务规模正在逐年扩张。本次为引进更多的IT品牌、扩充数码城的IT产品种类，进一步提升公司的市场竞争力借贷资金。","92天","15.60",\N,"用于新品上市，支付预付款。","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163965",\N,\N,"2015-06-10
                   ","【春节福利标】能源企业融资400万（第八标）","500000",\N,"融资企业资产是以电、油、气等传统能源为基础，积极发展风能、核能、太阳能、生物质能等新型能源领域的现代化企业。
2014年，融资企业资产总额达2.5亿元，年增幅2.76亿元；两年实现利润0.8亿元，实力雄厚。因发展战略需要，借贷购买原材料，以增加企业的盈利能力。","92天","16.60",\N,"购买原材料，增加企业的盈利能力。","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163966",\N,\N,"2015-06-05
                   ","【春节福利标】能源企业融资400万（第七标）","500000",\N,"融资企业资产是以电、油、气等传统能源为基础，积极发展风能、核能、太阳能、生物质能等新型能源领域的现代化企业。
2014年，融资企业资产总额达2.5亿元，年增幅2.76亿元；两年实现利润0.8亿元，实力雄厚。因发展战略需要，借贷购买原材料，以增加企业的盈利能力。","92天","16.60",\N,"购买原材料，增加企业的盈利能力。","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163967",\N,\N,"2015-05-17
                   ","【春节福利标】能源企业融资400万（第二标）","500000",\N,"融资企业资产是以电、油、气等传统能源为基础，积极发展风能、核能、太阳能、生物能等新型能源领域的现代化企业。
2014年，融资企业资产总额达2.5亿元，年增幅2.76亿元；两年实现利润0.8亿元，实力雄厚。因发展战略需要，借贷购买原材料，以增加企业的盈利能力。","89天","16.60",\N,"购买原材料，增加企业的盈利能力。","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163968",\N,\N,"2015-04-28
                   ","商务公司融资400万（第四标）","500000",\N,"融资企业是专业生产成套固液分离机械、环保机械、化工机械、换热设备、沥青加温设备以及其他金属结构件的综合产品制造企业，拥有雄厚的技术力量及先进的生产工艺。企业总资产3000多万，年产值4000多万。生产设备先进，检测设备齐全，质保体系完善。因2015企业发展战略需要，借贷购置原材料，以增加企业的盈利能力。","90天","16.00",\N,"补充企业流动资金，进购材料。以完成大额订","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163969",\N,\N,"2015-04-07
                   ","食品加工企业融资400万元（第七标）","500000",\N,"该企业是一家集研发、生产、销售、服务于一体的综合性食品生产企业，拥有独立的研发中心、先进的化验设施以及完善的销售网络，其产品销售覆盖全国20余个省、市、自治区。因年底销售旺季到来，为扩大生产规模，申请贷款。","90天","15.60",\N,"应对年底销售旺季，扩大生产规模。企业已接","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163970",\N,\N,"2015-06-09
                   ","新型建材企业融资600万（第三标）","500000",\N,"该融资企业注册资金1亿元，实力雄厚。现由于下游客户多为工程施工方或业主方，结款方式按照施工进度结算，因此导致企业应收账款结算周期延长，占用流动资金较大。需补充流动资金购买原材料，以保证多项工程的施工进度。","178天","16.80",\N,"补充流动资金以保证工程施工进度。","山东中冠融资性担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"163971",\N,\N,"2015-06-06
                   ","枣制品深加工企业融资500万（第四标）","500000",\N,"该企业主要经营大枣深加工产品的制造，为高科技类企业。已经与国内多家医药保健品生产企业、饮料食品加工企业及养殖企业建立良好的业务合作关系，因承接订单较大，业务发展势头良好，需借贷购买原材料，扩大生产规模。","182天","16.80",\N,"企业补充流动资金购置原材料。为满足大额订","惠联恒通融资担保有限公司",\N,"按日计息，按月付息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
