"166074","2015-08-12","2015-11-11",\N,"好易投-北京房产-龙泽苑东区(一期)【尚诺集团&安家信诺】项目编号：XM2015081010834","600000","正在还款","抵押物信息
    
      
	小区名称：龙泽苑东区　面积：104.92平　

	登记日期：2015年　产权性质：住宅　装修：普通装修　　

	评估金额：280万    借款金额：110万

	用款期限：3个月    可提前还款","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"男",\N,\N,"离异",\N,"户籍地：辽宁","单位：个体","是否购车：有",\N,\N,\N
"166075","2015-08-12","2015-10-11",\N,"质押-汽车-13年猎豹【济宁分站】项目编号：XM2015081110842","50000","正在还款","抵押物信息
    
      
	品牌：猎豹     车牌号：鲁HXXXXX 　　

	公里数：35031　购买日期：2013年10月 　　

	购买价格：12万元　年审检验合格至：2015年10月 　　

	济宁市二手车出售价：7.5万　借款金额：5万","60天","17	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"男",\N,\N,"已婚",\N,"济宁市","社保：有连续社保记录","单位：个体",\N,\N,\N
"166076","2015-08-11","2015-10-25",\N,"好易投-北京房产-天通西苑(二期)【尚诺集团&安家信诺】项目编号：XM2015080710833","500000","正在还款","抵押物信息
    
      
	小区名称：天通西苑　面积：184.95平　

	登记日期：2011年　产权性质：住宅　装修：普通装修　　

	评估金额：305万     借款金额：110万

	借款期限：75天    可提前还款","75天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","是否有其他房产：有",\N,\N,\N
"166077","2015-08-11","2015-10-25",\N,"好易投-北京房产-天通西苑(一期)【尚诺集团&安家信诺】项目编号：XM2015080710832","600000","正在还款","抵押物信息
    
      
	小区名称：天通西苑　面积：184.95平　

	登记日期：2011年　产权性质：住宅　装修：普通装修　

	评估金额：305万    借款金额：110万

	借款期限：75天    可提前还款","75天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","是否有其他房产：有",\N,\N,\N
"166078","2015-08-11","2015-11-10",\N,"抵押-汽车-14年丰田【聊城分站】项目编号：XM2015081010839","60000","正在还款","抵押物信息
    
      
	品牌：丰田　车牌号：鲁PXXXXX 　　

	公里数：20933   购买日期：2014年7月8日 　　

	购买价格：105000元　年审检验合格至：2016年7月 　　

	聊城市二手车出售价：8万元    借款金额：6万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166079","2015-08-10","2015-11-09",\N,"抵押-汽车-11年奥迪A6L【聊城分站】项目编号：XM2015081010838","80000","正在还款","抵押物信息
    
      
	品牌：奥迪　车牌号：鲁PXXXXX 　　

	公里数：99925    购买日期：2011年3月21日 　　

	购买价格：42.5万元　年审检验合格至：2017年3月 　　

	聊城市二手车出售价：13万元    借款金额：8万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166080","2015-08-10","2015-11-09",\N,"质押-汽车-13年别克英朗【安阳分站】项目编号：XM2015081010837","80000","正在还款","抵押物信息
    
      
	品牌：别克    车牌号：豫EXXXXX 　　

	公里数：2.5万　　购买日期：2013年7月1日 　　

	购买价格：135000元　　年审检验合格至：2015年7月 　　

	安阳二手车出售价：9.8万　 借款金额：8万
      
	
	 ","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"收入：4000-5000",\N,\N,"社保：有连续社保记录",\N,"","","",\N,\N,\N
"166081","2015-08-10","2015-11-09",\N,"质押-汽车-08年红旗牌奔腾B70【滕州分站】项目编号：XM2015081010836","20000","正在还款","抵押物信息
    
      
	品牌：红旗　车牌号：鲁DXXXXX 　　

	公里数：165368 购买日期：2008年8月 　　

	购买价格：138000元　年审检验合格至：2016年2月 　　

	评估价格：3.5万　借款金额：2万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","社保：有连续社保记录","单位：个体",\N,\N,\N
"166082","2015-08-08","2015-11-03",\N,"好易投-北京房产-昌平区金南路(三期)【尚诺集团&安家信诺】项目编号：XM2015080410823","700000","正在还款","抵押物信息
    
      
	小区名称：金南路7号院　面积：200.27平　

	登记日期：2011年　产权性质：商品房　装修：普通装修　　

	评估金额：380万  借款金额：230万

	用款期限：90天    借款满1个月后可提前还款","87天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"男",\N,\N,"已婚",\N,"户籍地：四川雅安","月30万","是否有其他房产：是",\N,\N,\N
"166083","2015-08-07","2015-11-06",\N,"质押-汽车-11年红旗牌奔腾【安阳分站】项目编号：XM2015080710831","40000","正在还款","抵押物信息
    
      
	品牌：红旗      车牌号：豫EXXXXX 　　

	公里数：8万     购买日期：2011年11月16日 　　

	购买价格：10.5万元　年审检验合格至：2017年3月 　　

	评估价格： 7.8万元　 借款金额：4万元","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"男",\N,\N,"常驻地：河南省安阳县",\N,"","","有",\N,\N,\N
"166084","2015-08-07","2015-11-06",\N,"抵押-汽车-11年奔驰BJ7302L【济宁分站】项目编号：XM2015080710830","180000","正在还款","抵押物信息
    
      
	品牌：奔驰牌    车牌号：鲁HXXXXX 　　

	公里数：59045　　购买日期：2011年1月 　　

	购买价格：710000元　　年审检验合格至：2016年1月 　　

	济宁市二手车出售价：30万　 借款金额：18万
      
	
	 ","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","是否有购房：有",\N,\N,\N
"166085","2015-08-07","2015-11-06",\N,"抵押-汽车-13年奥迪A6L【济宁分站】项目编号：XM2015080710829","17.40000","正在还款","抵押物信息
    
      
	品牌：奥迪牌    车牌号：鲁HXXXXX

	公里数：23000公里　　购买日期：2013年12月

	购买价格：408000元　　年审检验合格至：2015年12月

	济宁二手车出售价：29万　 借款金额：17.4万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166086","2015-08-07","2015-11-02",\N,"好易投-北京房产-昌平区金南路(二期)【尚诺集团&安家信诺】项目编号：XM2015080410822","800000","正在还款","抵押物信息
    
      
	小区名称：金南路7号院　面积：200.27平　

	登记日期：2011年　产权性质：商品房　装修：普通装修　　

	评估金额：380万  借款金额：230万

	用款期限：90天    借款满1个月后可提前还款","87天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","是否有其他房产：是",\N,\N,\N
"166087","2015-08-07","2015-11-06",\N,"质押-汽车-15年大众FV7140BAMGG【安阳分站】项目编号：XM2015080610828","50000","正在还款","抵押物信息
    
      
	品牌：大众　 车牌号：豫EXXXXX 　　

	公里数：6000      购买日期：2015年4月26日 　　

	购买价格：7.5万元　 年审检验合格至：2017年5月 　　

	评估价格：7万元　  借款金额：5 万元","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"男",\N,\N,"",\N,"","","有",\N,\N,\N
"166088","2015-08-07","2015-11-06",\N,"抵押-房产-平云花园【宜昌分站】项目编号：XM2015073110817","200000","正在还款","抵押物信息
    
      
	市值：41万元

	小区名称：平云花园　面积：91.74㎡ 　　

	登记日期：2014年　产权性质：商品房　装修：毛坯 　　

	评估单位：乐居房地产中介服务有限公司　

	评估金额：376134元 借款金额：20万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","是否有其他房产：是",\N,\N,\N
"166089","2015-08-06","2015-11-05",\N,"抵押-汽车-10年大众帕萨特【滕州分站】项目编号：XM2015080610827","5.50000","正在还款","抵押物信息
    
      
	品牌：大众帕萨特　 车牌号：鲁DXXXXX 　　

	公里数：93398      购买日期：2010年11月09日 　　

	购买价格：168000元　  年审检验合格至：2016年11月 　　

	滕州二手车出售价：80000元     借款金额：5.5万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166090","2015-08-06","2015-11-05",\N,"抵押-汽车-08年本田思威【滕州分站】项目编号：XM2015080610826","50000","正在还款","抵押物信息
    
      
	品牌：本田思威　车牌号：鲁DXXXXX 　　

	公里数：110502    购买日期：2008年10月25日 　　

	购买价格：175000元　年审检验合格至：2015年12月 　　

	滕州二手车出售价：75000元    借款金额：5万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166091","2015-08-06","2015-11-05",\N,"抵押-汽车-14年雅阁【聊城分站】项目编号：XM2015080610825","60000","正在还款","抵押物信息
    
      
	品牌：雅阁　车牌号：鲁PXXXXX 　　

	公里数：77138     购买日期：2014年9月24日 　　

	购买价格：135000元　 年审检验合格至：2017年3月 　　

	聊城市二手车出售价：10万元    借款金额：6万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166092","2015-08-05","2015-11-04",\N,"质押-汽车-11年奔驰【宜昌分站】项目编号：XM2015073110818","200000","正在还款","抵押物信息
    
      
	品牌：奔驰　车牌号：鄂EXXXXX 　　

	公里数：66952     购买日期：2011年12月29日 　　

	购买价格：418803元　年审检验合格至：2015年12月 　　

	评估价格：30万　借款金额：20万","90天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"女",\N,\N,"已婚",\N,"宜昌市","","",\N,\N,\N
"166093","2015-08-05","2015-11-04",\N,"抵押-房产-时代花园【济宁分站】 项目编号：XM2015080410824","300000","正在还款","抵押物信息
    
      
	市值：510000元

	小区名称：时代花园　面积：138.85平方 　　

	登记日期：2013年　产权性质：商品房　装修：普通装修 　　

	评估单位：济宁龙腾房地产评估咨询有限公司（银行指定）　

	评估金额：453180元    借款金额：30万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","是否有其他房产：是",\N,\N,\N
"166094","2015-08-04","2015-11-02",\N,"好易投-北京房产-昌平区金南路(一期)【尚诺集团&安家信诺】项目编号：XM2015080410821","800000","正在还款","抵押物信息
    
      
	小区名称：金南路7号院　面积：200.27平

	登记日期：2011年　产权性质：商品房　装修：普通装修　

	 评估金额：380万   借款金额：230万

	用款期限：90天    借款满1个月后可提前还款","90天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","是否有其他房产：是",\N,\N,\N
"166095","2015-08-04","2015-11-03",\N,"抵押-汽车-10年本田雅阁【滕州分站】项目编号：XM2015080410820","70000","正在还款","抵押物信息
    
      
	品牌：本田雅阁　车牌号：鲁DXXXXX 　　

	公里数：45513     购买日期：2010年09月29日 　　

	购买价格：19万元　年审检验合格至：2016年09月 　　

	滕州二手车出售价：10万元     借款金额：7万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166096","2015-08-03","2015-10-13",\N,"好易投-上海房产-宏业花园(五期)【尚诺集团&安家信诺】项目编号：XM2015071410774","1000000","正在还款","抵押物信息
    
      
	小区名称：宏业花园　面积：124㎡　 　　

	产权性质：商品房　装修：普通装修　    

	评估金额：950万元  借款金额：500万元","71天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"男　",\N,\N,"　",\N,"　","","是否有其他房产：是",\N,\N,\N
"166097","2015-08-03","2015-11-02",\N,"抵押-汽车-海马12款骑士【济宁分站】项目编号：XM2015080310819","4.20000","正在还款","抵押物信息
    
      
	品牌：海马牌    车牌号：鲁HXXXXX 　　

	公里数：5.5万公里　　购买日期：2012年2月 　　

	购买价格：12.7万元　　年审检验合格至：2016年2月 　　

	济宁市二手车出售价：7.5万-8万　 借款金额：4.2万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166098","2015-08-01","2015-10-13",\N,"好易投-上海房产-宏业花园(四期)【尚诺集团&安家信诺】项目编号：XM2015071410773","1000000","正在还款","抵押物信息
    
      
	小区名称：宏业花园　面积：124㎡　 　　

	产权性质：商品房　装修：普通装修　    

	评估金额：950万元  借款金额：500万元","73天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"男　",\N,\N,"　",\N,"　","","是否有其他房产：是",\N,\N,\N
"166099","2015-07-31","2015-10-30",\N,"抵押-汽车-丰田牌10款锐志【济宁分站】项目编号：XM2015073010816","90000","正在还款","抵押物信息
    
      
	品牌：丰田牌 车牌号：鲁HXXXXX 　　

	公里数：9.3万公里　　购买日期：2010年12月 　　

	购买价格：23万元　　年审检验合格至：2016年12月 　　

	济宁市二手车出售价：13万　 借款金额：9万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166100","2015-07-30","2015-10-29",\N,"质押-汽车-10年东风日产【安阳分站】项目编号：XM2015073010815","30000","正在还款","抵押物信息
    
      
	品牌：东风日产            车牌号：豫EXXXXX

	公里数：50000         购买日期：2010年9月10日

	购买价格：26万元  年审检验合格至：2016年9月

	评估价格：9万元    　 借款金额：3万元","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"男",\N,\N,"常驻地：河南省安阳市",\N,"","","有",\N,\N,\N
"166101","2015-07-30","2015-10-29",\N,"质押-汽车-15年宝马【宜昌分站】项目编号：XM2015072910812","500000","正在还款","抵押物信息
    
      
	品牌：宝马　车牌号：鄂EXXXXX 　　

	公里数：54088     购买日期：2015年05月14日 　　

	购买价格：750000元　年审检验合格至：2017年3月 　　

	评估价格：68万　借款金额：50万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166102","2015-07-29","2015-10-28",\N,"质押-汽车-12年沃尔沃S60【济宁分站】项目编号：XM2015072910813","13.50000","正在还款","抵押物信息
    
      
	品牌：沃尔沃　车牌号：鲁HXXXX 　　

	公里数：98920    购买日期：2012年12月 　　

	购买价格：45万元　年审检验合格至：2016年12月 　　

	评估价格：20万元　借款金额：13.5万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","社保：有连续社保记录","单位：个体",\N,\N,\N
"166103","2015-07-29","2015-10-28",\N,"抵押-汽车-14年一汽奔腾B50【滕州分站】项目编号：XM2015072910814","40000","正在还款","抵押物信息
    
      
	品牌：一汽奔腾　车牌号：鲁DXXXXX 　　

	公里数：30945     购买日期：2014年10月30日 　　

	购买价格：81800元　年审检验合格至：2016年06月 　　

	滕州二手车出售价：65000元 借款金额：4万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166104","2015-07-29","2015-10-28",\N,"抵押-汽车-14年一汽奔腾X80【滕州分站】项目编号：XM2015072910811","80000","正在还款","抵押物信息
    
      
	品牌：一汽奔腾X80　车牌号：鲁DXXXXX 　　

	公里数：17478     购买日期：2014年12月07日 　　

	购买价格：129300元　年审检验合格至：2016年12月 　　

	评估价格：11.5万　借款金额：8万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166105","2015-07-29","2015-10-28",\N,"抵押-汽车-13年别克SGM7165ATC【安阳分站】项目编号：XM2015072810808","50000","正在还款","抵押物信息
    
      
	品牌：别克 车牌号：豫EXXXXX 　　

	公里数：1万　购买日期：2013年7月3日 　　

	购买价格：14万元　 年审检验合格至：2017年7月 　　

	安阳二手车出售价：10万元　 借款金额：5万元","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"婚姻状况：未婚",\N,\N,"",\N,"","3500-10000","有",\N,\N,\N
"166106","2015-07-28","2015-10-27",\N,"质押-汽车-13年大众FV7187TFATG【安阳分站】项目编号：XM2015072810809","130000","正在还款","抵押物信息
    
      
	品牌：大众　车牌号：豫EXXXXX 　　

	公里数：40000    购买日期：2013 年3月16日 　　

	购买价格：21.98 万元　年审检验合格至：2017年3月 　　

	评估价格：17万元　借款金额：13万元","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"男　婚姻状况：已婚　常驻地：林州市",\N,\N,"是否购房：有",\N,"","社保：有连续社保记录","单位：个体",\N,\N,\N
"166107","2015-07-28","2015-10-27",\N,"抵押-汽车-12年雪铁龙(世佳)【济宁分站】项目编号：XM2015072810810","50000","正在还款","抵押物信息
    
      
	品牌：雪铁龙 车牌号：鲁HXXXXX 　　

	公里数：3.5万公里　　购买日期：2012年06月 　　

	购买价格：12万元　　年审检验合格至：2016年10月 　　

	济宁市二手车出售价：7.5万　 借款金额：5万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166108","2015-07-28","2015-10-27",\N,"质押-汽车-14年红旗H7【滕州分站】项目编号：XM2015072810807","160000","正在还款","抵押物信息
    
      
	品牌：红旗H7　车牌号：鲁DXXXXX 　　

	公里数：8408     购买日期：2014年11月02日 　　

	购买价格：240000元　年审检验合格至：2017年4月 　　

	滕州二手车出售价：220000元     借款金额：16万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"",\N,\N,"",\N,"","","有",\N,\N,\N
"166109","2015-07-28","2015-09-27",\N,"好易投-北京房产-房山区千禧家园【尚诺集团&安家信诺】项目编号：XM2015072710806","250000","正在还款","抵押物信息
    
      
	小区名称：千禧家园　面积：115.09平

	登记日期：2005年　产权性质：住宅　装修：普通装修　　

	评估金额：116.5万 借款金额：25万

	用款期限：2个月 借款满1个月后可提前还款","61天","17	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"男　婚姻状况：已婚　户籍地：北京",\N,\N,\N,\N,\N,\N,"是否有其他房产：否",\N,\N,\N
"166110","2015-07-27","2015-09-25",\N,"好易投-北京房产-朝阳区广渠路66号院【尚诺集团&安家信诺】项目编号：XM2015072210794","350000","正在还款","抵押物信息
    
      
	小区名称：广渠路66号院　面积：95.83平　

	登记日期：2006年　产权性质：住宅　装修：普通装修　　

	评估金额：278万   借款金额：35万

	用款期限：60天   借款满1个月后可提前还款","60天","17	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"166111","2015-07-27","2015-10-26",\N,"抵押-汽车-15年本田牌杰德【济宁分站】项目编号：XM2015072410805","100000","正在还款","抵押物信息
    
      
	品牌：本田牌    车牌号：鲁HXXXXX 　　

	公里数：0.5万公里　　购买日期：2015年7月 　　

	购买价格：12万元　　年审检验合格至：2017年7月 　　

	济宁市二手车出售价：11.8万    借款金额：10万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,\N,\N,\N,\N,\N,\N,\N,"有",\N,\N,\N
"166112","2015-07-25","2015-10-13",\N,"好易投-上海房产-宏业花园(三期)【尚诺集团&安家信诺】项目编号：XM2015071410771","1000000","正在还款","抵押物信息
    
      
	小区名称：宏业花园　面积：124㎡　 　　

	产权性质：商品房　装修：普通装修　    

	评估金额：950万元  借款金额：500万元","80天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"男　",\N,\N,"　",\N,"　",\N,"是否有其他房产：是",\N,\N,\N
"166113","2015-07-24","2015-10-23",\N,"抵押-汽车-10年奔驰R300【滕州分站】项目编号：XM2015072410804","130000","正在还款","抵押物信息
    
      
	品牌：奔驰R300　车牌号：鲁DXXXXX 　　

	公里数：215471    购买日期：2010年06月12日 　　

	购买价格：698000元　年审检验合格至：2016年06月 　　

	滕州二手车出售价：210000元   借款金额：13万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,\N,\N,\N,\N,\N,\N,\N,"有",\N,\N,\N
"166114","2015-07-24","2015-09-23",\N,"质押-汽车-03年别克【滕州分站】项目编号：XM2015072410803","1.50000","正在还款","抵押物信息
    
      
	品牌：别克　车牌号：鲁DXXXXX 　　

	公里数：76073     购买日期：2003年10月16日 　　

	购买价格：218000元　年审检验合格至：2015年10月 　　

	评估价格：3万　借款金额：1.5万","61天","17	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,\N,\N,\N,\N,\N,\N,\N,"有",\N,\N,\N
"166115","2015-07-24","2015-10-23",\N,"抵押-汽车-11年起亚K2【滕州分站】项目编号：XM2015072310802","3.50000","正在还款","抵押物信息
    
      
	品牌：起亚　车牌号：鲁DXXXXX 　　

	公里数：111186     购买日期：2011年11月09日 　　

	购买价格：99900元　年审检验合格至：2015年11月 　

	滕州二手车出售价：55000元   借款金额：3.5万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,\N,\N,\N,\N,\N,\N,\N,"有",\N,\N,\N
"166116","2015-07-24","2015-10-23",\N,"质押-汽车-15年长安欧诺【滕州分站】项目编号：XM2015072310801","30000","正在还款","抵押物信息
    
      
	品牌：长安欧诺　车牌号：鲁DXXXXX 　　

	公里数：4555     购买日期：2015年02月11日 　　

	购买价格：46800元　年审检验合格至：2017年2月 　　

	评估价格：3.8万　借款金额：3万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,\N,\N,\N,\N,\N,\N,\N,"有",\N,\N,\N
"166117","2015-07-24","2015-10-23",\N,"抵押-汽车-08年东风日产轩逸【聊城分站】项目编号：XM2015072310800","40000","正在还款","抵押物信息
    
      
	品牌：东风日产　车牌号：鲁PXXXXX 　　

	公里数：172161       购买日期：2008年6月23日 　　

	购买价格：135000元　年审检验合格至：2016年6月 　　

	聊城市二手车出售价：55000元 借款金额：4万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,\N,\N,\N,\N,\N,\N,\N,"有",\N,\N,\N
"166118","2015-07-23","2015-08-22",\N,"抵押-汽车-11年雪弗兰-赛欧【济宁分站】项目编号：XM2015072310799","30000","正在还款","抵押物信息
    
      
	品牌：雪弗兰牌    车牌号：鲁HXXXXX 　　

	公里数：5公里　　购买日期：2011年8月 　　

	购买价格：8.1万元　　年审检验合格至：2015年9月 　　

	济宁市二手车出售价：4.5万　 借款金额：3万","30天","16	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,\N,\N,\N,\N,\N,\N,\N,"常驻地：济宁市金乡县　　有",\N,\N,\N
"166119","2015-07-23","2015-10-22",\N,"抵押-汽车-11年别克英朗【济宁分站】项目编号：XM2015072210798","50000","正在还款","抵押物信息
    
      
	品牌：别克牌   车牌号：鲁HXXXXX 　　

	公里数：10万公里　　购买日期：2011年5月 　　

	购买价格：12.3万元　　年审检验合格至：2017年3月 　　

	济宁市二手车出售价：7.5万　 借款金额：5万","91天","18	   ",\N,\N,\N,\N,"按月付息,到期还本",\N,"女",\N,\N,"已婚",\N,"济宁市金乡县","8000-10000","有",\N,\N,\N
