"18036",\N,\N,\N,"个人抵押借款5万元_3_20141120A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-15 09:58:36","到期还本按月付息",\N,"男","岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18037",\N,\N,\N,"个人抵押借款3万元_1_20150415A","30000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-04-15 10:30:15","到期还本按月付息",\N,"男","48岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18038",\N,\N,\N,"个人抵押借款5万元_2_20141120A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-14 09:59:20","到期还本按月付息",\N,"男","岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18039",\N,\N,\N,"个人抵押借款3万元_2_20150124A","30000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-04-14 10:34:47","到期还本按月付息",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18040",\N,\N,\N,"个人抵押借款3万元_1_20150124A","30000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-04-13 10:35:42","到期还本按月付息",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18041",\N,\N,\N,"个人抵押借款5万元_1_20141120A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-13 09:58:00","到期还本按月付息",\N,"男","岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18042",\N,\N,\N,"个人抵押借款3万元_2_20150410B","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-04-11 10:34:35","到期还本按月付息",\N,"男","28岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18043",\N,\N,\N,"个人抵押借款5万元_2_20150410A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-11 09:58:05","到期还本按月付息",\N,"男","42岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18044",\N,\N,\N,"个人抵押借款5万元_1_20150410A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-10 09:58:01","到期还本按月付息",\N,"男","42岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18045",\N,\N,\N,"个人抵押借款3万元_20150410B","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-04-10 10:30:52","到期还本按月付息",\N,"男","28岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18046",\N,\N,\N,"个人抵押借款3万元_10_20141124A","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-04-09 10:29:39","到期还本按月付息",\N,"男","44岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18047",\N,\N,\N,"个人抵押借款5万元_2_20141208A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-09 09:59:45","到期还本按月付息",\N,"男","22岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18048",\N,\N,\N,"个人抵押借款3万元_9_20141124A","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-04-08 10:29:19","到期还本按月付息",\N,"男","44岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18049",\N,\N,\N,"个人抵押借款5万元_1_20141208A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-08 09:59:47","到期还本按月付息",\N,"男","22岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18050",\N,\N,\N,"个人抵押借款5万元_2_20141118A","49997","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-07 09:59:20","到期还本按月付息",\N,"男","30岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18051",\N,\N,\N,"个人抵押借款3万元_8_20141124A","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-04-07 10:31:20","到期还本按月付息",\N,"男","44岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18052",\N,\N,\N,"个人抵押借款5万元_1_20141118A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-06 09:58:01","到期还本按月付息",\N,"男","30岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18053",\N,\N,\N,"个人抵押借款3万元_7_20141124A","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-04-06 10:34:43","到期还本按月付息",\N,"男","44岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18054",\N,\N,\N,"个人抵押借款3万元_6_20141124A","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-04-04 10:31:52","到期还本按月付息",\N,"男","44岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18055",\N,\N,\N,"个人抵押借款5万元_20150123A","50000","还款中",\N,"1个月","18.00",\N,\N,\N,"2015-04-04 09:58:48","到期还本按月付息",\N,"女","32岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18056",\N,\N,\N,"个人抵押借款3万元_5_20141124A","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-04-03 10:28:03","到期还本按月付息",\N,"男","44岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18057",\N,\N,\N,"个人抵押借款5万元_20150403A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-03 09:59:50","到期还本按月付息",\N,"男","52岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18058",\N,\N,\N,"个人抵押借款5万元_3_20141203A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-02 09:59:36","到期还本按月付息",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18059",\N,\N,\N,"个人抵押借款3万元_4_20141124A","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-04-02 10:29:10","到期还本按月付息",\N,"男","44岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18060",\N,\N,\N,"个人抵押借款5万元_2_20141203A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-04-01 09:58:00","到期还本按月付息",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18061",\N,\N,\N,"个人抵押借款3万元_3_20141124A","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-04-01 10:29:03","到期还本按月付息",\N,"男","44岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18062",\N,\N,\N,"个人抵押借款5万元_1_20141203A","50000","还款中",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-03-31 09:59:12","到期还本按月付息",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18063",\N,\N,\N,"个人抵押借款3万元_2_20141124A","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-03-31 10:28:04","到期还本按月付息",\N,"男","44岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18064",\N,\N,\N,"个人抵押借款3万元_1_20141124A","30000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-03-30 10:20:13","到期还本按月付息",\N,"男","44岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18065",\N,\N,\N,"个人抵押借款5万元_5_20150116A","50000","还款中",\N,"1个月","18.00",\N,\N,\N,"2015-03-30 09:58:05","到期还本按月付息",\N,"女","33岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18066",\N,\N,\N,"个人抵押借款5万元_4_20150116A","50000","还款中",\N,"1个月","18.00",\N,\N,\N,"2015-03-28 09:58:57","到期还本按月付息",\N,"女","33岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18067",\N,\N,\N,"个人抵押借款3万元_4_20141214A","30000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-28 10:27:56","到期还本按月付息",\N,"男","50岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18068",\N,\N,\N,"个人抵押借款3万元_3_20141214A","30000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-27 10:39:48","到期还本按月付息",\N,"男","50岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18069",\N,\N,\N,"个人抵押借款5万元_3_20150116A","50000","还款中",\N,"1个月","18.00",\N,\N,\N,"2015-03-27 09:57:58","到期还本按月付息",\N,"女","33岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18070",\N,\N,\N,"个人抵押借款5万元_2_20150116A","50000","还款中",\N,"1个月","18.00",\N,\N,\N,"2015-03-26 09:58:01","到期还本按月付息",\N,"女","33岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18071",\N,\N,\N,"个人抵押借款3万元_2_20141214A","30000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-26 10:29:22","到期还本按月付息",\N,"男","50岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18072",\N,\N,\N,"个人抵押借款3万元_1_20141214A","30000","还款中",\N,"3个月","18.00",\N,"二、借款用途：",\N,"2015-03-25 10:29:09","到期还本按月付息",\N,"男","50岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18073",\N,\N,\N,"个人抵押借款5万元_1_20150116A","50000","还款中",\N,"1个月","18.00",\N,\N,\N,"2015-03-25 09:59:48","到期还本按月付息",\N,"女","33岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18074",\N,\N,\N,"个人抵押借款3万元_6_20141125A","30000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-24 10:29:26","到期还本按月付息",\N,"女","23岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18075",\N,\N,\N,"个人抵押借款5万元_20150324A","50000","已还完",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-03-24 09:59:11","到期还本按月付息",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18076",\N,\N,\N,"个人抵押借款3万元_5_20141125A","30000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-23 10:28:44","到期还本按月付息",\N,"女","23岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18077",\N,\N,\N,"个人抵押借款5万元_2_20150208A","50000","已还完",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-03-23 09:57:58","到期还本按月付息",\N,"女","24岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18078",\N,\N,\N,"个人抵押借款5万元_1_20150208A","50000","已还完",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-03-21 09:58:00","到期还本按月付息",\N,"女","24岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18079",\N,\N,\N,"个人抵押借款4万元_4_20141125A","40000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-21 10:29:32","到期还本按月付息",\N,"女","23岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18080",\N,\N,\N,"（约）个人抵押借款5万元_20150320A","50000","还款中",\N,"3个月","18.00",\N,"个人资金周转。",\N,"2015-03-20 10:03:15","到期还本按月付息",\N,"男","24岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18081",\N,\N,\N,"个人抵押借款5万元_3_20141125A","50000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-20 10:29:04","到期还本按月付息",\N,"女","23岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18082",\N,\N,\N,"个人抵押借款5万元_2_20150319A","50000","已还完",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-03-20 09:59:46","到期还本按月付息",\N,"男","25岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18083",\N,\N,\N,"个人抵押借款5万元_1_ 20150319A","50000","已还完",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-03-19 09:58:21","到期还本按月付息",\N,"男","25岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18084",\N,\N,\N,"个人抵押借款5万元_2_ 20141125A","50000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-19 10:35:47","到期还本按月付息",\N,"女","23岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18085",\N,\N,\N,"个人抵押借款5万元_ 20150318A","50000","已还完",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-03-18 09:58:14","到期还本按月付息",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18086",\N,\N,\N,"个人抵押借款5万元_1_ 20141125A","50000","还款中",\N,"3个月","18.00",\N," 二、借款用途：",\N,"2015-03-18 10:29:16","到期还本按月付息",\N,"女","23岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18087",\N,\N,\N,"个人抵押借款5万元_20150210A","50000","已还完",\N,"1个月","18.00",\N,"个人资金周转。",\N,"2015-03-17 09:57:59","到期还本按月付息",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18088",\N,\N,\N,"个人抵押借款5万元_6_ 20150311A","50000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-17 10:28:59","到期还本按月付息",\N,"女","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18089",\N,\N,\N,"个人抵押借款5万元_20141123A","50000","还款中",\N,"2个月","18.00",\N,\N,\N,"2015-03-16 09:55:01","到期还本按月付息",\N,"女","32岁",\N,\N,\N,\N,\N,\N,\N,"按比例3.20%",\N
"18090",\N,\N,\N,"个人抵押借款4万元_2_20150205A","40000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-03-16 09:58:00","到期还本按月付息",\N,"男","32岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18091",\N,\N,\N,"个人抵押借款3万元_5_ 20150311A","30000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-16 10:30:33","到期还本按月付息",\N,"女","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18092",\N,\N,\N,"个人抵押借款2万元_4_ 20150311A","20000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-14 10:30:41","到期还本按月付息",\N,"女","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18093",\N,\N,\N,"个人抵押借款4万元_1_20150205A","40000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-03-14 09:58:28","到期还本按月付息",\N,"男","32岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18094",\N,\N,\N,"个人抵押借款4万元 20150313A","40000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-03-13 10:00:27","到期还本按月付息",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18095",\N,\N,\N,"个人抵押借款2万元_3_ 20150311A","20000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-13 10:29:25","到期还本按月付息",\N,"女","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18096",\N,\N,\N,"个人抵押借款2万元_2_ 20150311A","20000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-12 10:29:30","到期还本按月付息",\N,"女","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18097",\N,\N,\N,"个人抵押借款4万元_5_20150128A","40000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-03-12 09:57:58","到期还本按月付息",\N,"男","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18098",\N,\N,\N,"个人抵押借款4万元_4_20150128A","40000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-03-11 09:57:58","到期还本按月付息",\N,"男","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18099",\N,\N,\N,"个人抵押借款2万元_1 20150311A","20000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-11 10:29:26","到期还本按月付息",\N,"女","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18100",\N,\N,\N,"个人抵押借款4万元_3_20150128A","40000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-03-10 09:59:28","到期还本按月付息",\N,"男","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18101",\N,\N,\N,"个人抵押借款2万元_4_20141201B","20000","还款中",\N,"3个月","18.00",\N,"  借款人身份证、借款合同、机动车行驶证",\N,"2015-03-10 10:28:46","到期还本按月付息",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18102",\N,\N,\N,"个人抵押借款2万元_3_20141201B","20000","还款中",\N,"3个月","18.00",\N,"  借款人身份证、借款合同、机动车行驶证",\N,"2015-03-09 10:29:20","到期还本按月付息",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18103",\N,\N,\N,"个人抵押借款4万元_2_20150128A","40000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-03-09 09:59:47","到期还本按月付息",\N,"男","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18104",\N,\N,\N,"个人抵押借款4万元_1_20150128A","40000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-03-07 10:03:32","到期还本按月付息",\N,"男","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18105",\N,\N,\N,"个人抵押借款2万元_2_20141201B","20000","还款中",\N,"3个月","18.00",\N,"  借款人身份证、借款合同、机动车行驶证",\N,"2015-03-07 10:30:44","到期还本按月付息",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18106",\N,\N,\N,"个人抵押借款3万元_1_20141201B","30000","还款中",\N,"3个月","18.00",\N,"  二、借款用途：",\N,"2015-03-06 10:29:48","到期还本按月付息",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18107",\N,\N,\N,"个人抵押借款5万元_20150306A","50000","已还完",\N,"1个月","18.00",\N," 二、借款用途：",\N,"2015-03-06 09:59:30","到期还本按月付息",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18108",\N,\N,\N,"个人抵押借款5万元_20150305B","50000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-05 10:30:52","到期还本按月付息",\N,"男","32岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18109",\N,\N,\N,"个人抵押借款5万元_20150305A","50000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-03-05 09:58:55","到期还本按月付息",\N,"男","32岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18110",\N,\N,\N,"个人抵押借款5万元_20150304B","50000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-03-04 10:29:34","到期还本按月付息",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"按比例6.00%",\N
"18111",\N,\N,\N,"企业资金周转借款5万元_3_20141221A","50000","已还完",\N,"3个月","18.00",\N,\N,\N,"2014-12-23 09:55:45","到期还本按月付息",\N,"女","42岁",\N,\N,\N,\N,\N,\N,\N,"按比例5.70%",\N
"18112",\N,\N,\N,"个人资金周转借款5万元_2_20141201A","50000","已还完",\N,"1个月","18.00",\N,\N,\N,"2014-12-02 09:55:15","到期还本按月付息",\N,"男","28岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18113",\N,\N,\N,"(约)资金周转借款10万元_2_20141120","100000","已还完",\N,"1个月","18.00",\N,\N,\N,"2014-11-20 10:00:54","到期还本按月付息",\N,"男","岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18114",\N,\N,\N,"(约)企业周转借款10万 -10.11","100000","已还完",\N,"1个月","18.00",\N,\N,\N,"2014-10-11 11:05:29","按月分期",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.50%",\N
"18115",\N,\N,\N,"资金周转借款5万元_2_20150114","50000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-01-15 10:14:23","到期还本按月付息",\N,"男","30岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18116",\N,\N,\N,"资金周转借款6万元_20141119_1","60000","已还完",\N,"1个月","18.00",\N,\N,\N,"2014-11-19 09:55:00","到期还本按月付息",\N,"男","30岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18117",\N,\N,\N,"个人抵押借款4万元_3_20150126A","40000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-01-28 10:15:07","到期还本按月付息",\N,"男","25岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18118",\N,\N,\N,"个人抵押借款3万元_9_20141219A","30000","还款中",\N,"3个月","18.00",\N,\N,\N,"2015-02-04 09:55:13","到期还本按月付息",\N,"男","48岁",\N,\N,\N,\N,\N,\N,\N,"按比例5.70%",\N
"18119",\N,\N,\N,"经营资金周转借款5W元_20141110","50000","已还完",\N,"1个月","18.00",\N,\N,\N,"2014-11-10 09:55:01","到期还本按月付息",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18120",\N,\N,\N,"个体户临时资金周转10万元","100000","已还完",\N,"1个月","18.00",\N,\N,\N,"2014-10-21 10:31:36","到期还本按月付息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.50%",\N
"18121",\N,\N,\N,"个人抵押借款4万元_6_20150129A","40000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-02-04 10:15:08","到期还本按月付息",\N,"男","46岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18122",\N,\N,\N,"个人抵押借款7万元_2_20150126A","70000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-03-03 10:01:36","到期还本按月付息",\N,"男","25岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18123",\N,\N,\N,"个人抵押借款3万元_2_20150205A","30000","已还完",\N,"1个月","18.00",\N,\N,\N,"2015-02-06 10:15:12","到期还本按月付息",\N,"男","32岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
"18124",\N,\N,\N,"资金周转借款5万元_1_20141124A","50000","已还完",\N,"1个月","18.00",\N,\N,\N,"2014-11-24 09:55:04","到期还本按月付息",\N,"男","44岁",\N,\N,\N,\N,\N,\N,\N,"按比例1.40%",\N
