"20505",\N,\N,\N,"偿还标　[1913]","100000",\N,"万举补偿标","1个月","15.00（月利率1.25）",\N,"生意周转",\N,\N,"按月分期还款","平台38-万举",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20506",\N,\N,\N,"偿还标　[1912]","100000",\N,"万举补偿标","1个月","15.00（月利率1.25）",\N,"生意周转",\N,\N,"按月分期还款","平台38-万举",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20507",\N,\N,\N,"偿还标　[1911]","100000",\N,"万举补偿标","1个月","15.00（月利率1.25）",\N,"生意周转",\N,\N,"按月分期还款","lwyxl",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20508",\N,\N,\N,"偿还标　[1910]","100000",\N,"万举补偿标","1个月","15.00（月利率1.25）",\N,"生意周转",\N,\N,"按月分期还款","平台38-万举",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20509",\N,\N,\N,"偿还标　[1909]","100000",\N,"万举补偿标","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","lwztt",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20510",\N,\N,\N,"偿还标　[1908]","100000",\N,"万举补偿标","1个月","15.00（月利率1.25）",\N,"生意周转",\N,\N,"按月分期还款","平台38-万举",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20511",\N,\N,\N,"偿还标　[1906]","100000",\N,"万举补偿标","1个月","15.00（月利率1.25）",\N,"生意周转",\N,\N,"按月分期还款","平台38-万举",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20512",\N,\N,\N,"资金周转 按时还款（一）　[1905]","100000",\N,"保证按时还款","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","happy",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20513",\N,\N,\N,"资金周转，资产抵押借款，按时还款（一）　[1904]","100000",\N,"保证按时还款","1个月","15.00（月利率1.25）",\N,"生意周转",\N,\N,"按月分期还款","平台38-万举",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20514",\N,\N,\N,"车辆抵押借款 保证按时还款（五）　[1903]","100000",\N,"借款金额28万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","匆匆那年",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20515",\N,\N,\N,"房屋抵押借款 保证按时还款（三）　[1902]","100000",\N,"借款金额70万","1个月","15.00（月利率1.25）",\N,"生意周转",\N,\N,"按月分期还款","强哥",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20516",\N,\N,\N,"车辆抵押借款 保证按时还款（四）　[1901]","100000",\N,"借款金额28万","3个月","15.00（月利率1.25）",\N,"生意周转",\N,\N,"每月还息到期还本","匆匆那年",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20517",\N,\N,\N,"房屋抵押借款 保证按时还款（二）　[1900]","100000",\N,"借款金额70万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","强哥",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20518",\N,\N,\N,"车辆抵押借款 保证按时还款（三）　　[1899]","70000",\N,"借款金额28万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","匆匆那年",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20519",\N,\N,\N,"苗圃抵押借款 保证按时还款（六）　[1898]","60000",\N,"借款金额56万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","lwyxl",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20520",\N,\N,\N,"房屋抵押借款 保证按时还款（一）　[1897]","100000",\N,"借款金额70万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","强哥",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20521",\N,\N,\N,"洗浴中心抵押借款 保证按时还款（六）　[1896]","60000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","99886",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20522",\N,\N,\N,"车辆抵押借款 保证按时还款（二）　[1895]","70000",\N,"借款金额28万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","匆匆那年",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20523",\N,\N,\N,"房屋抵押借款 保证按时还款（五）　[1894]","40000",\N,"借款金额38万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","meixiaomei",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20524",\N,\N,\N,"苗圃抵押借款 保证按时还款（五）　[1893]","100000",\N,"借款金额56万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","lwyxl",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20525",\N,\N,\N,"洗浴中心抵押借款 保证按时还款（五）　[1892]","60000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","99886",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20526",\N,\N,\N,"车辆抵押借款 保证按时还款（一）　[1891]","70000",\N,"借款金额28万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","匆匆那年",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20527",\N,\N,\N,"苗圃抵押借款 保证按时还款（四）　[1890]","60000",\N,"借款金额56万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","lwyxl",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20528",\N,\N,\N,"苗圃抵押借款 保证按时还款（三）　[1889]","100000",\N,"借款金额56万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","lwyxl",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20529",\N,\N,\N,"洗浴中心抵押借款 保证按时还款（四）　[1888]","60000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","99886",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20530",\N,\N,\N,"个人资产抵押 保证按时还款（三）　[1887]","70000",\N,"借款金额20万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","ningning",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20531",\N,\N,\N,"苗圃抵押借款 保证按时还款（二）　[1886]","100000",\N,"借款金额56万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","lwyxl",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20532",\N,\N,\N,"洗浴中心抵押借款 保证按时还款（三）　[1885]","60000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","99886",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20533",\N,\N,\N,"个人资产抵押 保证按时还款（二）　[1884]","60000",\N,"借款金额20万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","ningning",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20534",\N,\N,\N,"苗圃抵押借款 保证按时还款（一）　[1883]","70000",\N,"借款金额56万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","lwyxl",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20535",\N,\N,\N,"房屋抵押借款 保证按时还款（四）　[1882]","100000",\N,"借款金额38万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","meixiaomei",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20536",\N,\N,\N,"洗浴中心抵押借款 保证按时还款（二）　[1881]","60000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","99886",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20537",\N,\N,\N,"个人资产抵押借款  保证按时还款（一）　[1880]","70000",\N,"借款金额20万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","ningning",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20538",\N,\N,\N,"房屋抵押借款 保证按时还款（三）　[1879]","66000",\N,"借款金额38万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","meixiaomei",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20539",\N,\N,\N,"土地及厂房抵押借款 保证按时还款（七）　[1878]","94000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","dargon",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20540",\N,\N,\N,"房屋抵押借款 保证按时还款（六）　[1877]","70000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","kaofei",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20541",\N,\N,\N,"房屋抵押借款 保证按时还款（二）约标　[1876]","100000",\N,"借款金额38万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","meixiaomei",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20542",\N,\N,\N,"房屋抵押借款 保证按时还款（四）　[1875]","60000",\N,"借款金额25万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","小青年",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20543",\N,\N,\N,"房屋抵押借款 保证按时还款（一）　[1874]","74000",\N,"借款金额38万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","meixiaomei",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20544",\N,\N,\N,"洗浴中心抵押借款 保证按时还款（一）约标　[1873]","100000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","99886",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20545",\N,\N,\N,"土地及厂房抵押借款 保证按时还款（六）约标　[1872]","50000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","dargon",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20546",\N,\N,\N,"土地及厂房抵押借款 保证按时还款（五）　[1871]","100000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","dargon",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20547",\N,\N,\N,"土地及厂房抵押借款 保证按时还款（四）约标　[1870]","100000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","dargon",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20548",\N,\N,\N,"重型车辆抵押借款 保证按时还款（一）约标　[1869]","400000",\N,"借款金额40万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","lachanggou",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20549",\N,\N,\N,"房屋抵押借款 保证按时还款（五）　[1868]","60000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","kaofei",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20550",\N,\N,\N,"房屋抵押借款 保证按时还款（三）　[1867]","60000",\N,"借款金额25万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","小青年",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20551",\N,\N,\N,"苗木基地抵押借款 保证按时还款（五）　[1866]","80000",\N,"借款金额50万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","流水",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20552",\N,\N,\N,"土地及厂房抵押借款 保证按时还款（三）约标　[1865]","78000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","dargon",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20553",\N,\N,\N,"土地及厂房抵押借款 保证按时还款（二）　[1864]","78000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","dargon",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20554",\N,\N,\N,"土地及厂房抵押借款 保证按时还款（一）　[1863]","100000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","dargon",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20555",\N,\N,\N,"生意周转 房屋抵押借款 保证按时还款（三）约标　[1862]","50000",\N,"借款金额20万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","flower",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20556",\N,\N,\N,"房屋抵押借款 保证按时还款（四）　[1861]","70000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","kaofei",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20557",\N,\N,\N,"房屋抵押借款 保证按时还款（二）　[1860]","60000",\N,"借款金额25万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","小青年",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20558",\N,\N,\N,"生意周转 房屋抵押借款 保证按时还款（二）约标　[1859]","50000",\N,"借款金额20万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","flower",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20559",\N,\N,\N,"生意周转 房屋抵押 保证按时还款（五）　[1858]","70000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","class",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20560",\N,\N,\N,"生意周转 房屋抵押借款 保证按时还款（一）　[1857]","100000",\N,"借款金额20万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","flower",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20561",\N,\N,\N,"生意周转 房屋抵押 保证按时还款（四）约标　[1856]","50000",\N,"借款金额40万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","才子",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20562",\N,\N,\N,"房屋抵押借款 保证按时还款（三）　[1855]","60000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","kaofei",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20563",\N,\N,\N,"生意周转 房屋抵押 保证按时还款（三）约标　[1854]","200000",\N,"借款金额40万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","才子",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20564",\N,\N,\N,"生意周转 房屋抵押 保证按时还款（二）约标　[1853]","50000",\N,"借款金额40万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","才子",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20565",\N,\N,\N,"房屋抵押借款 保证按时还款（一）　[1852]","70000",\N,"借款金额25万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","小青年",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20566",\N,\N,\N,"生意周转 房屋抵押 保证按时还款（四）　[1851]","70000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","class",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20567",\N,\N,\N,"生意周转 房屋抵押 保证按时还款（一）　[1850]","100000",\N,"借款金额40万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","才子",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20568",\N,\N,\N,"房屋抵押借款 保证按时还款（二）　[1849]","60000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","kaofei",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20569",\N,\N,\N,"房屋抵押借款 保证按时还款（六）　[1848]","70000",\N,"借款金额40万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","lwztt",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20570",\N,\N,\N,"苗木基地抵押借款 保证按时还款（四）　[1847]","100000",\N,"借款金额50万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","流水",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20571",\N,\N,\N,"房屋抵押借款 保证按时还款（一）　[1846]","80000",\N,"借款金额40万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","kaofei",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20572",\N,\N,\N,"苗木基地抵押借款 保证按时还款（三）约标　[1845]","150000",\N,"借款金额50万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","流水",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20573",\N,\N,\N,"房屋抵押借款 保证按时还款（五）　[1844]","70000",\N,"借款金额40万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","lwztt",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20574",\N,\N,\N,"苗木基地抵押借款 保证按时还款（二）　[1843]","70000",\N,"借款金额50万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","流水",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20575",\N,\N,\N,"苗木基地抵押借款 保证按时还款（一）　[1842]","100000",\N,"借款金额50万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","流水",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20576",\N,\N,\N,"车辆抵押借款 保证按时还款（三）　[1841]","70000",\N,"借款金额20万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","拉链式",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20577",\N,\N,\N,"房屋抵押借款 保证按时还款（四）　[1840]","70000",\N,"借款金额40万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","lwztt",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20578",\N,\N,\N,"生意周转 房屋抵押 保证按时还款（三）　[1839]","80000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","class",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20579",\N,\N,\N,"茶馆抵押借款 保证按时还款（八）　[1838]","95000",\N,"借款金额66万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","yili",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20580",\N,\N,\N,"车辆抵押借款 保证按时还款（二）　[1837]","60000",\N,"借款金额20万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","拉链式",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20581",\N,\N,\N,"房屋抵押借款 保证按时还款（三）　[1836]","70000",\N,"借款金额40万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","lwztt",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20582",\N,\N,\N,"生意周转 房屋抵押 保证按时还款（二）　[1835]","80000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","class",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20583",\N,\N,\N,"茶馆抵押借款 保证按时还款（七）约标　[1834]","85000",\N,"借款金额66万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","yili",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20584",\N,\N,\N,"生意周转 房屋抵押 保证按时还款（一）约标　[1833]","300000",\N,"借款金额60万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","class",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20585",\N,\N,\N,"茶馆抵押借款 保证按时还款（六）　[1832]","100000",\N,"借款金额66万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","yili",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20586",\N,\N,\N,"车辆抵押借款 保证按时还款（一）　[1831]","70000",\N,"借款金额20万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","拉链式",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20587",\N,\N,\N,"房屋抵押借款 保证按时还款（二）　[1830]","70000",\N,"借款金额40万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","lwztt",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20588",\N,\N,\N,"茶馆抵押借款 保证按时还款（五）　[1828]","60000",\N,"借款金额66万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","yili",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20589",\N,\N,\N,"茶馆抵押借款 保证按时还款（四）　[1827]","100000",\N,"借款金额66万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","yili",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20590",\N,\N,\N,"公司资产抵押 保证按时还款（八）　[1826]","70000",\N,"借款金额60万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","happy",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20591",\N,\N,\N,"茶馆抵押借款 保证按时还款（三）约标　[1825]","50000",\N,"借款金额66万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","yili",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20592",\N,\N,\N,"车辆抵押借款 保证按时还款（三）　[1824]","60000",\N,"借款金额18万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","three",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20593",\N,\N,\N,"生意周转 房屋抵押 保证按时还款（五）　[1823]","50000",\N,"借款金额40万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","海纳百川",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20594",\N,\N,\N,"茶馆抵押借款 保证按时还款（二）　[1822]","100000",\N,"借款金额66万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","yili",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20595",\N,\N,\N,"公司资产抵押 保证按时还款（七）　[1821]","65000",\N,"借款金额60万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","happy",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20596",\N,\N,\N,"房屋抵押借款 保证按时还款（一）约标　[1820]","50000",\N,"借款金额40万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","lwztt",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20597",\N,\N,\N,"公司资产抵押 保证按时还款（六）约标　[1819]","105000",\N,"借款金额60万","6个月","19.20（月利率1.6）",\N,"生意周转",\N,\N,"按月分期还款","happy",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20598",\N,\N,\N,"车辆抵押借款 保证按时还款（二）　[1818]","60000",\N,"借款金额18万","3个月","18.00",\N,"生意周转",\N,\N,"每月还息到期还本","three",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"20599",\N,\N,\N,"茶馆抵押借款 保证按时还款（一）　[1817]","70000",\N,"借款金额66万","1个月","18.00",\N,"生意周转",\N,\N,"按月分期还款","yili",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
