"26293",\N,\N,\N,"【流转标】矿业公司资金周转续借第一标50万共计300万,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26294",\N,\N,\N,"【信用标】黑金约标","750000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"未填写",\N,\N,\N,\N,\N,"未填写","否","否",\N,\N
"26295",\N,\N,\N,"【信用标】尊享黑金VIP定向标","300000.00","还款中",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"未填写",\N,\N,\N,\N,\N,"未填写","否","否",\N,\N
"26296",\N,\N,\N,"【信用标】资金周转续借","20000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26297",\N,\N,\N,"【信用标】助业贷[资金周转借款]","40000.00","还款中",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26298",\N,\N,\N,"【信用标】精英贷[资金周转借款]","10000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"男",\N,\N,\N,\N,\N,"5000-10000元","否","否",\N,\N
"26299",\N,\N,\N,"【信用标】黑金约标","100000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"未填写",\N,\N,\N,\N,\N,"未填写","否","否",\N,\N
"26300",\N,\N,\N,"【流转标】商业门面抵押担保借款第最后一标50万共计600万,,,,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26301",\N,\N,\N,"【信用标】资金周转续借","20000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"女",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26302",\N,\N,\N,"【信用标】资金周转续借","80000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","否",\N,\N
"26303",\N,\N,\N,"【流转标】某航运公司资金周转借款","100000.00","",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26304",\N,\N,\N,"【流转标】房产抵押续借第一标10万共计50万","100000.00","",\N,"2月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26305",\N,\N,\N,"【流转标】商业门面抵押担保借款第十标50万共计600万,,,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26306",\N,\N,\N,"【信用标】资金周转续借","30000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","否","否",\N,\N
"26307",\N,\N,\N,"【信用标】资金周转续借","50000.00","还款中",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"5000-10000元","是","否",\N,\N
"26308",\N,\N,\N,"【流转标】商业门面抵押担保借款第九标50万共计600万,,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26309",\N,\N,\N,"【信用标】资金周转续借","20000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26310",\N,\N,\N,"【信用标】资金周转续借","20000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26311",\N,\N,\N,"【信用标】精英贷[资金周转借款]","10000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26312",\N,\N,\N,"【信用标】精英贷[资金周转借款]","20000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","是","否",\N,\N
"26313",\N,\N,\N,"【信用标】资金周转续借","20000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26314",\N,\N,\N,"【流转标】某综合经营部资金周转借款","100000.00","",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26315",\N,\N,\N,"【流转标】商业门面抵押担保借款第八标50万共计600万,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26316",\N,\N,\N,"【信用标】资金周转续借","20000.00","还款中",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26317",\N,\N,\N,"【流转标】商业门面抵押担保借款第七标50万共计600万","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26318",\N,\N,\N,"【流转标】商业门面抵押担保借款第六标50万共计600万,,,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26319",\N,\N,\N,"【信用标】资金周转续借","30000.00","还款中",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"女",\N,\N,\N,\N,\N,"10000元以上","是","否",\N,\N
"26320",\N,\N,\N,"【信用标】工薪贷[资金周转借款]","10000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"男",\N,\N,\N,\N,\N,"5000-10000元","是","否",\N,\N
"26321",\N,\N,\N,"【信用标】资金周转续借","40000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"5000-10000元","否","否",\N,\N
"26322",\N,\N,\N,"【抵押标】房产抵押续借","50000.00","还款中",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"女",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26323",\N,\N,\N,"【流转标】商业门面抵押担保借款第五标50万共计600万,,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26324",\N,\N,\N,"【信用标】资金周转续借","30000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26325",\N,\N,\N,"【信用标】资金周转续借","20000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26326",\N,\N,\N,"【信用标】资金周转续借","30000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26327",\N,\N,\N,"【流转标】事业单位双职工共同借款续借","200000.00","",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26328",\N,\N,\N,"【流转标】商业门面抵押担保借款第四标50万共计600万,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26329",\N,\N,\N,"【信用标】资金周转续借","20000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26330",\N,\N,\N,"【流转标】商业门面抵押担保借款第三标50万共计600万,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26331",\N,\N,\N,"【信用标】精英贷[资金周转借款]","20000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"女",\N,\N,\N,\N,\N,"5000-10000元","是","是",\N,\N
"26332",\N,\N,\N,"【信用标】资金周转续借","30000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26333",\N,\N,\N,"【流转标】资金周转续借","100000.00","",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26334",\N,\N,\N,"【信用标】某鞋业公司资金周转续借,","100000.00","还款中",\N,"2月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26335",\N,\N,\N,"【信用标】黑金约标","104700.00","还款中",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"未填写",\N,\N,\N,\N,\N,"未填写","否","否",\N,\N
"26336",\N,\N,\N,"【信用标】助业贷[资金周转借款]","10000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"女",\N,\N,\N,\N,\N,"5000-10000元","是","否",\N,\N
"26337",\N,\N,\N,"【信用标】助业贷[资金周转借款]","50000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26338",\N,\N,\N,"【信用标】工薪贷[资金周转借款]","50000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"5000-10000元","是","否",\N,\N
"26339",\N,\N,\N,"【信用标】工薪贷[资金周转借款]","20000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"女",\N,\N,\N,\N,\N,"2000-5000元","是","是",\N,\N
"26340",\N,\N,\N,"【信用标】助业贷[资金周转借款]","50000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"女",\N,\N,\N,\N,\N,"10000元以上","是","否",\N,\N
"26341",\N,\N,\N,"【流转标】房产抵押续借","400000.00","",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26342",\N,\N,\N,"【流转标】商业门面抵押担保借款第二标100万共计600万","1000000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26343",\N,\N,\N,"【信用标】精英贷[资金周转借款]","10000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"女",\N,\N,\N,\N,\N,"2000-5000元","是","是",\N,\N
"26344",\N,\N,\N,"【信用标】精英贷[资金周转借款]","40000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","是","否",\N,\N
"26345",\N,\N,\N,"【信用标】某环保科技有限公司资金周转借款","50000.00","还款中",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","否","是",\N,\N
"26346",\N,\N,\N,"【流转标】商业门面抵押担保借款第一标50万共计600万,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26347",\N,\N,\N,"【信用标】资金周转续借","20000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"女",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26348",\N,\N,\N,"【信用标】资金周转续借","60000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26349",\N,\N,\N,"【信用标】某科技公司资金周转借款","50000.00","还款中",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26350",\N,\N,\N,"【流转标】建材商贸公司资金周转借款最后一标50万共计300万","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26351",\N,\N,\N,"【信用标】精英贷[资金周转借款]","30000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"女",\N,\N,\N,\N,\N,"2000-5000元","是","否",\N,\N
"26352",\N,\N,\N,"【抵押标】车融宝【资金周转借款】","70000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"女",\N,\N,\N,\N,\N,"2000-5000元","是","是",\N,\N
"26353",\N,\N,\N,"【信用标】资金周转续借","50000.00","还款中",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26354",\N,\N,\N,"【流转标】建材商贸公司资金周转借款第四标50万共计300万,,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26355",\N,\N,\N,"【信用标】精英贷[资金周转借款]","30000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"女",\N,\N,\N,\N,\N,"2000-5000元","是","否",\N,\N
"26356",\N,\N,\N,"【信用标】助业贷【资金周转借款】","80000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26357",\N,\N,\N,"【流转标】奥迪轿车抵押续借","200000.00","",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"5000-10000元","是","是",\N,\N
"26358",\N,\N,\N,"【流转标】房产抵押续借","300000.00","",\N,"2月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"女",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26359",\N,\N,\N,"【流转标】建材商贸公司资金周转借款第三标100万共计300万,,","1000000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26360",\N,\N,\N,"【信用标】资金周转续借","20000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","是","否",\N,\N
"26361",\N,\N,\N,"【信用标】资金周转续借","20000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"女",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26362",\N,\N,\N,"【流转标】房产抵押续借","170000.00","",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26363",\N,\N,\N,"【流转标】建材商贸公司资金周转借款第二标50万共计300万,","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26364",\N,\N,\N,"【信用标】精英贷[资金周转借款]","20000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26365",\N,\N,\N,"【信用标】助业贷[资金周转借款]","30000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26366",\N,\N,\N,"【流转标】建材商贸公司资金周转借款第一标50万共计300万","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26367",\N,\N,\N,"【信用标】工薪贷[资金周转借款]","30000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"女",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26368",\N,\N,\N,"【信用标】工薪贷[资金周转借款]","10000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","否",\N,\N
"26369",\N,\N,\N,"【信用标】助业贷[资金周转借款]","40000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","否",\N,\N
"26370",\N,\N,\N,"【信用标】精英贷[资金周转借款]","10000.00","还款中",\N,"12月","20.8",\N,\N,\N,\N,"等额本息",\N,"男",\N,\N,\N,\N,\N,"5000-10000元","否","否",\N,\N
"26371",\N,\N,\N,"【流转标】某商贸有限公司资金周转续借","100000.00","",\N,"3月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26372",\N,\N,\N,"【流转标】某工贸有限公司资金周转续借","350000.00","",\N,"2月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26373",\N,\N,\N,"【流转标】短期资金周转借款最后一标50万共计150万","500000.00","",\N,"1月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"10000元以上","是","是",\N,\N
"26374",\N,\N,\N,"【信用标】资金周转续借","10000.00","还款中",\N,"6月","20.8",\N,\N,\N,\N,"到期还本,按月付息",\N,"男",\N,\N,\N,\N,\N,"2000-5000元","否","是",\N,\N
