"6474",\N,\N,\N,"20141130  一月房产抵押标，短期资金周转  拆（三）（约标）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-30 10:50:50","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6475",\N,\N,\N,"20141128 三月房产抵押标，短期资金周转  拆（六）（约标）","120000","已还完",\N,"3个月","21.60",\N,\N,\N,"审核时间：2014-11-28 09:32:58","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6476",\N,\N,\N,"20141124 一月房产抵押标，短期资金周转  拆（四）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-24 10:31:03","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6477",\N,\N,\N,"20141121 二月房产抵押标，短期资金周转 拆（四）","70000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-11-21 11:05:21","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6478",\N,\N,\N,"20141118 一月房产抵押标，短期资金周转  拆（五）","70000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-18 10:31:22","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6479",\N,\N,\N,"20141114 一月小产权房产抵押标，短期资金周转  拆（十三）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-14 09:59:49","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6480",\N,\N,\N,"20141110 一月小产权房产抵押标，短期资金周转 拆（六）（约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-10 13:34:01","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6481",\N,\N,\N,"20141107 一月房产抵押标，短期资金周转 拆（二）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-07 10:32:45","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6482",\N,\N,\N,"20141104 二月房产抵押标，短期资金周转 拆（二）","80000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-11-04 13:57:48","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6483",\N,\N,\N,"20141031 一月房产抵押标，短期资金周转  拆（六）（约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-31 09:40:10","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6484",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（八）","70000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-27 11:29:14","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6485",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（八）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-23 10:40:46","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6486",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（五）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-19 09:58:57","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6487",\N,\N,\N,"二月标 房产抵押，短期资金周转 拆（二）","100000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-10-15 10:31:42","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6488",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（一）","150000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-12 11:14:18","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6489",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（三）（约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-08 14:23:59","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6490",\N,\N,\N,"平台28迎国庆庆祝秒标（七）","88888","已还完",\N,"额满即还","8.80",\N,\N,\N,"审核时间：2014-10-06 10:18:40","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6491",\N,\N,\N,"一月标 小产权房产抵押，短期资金周转 拆（十三）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-09-30 10:30:47","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6492",\N,\N,\N,"一月标 小产权房产抵押，短期资金周转 拆（七）","50000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-09-28 10:03:20","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6493",\N,\N,\N,"一月标 房产抵押，短期资金周转","300000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-09-24 17:11:57","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6494",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（二）","200000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-09-17 10:03:56","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6495",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（五） （约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-09-09 09:23:24","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6496",\N,\N,\N,"一月标 商务别克质押，短期资金周转 拆（一）","70000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-09-04 09:58:41","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6497",\N,\N,\N,"二月标 奥迪Q5质押，短期资金周转 拆（二） （约标）","100000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-08-30 10:01:35","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6498",\N,\N,\N,"一月标 奥迪Q5质押，短期资金周转 拆（四）","70000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-08-27 15:54:44","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6499",\N,\N,\N,"平台28试运营庆祝满月秒标（二）","88888","已还完",\N,"额满即还","6.60",\N,\N,\N,"审核时间：2014-08-24 10:28:11","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6500",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（三）","130000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-08-21 11:22:51","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6501",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（二）","70000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-08-13 10:31:11","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6502",\N,\N,\N,"一月标 别墅抵押，短期资金周转 拆（四）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-08-08 10:15:57","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6503",\N,\N,\N,"一月标 奔驰GLK300质押，短期资金周转 拆（三）","50000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-08-02 09:32:29","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6504",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（二） （约标）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-07-28 11:20:58","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6505",\N,\N,\N,"一月标  大众高尔夫  质押，短期资金周转","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-07-25 11:30:45","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6506",\N,\N,\N,"20150511A 企业-银行过桥担保标","500000","已还完",\N,"15天","21.60",\N,\N,\N,"审核时间：2015-05-11 14:52:09","到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6507",\N,\N,\N,"20150430A 个人银行过桥担保标","700000","已还完",\N,"15天","21.60",\N,\N,\N,"审核时间：2015-04-30 14:06:01","到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6508",\N,\N,\N,"20150204  大成工贸公司土地加房产抵押对接一月标 （六）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2015-02-04 17:33:22","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6509",\N,\N,\N,"平台28信用提现标（三十二）","515218","已还完",\N,"15天","21.60",\N,\N,\N,"审核时间：2015-01-18 20:30:30","到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6510",\N,\N,\N,"平台28信用提现标（二十二）","573750","已还完",\N,"15天","21.60",\N,\N,\N,"审核时间：2015-01-08 22:51:39","到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6511",\N,\N,\N,"20150203  大成工贸公司土地加房产抵押对接一月标 （五）","60000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2015-02-03 22:21:22","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6512",\N,\N,\N,"平台28信用提现标（三十一）","246500","已还完",\N,"15天","21.60",\N,\N,\N,"审核时间：2015-01-17 21:01:33","到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6513",\N,\N,\N,"平台28信用提现标（二十一）","514250","已还完",\N,"15天","21.60",\N,\N,\N,"审核时间：2015-01-07 21:31:05","到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6514",\N,\N,\N,"平台28信用提现标（十二）","225000","已还完",\N,"15天","21.60",\N,\N,\N,"审核时间：2014-12-29 18:41:11","到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6515",\N,\N,\N,"平台28信用提现标（二）","245708","已还完",\N,"15天","21.60",\N,\N,\N,"审核时间：2014-12-20 23:40:30","到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6516",\N,\N,\N,"20141215 一月房产抵押标，短期资金周转 拆（九）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-12-15 10:10:23","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6517",\N,\N,\N,"平台28信用提现标（十一）","180000","已还完",\N,"15天","21.60",\N,\N,\N,"审核时间：2014-12-28 23:23:25","到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6518",\N,\N,\N,"平台28信用提现标","340537","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-12-19 20:36:52","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6519",\N,\N,\N,"20141214 一月江淮质押标，短期资金周转","40000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-12-14 11:06:36","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6520",\N,\N,\N,"20141212 一月房产抵押标，短期资金周转 拆（六）","50000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-12-12 10:00:36","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6521",\N,\N,\N,"20141212 一月房产抵押标，短期资金周转 拆（一）","50000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-12-12 10:36:12","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6522",\N,\N,\N,"20141209 一月房产抵押标，短期资金周转 拆（四）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-12-09 10:11:33","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6523",\N,\N,\N,"20141206 一月房产抵押标，短期资金周转 拆（一）（约标）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-12-06 09:11:31","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6524",\N,\N,\N,"20141209 一月房产抵押标，短期资金周转 拆（七）（约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-12-09 10:16:30","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6525",\N,\N,\N,"20141206 一月房产抵押标，短期资金周转 拆（十二）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-12-06 19:59:01","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6526",\N,\N,\N,"20141202 二月房产抵押标，短期资金周转 拆（三）","50000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-12-02 10:51:04","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6527",\N,\N,\N,"20141130  一月房产抵押标，短期资金周转 拆（一）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-30 09:59:40","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6528",\N,\N,\N,"20141202 三月房产抵押标，短期资金周转 拆（十一）（约标）","50000","已还完",\N,"3个月","21.60",\N,\N,\N,"审核时间：2014-12-02 16:33:40","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6529",\N,\N,\N,"20141130  一月房产抵押标，短期资金周转  拆（二）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-30 10:32:16","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6530",\N,\N,\N,"20141127 三月房产抵押标，短期资金周转 拆（二）","50000","已还完",\N,"3个月","21.60",\N,\N,\N,"审核时间：2014-11-27 11:01:56","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6531",\N,\N,\N,"20141123 一月房产抵押标，短期资金周转  拆（三）","50000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-23 10:32:03","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6532",\N,\N,\N,"20141120 二月房产抵押标，短期资金周转 拆（一）","70000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-11-20 14:53:13","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6533",\N,\N,\N,"20150518A 个人-银行过桥担保标","600000","还款中",\N,"15天","21.60",\N,\N,\N,"审核时间：2015-05-18 10:36:02","到期全额还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6534",\N,\N,\N,"20141127 三月房产抵押标，短期资金周转 拆（三）（约标）","150000","已还完",\N,"3个月","21.60",\N,\N,\N,"审核时间：2014-11-27 11:16:47","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6535",\N,\N,\N,"20141124 一月房产抵押标，短期资金周转  拆（五）（约标）","120000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-24 09:32:20","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6536",\N,\N,\N,"20141120 二月房产抵押标，短期资金周转 拆（三）（约标）","80000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-11-20 15:04:53","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6537",\N,\N,\N,"20141117 二月房产抵押标，短期资金周转  拆（一）（约标）","80000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-11-17 15:03:27","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6538",\N,\N,\N,"20150205  大成工贸公司土地加房产抵押对接一月标 （七）","120000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2015-02-05 21:31:33","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6539",\N,\N,\N,"20141118 二月房产抵押标，短期资金周转  拆（二）（约标）","100000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-11-18 13:54:41","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6540",\N,\N,\N,"20141113 一月小产权房产抵押标，短期资金周转   拆（十二）（约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-13 13:36:52","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6541",\N,\N,\N,"20141114 二月房产抵押标，短期资金周转  拆（三）（约标）","100000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-11-14 09:04:18","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6542",\N,\N,\N,"20141110 一月小产权房产抵押标，短期资金周转 拆（四）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-10 10:00:02","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6543",\N,\N,\N,"20141109 一月小产权房产抵押标，短期资金周转 拆（三）（约标）","150000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-09 15:29:20","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6544",\N,\N,\N,"20141106 一月房产抵押标，短期资金周转 拆（三）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-06 10:31:13","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6545",\N,\N,\N,"20141102 一月房产抵押标，短期资金周转 拆（三）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-02 10:17:53","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6546",\N,\N,\N,"20141107 一月房产抵押标，短期资金周转 拆（三）（约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-07 09:18:57","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6547",\N,\N,\N,"20141102 一月房产抵押标，短期资金周转 拆（四）","70000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-02 11:25:02","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6548",\N,\N,\N,"20141030 二月房产抵押标，短期资金周转  拆（五）","50000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-10-30 09:59:29","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6549",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（六）","150000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-26 14:34:40","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6550",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（五）","50000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-22 11:02:25","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6551",\N,\N,\N,"20141030 一月房产抵押标，短期资金周转  拆（一）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-30 10:32:08","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6552",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（三）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-18 10:43:45","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6553",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（二）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-14 10:30:43","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6554",\N,\N,\N,"二月标 房产抵押，短期资金周转 拆（三）（约标）","100000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-10-11 11:04:47","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6555",\N,\N,\N,"一月标 房产抵押，短期资金周转  拆（九）（约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-27 09:16:54","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6556",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（六）（约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-22 15:22:23","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6557",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（四）（约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-18 11:03:56","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6558",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（五）","50000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-08 14:17:08","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6559",\N,\N,\N,"平台28迎国庆庆祝秒标（六）","88888","已还完",\N,"额满即还","8.00",\N,\N,\N,"审核时间：2014-10-05 10:19:06","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6560",\N,\N,\N,"二月标 房产抵押，短期资金周转 拆（一）","100000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-10-15 09:58:39","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6561",\N,\N,\N,"二月标 房产抵押，短期资金周转 拆（二）","100000","已还完",\N,"2个月","21.60",\N,\N,\N,"审核时间：2014-10-11 10:35:57","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6562",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（一）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-08 10:00:53","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6563",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（一） （约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-08-29 09:04:16","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6564",\N,\N,\N,"一月标 房产抵押，短期资金周转","300000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-09-11 10:04:17","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6565",\N,\N,\N,"一月标 小产权房产抵押，短期资金周转 拆（十九）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-05 09:59:33","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6566",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（一）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-08-11 10:03:59","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6567",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（一）","80000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-08-13 09:59:02","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6568",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（三）（约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-08-27 11:24:57","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6569",\N,\N,\N,"平台28试运营庆祝秒标（二）","88888","已还完",\N,"额满即还","5.20",\N,\N,\N,"审核时间：2014-07-25 11:06:23","到期还本按月付息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"6570",\N,\N,\N,"一月标 房产抵押，短期资金周转 拆（三）（约标）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-10-15 11:06:34","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6571",\N,\N,\N,"20141108 一月房产抵押标，短期资金周转  拆（一）","100000","已还完",\N,"1个月","21.60",\N,\N,\N,"审核时间：2014-11-08 09:59:09","按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
