"6351",\N,\N,\N,"  高某房屋抵押借款（1）
		 借款标编号：225","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-04-13","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.1",\N
"6352",\N,\N,\N,"  何某房屋抵押借款（3）
		 借款标编号：224","270000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-04-08","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.1",\N
"6353",\N,\N,\N,"  何某房屋抵押借款（2）
		 借款标编号：223","200000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-04-08","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.1",\N
"6354",\N,\N,\N,"  何某房屋抵押借款（1）
		 借款标编号：222","200000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-04-08","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.1",\N
"6355",\N,\N,\N,"  侯某实物原油抵押（3）
		 借款标编号：219","100000",\N,\N,"20天","18.00",\N,\N,\N,"2015-03-28","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	女",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.1",\N
"6356",\N,\N,\N,"  侯某实物原油抵押（2）
		 借款标编号：218","100000",\N,\N,"20天","18.00",\N,\N,\N,"2015-03-24","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	女",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.1",\N
"6357",\N,\N,\N,"  侯某实物原油抵押（1）
		 借款标编号：217","100000",\N,\N,"20天","18.00",\N,\N,\N,"2015-03-23","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	女",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.1",\N
"6358",\N,\N,\N,"  田某车辆抵押标（1）
		 借款标编号：214","60000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-24","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","租房","是","0.5",\N
"6359",\N,\N,\N,"    颜女士房屋抵押款(3)
		 借款标编号：213","60000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-16","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	女",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","",\N
"6360",\N,\N,\N,"  颜女士房屋抵押款(2)
		 借款标编号：212","150000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-15","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	女",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","",\N
"6361",\N,\N,\N,"  颜女士房屋抵押款(1)
		 借款标编号：211","150000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-13","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	女",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","",\N
"6362",\N,\N,\N,"   钱某房屋抵押借款（4）
		 借款标编号：209","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-14","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.5",\N
"6363",\N,\N,\N,"  钱某房屋抵押借款（3）
		 借款标编号：208","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-12","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.5",\N
"6364",\N,\N,\N,"  钱某房屋抵押借款（2）
		 借款标编号：207","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-11","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.5",\N
"6365",\N,\N,\N,"  钱某房屋抵押借款（1）
		 借款标编号：205","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-10","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.5",\N
"6366",\N,\N,\N,"  王某车辆抵押款(2)
		 借款标编号：202","50000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-09","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.5",\N
"6367",\N,\N,\N,"  王某车辆抵押借款（1）
		 借款标编号：199","30000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-08","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.5",\N
"6368",\N,\N,\N,"  田某车辆抵押借款（2）
		 借款标编号：198","60000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-07","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6369",\N,\N,\N,"  邱某车辆抵押借款（2）
		 借款标编号：193","30000",\N,\N,"7天","18.00",\N,\N,\N,"2015-01-05","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","",\N
"6370",\N,\N,\N,"  王某车辆抵押借款（2）
		 借款标编号：192","60000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-05","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6371",\N,\N,\N,"  某车辆抵押借款（1）
		 借款标编号：189","20000",\N,\N,"15天","18.00",\N,\N,\N,"2015-01-04","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.5",\N
"6372",\N,\N,\N,"  某车辆抵押借款（1）
		 借款标编号：187","20000",\N,\N,"15天","18.00",\N,\N,\N,"2015-01-04","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","",\N
"6373",\N,\N,\N,"  某车辆抵押借款（1）
		 借款标编号：185","20000",\N,\N,"15天","18.00",\N,\N,\N,"2015-01-04","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","",\N
"6374",\N,\N,\N,"  侯某车辆抵押借款（4）流转标
		 借款标编号：184","400000",\N,\N,"1个月","18.00",\N,\N,\N,"2015-01-01","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6375",\N,\N,\N,"  侯某车辆抵押借款（3）
		 借款标编号：181","50000",\N,\N,"30天","18.00",\N,\N,\N,"2014-12-31","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6376",\N,\N,\N,"  侯某车辆抵押借款（2）
		 借款标编号：179","30000",\N,\N,"15天","18.00",\N,\N,\N,"2014-12-31","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","0.5",\N
"6377",\N,\N,\N,"  侯某车辆抵押借款（1）
		 借款标编号：178","20000",\N,\N,"7天","18.00",\N,\N,\N,"2014-12-31","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","",\N
"6378",\N,\N,\N,"  刘先生借款(二)
		 借款标编号：176","30000",\N,\N,"15天","18.00",\N,\N,\N,"2014-12-28","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"专科","婚姻状况：
		
		
		已婚",\N,\N,"30001-50000","已购房","是","1",\N
"6379",\N,\N,\N,"  贺先生借款(二)
		 借款标编号：175","60000",\N,\N,"7天","18.00",\N,\N,\N,"2014-12-28","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"专科","婚姻状况：
		
		
		已婚",\N,\N,"30001-50000","租房","否","",\N
"6380",\N,\N,\N,"  贺先生借款(一)
		 借款标编号：174","60000",\N,\N,"7天","18.00",\N,\N,\N,"2014-12-27","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"专科","婚姻状况：
		
		
		已婚",\N,\N,"30001-50000","租房","否","",\N
"6381",\N,\N,\N,"  刘先生借款(一)
		 借款标编号：173","40000",\N,\N,"15天","18.00",\N,\N,\N,"2014-12-27","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"专科","婚姻状况：
		
		
		已婚",\N,\N,"30001-50000","已购房","是","1",\N
"6382",\N,\N,\N,"  某企业车辆抵押借款（11）
		 借款标编号：169","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-26","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","1",\N
"6383",\N,\N,\N,"  圣诞活动标（7）
		 借款标编号：168","100000",\N,\N,"10天","18.00",\N,\N,\N,"2014-12-25","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","0.8",\N
"6384",\N,\N,\N,"  圣诞活动标（6）
		 借款标编号：167","100000",\N,\N,"1个月","20.00",\N,\N,\N,"2014-12-25","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","2",\N
"6385",\N,\N,\N,"  圣诞活动标（4）
		 借款标编号：165","100000",\N,\N,"1个月","20.00",\N,\N,\N,"2014-12-24","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","2",\N
"6386",\N,\N,\N,"  圣诞活动标（5）
		 借款标编号：166","100000",\N,\N,"10天","18.00",\N,\N,\N,"2014-12-24","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","0.8",\N
"6387",\N,\N,\N,"  圣诞活动标（3）
		 借款标编号：164","100000",\N,\N,"10天","18.00",\N,\N,\N,"2014-12-23","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","否","0.8",\N
"6388",\N,\N,\N,"  圣诞活动标（2）
		 借款标编号：163","100000",\N,\N,"1个月","20.00",\N,\N,\N,"2014-12-23","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","否","2",\N
"6389",\N,\N,\N,"  圣诞活动标（1）
		 借款标编号：162","100000",\N,\N,"10天","18.00",\N,\N,\N,"2014-12-22","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","否","0.8",\N
"6390",\N,\N,\N,"   续 黄先生房产抵押项目（22）
		 借款标编号：160","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-22","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","否","1",\N
"6391",\N,\N,\N,"   续 黄先生房产抵押项目（21） 
		 借款标编号：159","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-20","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","否","1",\N
"6392",\N,\N,\N,"   彭先生房产抵押借款项目（8 ) 
		 借款标编号：158","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-19","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6393",\N,\N,\N,"   彭先生房产抵押借款项目（7 ) 
		 借款标编号：157","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-18","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6394",\N,\N,\N,"   彭先生房产抵押借款项目（6 )
		 借款标编号：156","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-17","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6395",\N,\N,\N,"  彭先生房产抵押借款项目（5 )
		 借款标编号：155","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-16","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6396",\N,\N,\N,"   彭先生房产抵押借款项目（4)
		 借款标编号：154","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-15","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6397",\N,\N,\N,"   彭先生房产抵押借款项目（3）
		 借款标编号：153","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-13","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6398",\N,\N,\N,"   彭先生房产抵押借款项目（2）
		 借款标编号：152","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-12","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6399",\N,\N,\N,"  彭先生房产抵押借款项目（1）
		 借款标编号：151","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-11","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","是","1",\N
"6400",\N,\N,\N,"   某企业车辆抵押借款( 10 )
		 借款标编号：149","100000",\N,\N,"3个月","18.00",\N,\N,\N,"2014-12-10","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","4",\N
"6401",\N,\N,\N,"   续 黄先生房产抵押项目（20）
		 借款标编号：148","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-10","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","否","1",\N
"6402",\N,\N,\N,"  王某车辆抵押借款（1）
		 借款标编号：147","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-09","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","1",\N
"6403",\N,\N,\N,"   某企业车辆抵押借款( 9 ) 
		 借款标编号：145","100000",\N,\N,"3个月","18.00",\N,\N,\N,"2014-12-09","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","4",\N
"6404",\N,\N,\N,"   某企业车辆抵押借款( 8 )
		 借款标编号：143","100000",\N,\N,"3个月","18.00",\N,\N,\N,"2014-12-08","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","4",\N
"6405",\N,\N,\N,"   续 黄先生房产抵押项目（19）
		 借款标编号：142","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-08","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","否","1",\N
"6406",\N,\N,\N,"   续 黄先生房产抵押项目（18）
		 借款标编号：141","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-06","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","否","1",\N
"6407",\N,\N,\N,"   文某车辆抵押借款（5）
		 借款标编号：140","100000",\N,\N,"15天","18.00",\N,\N,\N,"2014-12-06","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	女",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","0.6",\N
"6408",\N,\N,\N,"   文某车辆抵押借款（4）
		 借款标编号：138","100000",\N,\N,"15天","18.00",\N,\N,\N,"2014-12-05","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	女",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","0.6",\N
"6409",\N,\N,\N,"   续 黄先生房产抵押项目（17）
		 借款标编号：137","200000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-05","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","否","1",\N
"6410",\N,\N,\N,"   文某车辆抵押借款（3）
		 借款标编号：134","200000",\N,\N,"15天","18.00",\N,\N,\N,"2014-12-04","还款方式：
            
           	 
           	 
           	 
           	 
           	 
           	按日算息",\N,"性别：
	
	女",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","0.8",\N
"6411",\N,\N,\N,"   续 黄先生房产抵押项目（16）
		 借款标编号：133","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-04","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","否","1",\N
"6412",\N,\N,\N,"   某企业车辆抵押借款(7)
		 借款标编号：132","100000",\N,\N,"3个月","18.00",\N,\N,\N,"2014-12-03","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","4",\N
"6413",\N,\N,\N,"   续  黄先生房产抵押项目（15）
		 借款标编号：130","150000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-03","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	
	男",\N,"本科","婚姻状况：
		
		
		已婚",\N,\N,"50000以上","已购房","否","1",\N
"6414",\N,\N,\N,"  文女士车辆抵押借款（1）
		 借款标编号：129","100000",\N,\N,"1个月","18.00",\N,\N,\N,"2014-12-02","还款方式：
            
           	 
           	 
           	 
           	 
           	  到期一次付清",\N,"性别：
	
	女",\N,"本科","婚姻状况：
		
		未婚",\N,\N,"50000以上","已购房","是","1",\N
