"3363",\N,\N,\N,"【6月2日】企业借款+货物质押标","50000","还款中","详细说明见【6月2日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3364",\N,\N,\N,"【6月2日】企业借款+汽车质押标","50000","还款中","详细说明见【6月2日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3365",\N,\N,\N,"","","","","","",\N,"",\N,\N,"",\N,"","","","",\N,\N,"","","","",""
"3366",\N,\N,\N,"【6月1日】企业借款+货物质押标","50000","还款中","详细说明见【6月1日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3367",\N,\N,\N,"【6月1日】企业借款+汽车质押标","50000","还款中","详细说明见【6月1日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3368",\N,\N,\N,"【5月29日】企业借款+货物质押标","50000","还款中","详细说明见【5月29日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3369",\N,\N,\N,"【5月29日】企业借款+汽车质押标","100000","还款中","详细说明见【5月29日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3370",\N,\N,\N,"【约：5月29日】企业借款+汽车质押标 · 一月标 约标人：孙**玲","50000","还款中","详细说明见【5月29日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3371",\N,\N,\N,"【5月28日】企业借款+货物质押标","50000","还款中","详细说明见【5月28日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3372",\N,\N,\N,"【5月28日】企业借款+汽车质押标","100000","还款中","详细说明见【5月28日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3373",\N,\N,\N,"【约：5月28日】企业借款+货物质押标 · 三月标 约标人：x**8","50000","还款中","详细说明见【5月28日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3374",\N,\N,\N,"【5月27日】企业借款+货物质押标","50000","还款中","详细说明见【5月27日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3375",\N,\N,\N,"【5月27日】企业借款+汽车质押标","100000","还款中","详细说明见【5月27日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,"",\N,"男","成功人士","大专或本科","已婚",\N,\N,"0","","","","个体经营"
"3376",\N,\N,\N,"【5月26日】企业借款+货物质押标","50000","还款中","详细说明见【5月26日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3377",\N,\N,\N,"【5月26日】企业借款+汽车质押标","100000","还款中","详细说明见【5月26日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3378",\N,\N,\N,"【约：5月26日】企业借款+货物质押标 · 三月标  约标人：a***y","90000","还款中","详细说明见【5月26日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3379",\N,\N,\N,"【5月25日】企业借款+货物质押标","50000","还款中","详细说明见【5月25日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3380",\N,\N,\N,"【5月25日】企业借款+汽车质押标","100000","还款中","详细说明见【5月25日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3381",\N,\N,\N,"【约·5月25日】企业借款+汽车质押标 · 一月标  约标人：小**照","50000","还款中","详细说明见【5月25日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3382",\N,\N,\N,"【约·5月25日】企业借款+货物质押标 · 三月标  约标人：x**i","100000","还款中","详细说明见【5月25日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3383",\N,\N,\N,"【5月22日】企业借款+货物质押标 · 三月标","50000","还款中","详细说明见【5月22日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3384",\N,\N,\N,"【5月22日】企业借款+汽车质押标","100000","还款中","详细说明见【5月22日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3385",\N,\N,\N,"【约·5月22日】企业借款+汽车质押标；约标人：孙**玲","60000","还款中","详细说明见【5月22日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3386",\N,\N,\N,"【5月21日】汽车质押标","100000","还款中","详细说明见【5月21日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3387",\N,\N,\N,"【约·5月20日】汽车质押标·三月标","100000","还款中","已有投资人沟通，详细说明见【5月20日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3388",\N,\N,\N,"【5月20日】汽车质押标","100000","还款中","详细说明见【5月20日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3389",\N,\N,\N,"【5月20日】信用担保借款","20000","还款中","详细说明见【5月20日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3390",\N,\N,\N,"【5月19日】汽车质押标","100000","还款中","详细说明见【5月19日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3391",\N,\N,\N,"【5月19日】信用担保借款","80000","还款中","详细说明见【5月19日】发标公告","3个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3392",\N,\N,\N,"【对接业务】台州王先生门市对接业务","500000","还款中","稍后补充","6个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3393",\N,\N,\N,"【5月18日】汽车质押标","100000","还款中","详细说明见【5月18日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3394",\N,\N,\N,"【约·5月18日】汽车质押标，约标人：D***1","100000","还款中","详细说明见【5月18日】发标公告","1个月","18.00",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3395",\N,\N,\N,"【约·5月8日】个人借款+汽车质押标（约标人：1**8）","100000","还款中","详细内容稍后补充(已于投资人沟通)","3个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3396",\N,\N,\N,"【4月20日】房屋抵押标·三月标","50000","还款中","详细说明见【4月20日】发标公告","3个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3397",\N,\N,\N,"【约标人：12**8】4月17日·房屋抵押3个月借款·约标10万奖励0.2%*3","100000","还款中","详细说明见【4月17日】发标公告","3个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3398",\N,\N,\N,"【4.13补发】信用标3个月借款·约标5万奖励0.1%*3","50000","还款中","详细说明见【4月13日】发标公告","3个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3399",\N,\N,\N,"【4.7】信用标3个月借款·约标5万奖励0.1%*3","50000","还款中","详细说明见【4月7日】发标公告","3个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3400",\N,\N,\N,"【5月15日】车辆抵押标","100000","已完成","详细说明见【5月15日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3401",\N,\N,\N,"【5月14日】个人信用借款+房屋抵押+汽车抵押标","100000","已完成","详细说明见【5月14日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3402",\N,\N,\N,"【5月13日】个人用款+房屋抵押+汽车抵押标","100000","已完成","详细说明见【5月13日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3403",\N,\N,\N,"【5月12日】个人用款+公务员担保+汽车质押标","100000","已完成","详细说明见【5月12日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3404",\N,\N,\N,"【5月11日】个人用款+公务员担保+汽车质押标","100000","已完成","详细说明见【5月11日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3405",\N,\N,\N,"【约：5月8日】企业借款+汽车质押标   约标人：w***j","100000","已完成","详细说明见【5月8日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3406",\N,\N,\N,"【5月8日】企业借款+汽车质押标","100000","已完成","详细说明见【5月8日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3407",\N,\N,\N,"【5月7日】企业借款+汽车质押标","100000","已完成","详细说明见【5月7日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3408",\N,\N,\N,"【5月6日】企业借款+汽车质押标","50000","已完成","详细说明见【5月6日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3409",\N,\N,\N,"【约·5月6日】企业借款+汽车质押标，约标人：z***o","50000","已完成","详细说明见【5月6日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3410",\N,\N,\N,"【5月5日】企业借款+汽车质押标","100000","已完成","详细说明见【5月5日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3411",\N,\N,\N,"【约·5月5日】企业借款+汽车质押标，约标人：s**l","50000","已完成","详细说明见【5月5日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3412",\N,\N,\N,"【5月4日】企业借款+汽车质押标","100000","已完成","详细说明见【5月4日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3413",\N,\N,\N,"【4月30日】企业借款+汽车质押标","100000","已完成","详细说明见【4月30日】发标公告\">","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3414",\N,\N,\N,"【约·4月30日】企业借款+汽车质押标，约标人：a**1","50000","已完成","详细说明见【4月30日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3415",\N,\N,\N,"【4月29日】企业借款+汽车质押标","100000","已完成","详细说明见【4月29日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3416",\N,\N,\N,"【约·4月29日】企业借款+汽车质押标，约标人：苏**苏","100000","已完成","详细说明见【4月29日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3417",\N,\N,\N,"【4月28日】企业借款+汽车质押标","100000","已完成","详细说明见【4月28日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3418",\N,\N,\N,"【约·4月28日】企业借款+汽车质押标","50000","已完成","详细说明见【4月28日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3419",\N,\N,\N,"【4月27日】企业借款+汽车质押标","100000","已完成","详细说明见【4月27日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3420",\N,\N,\N,"【约标人：t***e】4月24日企业借款+汽车质押标 约标奖励0.1%","50000","已完成","详细说明见【4月24日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3421",\N,\N,\N,"【4月24日】企业借款+汽车质押标","100000","已完成","详细说明见【4月24日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3422",\N,\N,\N,"【4月23日】企业借款+汽车质押标","100000","已完成","详细说明见【4月23日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3423",\N,\N,\N,"【4月22日】汽车质押标","100000","已完成","详细说明见【4月22日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3424",\N,\N,\N,"【4月21日】汽车质押标","100000","已完成","详细说明见【4月21日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3425",\N,\N,\N,"【4月20日】汽车质押标","100000","已完成","详细说明见【4月20日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3426",\N,\N,\N,"【4月17日】汽车质押标","50000","已完成","详细说明见【4月17日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3427",\N,\N,\N,"【约标人：d***1】4月17日约标10万，1月标，奖励0.2%","100000","已完成","详细说明见【4月17日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3428",\N,\N,\N,"【4月16日】汽车质押标·第一期","50000","已完成","详细说明见【4月16日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3429",\N,\N,\N,"【约标人：f***j】4月16日约标10万，1月标，奖励0.2%","100000","已完成","详细说明见【4月16日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3430",\N,\N,\N,"【4.15】汽车质押业务","60000","已完成","详细说明见【4月15日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3431",\N,\N,\N,"【4.14】汽车质押+公务员担保","60000","已完成","详细说明见【4月14日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3432",\N,\N,\N,"【4.13】汽车质押+公务员担保","50000","已完成","详细说明见【4月13日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3433",\N,\N,\N,"【4.10】汽车质押+公务员担保","50000","已完成","详细说明见【4月10日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3434",\N,\N,\N,"【约标人：t***j】4月10日约标10万，2月标，奖励0.2%*2","100000","已完成","详细说明见【4月10日】发标公告","2个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3435",\N,\N,\N,"【约标人：t***j】4月9日约标10万，2月标，奖励0.2%*2","100000","已完成","详细说明见【4月10日】发标公告","2个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3436",\N,\N,\N,"【4.9】企业借款项目","50000","已完成","详细说明见【4月9日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3437",\N,\N,\N,"【约标人：s**l】4月9日约标5万，一月标，奖励0.1%","50000","已完成","详细说明见【4月9日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3438",\N,\N,\N,"【4.8】企业借款项目","50000","已完成","详细说明见【4月8日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3439",\N,\N,\N,"【约标人：d**1】4月7日约标5万，2月标，奖励0.1%*2","50000","已完成","详细说明见【4月7日】发标公告","2个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3440",\N,\N,\N,"【4.7】企业借款项目","50000","已完成","详细说明见【4月7日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3441",\N,\N,\N,"【4.3】企业借款项目·第十期","50000","已完成","详细说明见【4月3日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3442",\N,\N,\N,"【约标人：d**1】4月3日约标10万，2月标，奖励0.2%","100000","已完成","详细说明见【4月3日】发标公告","2个月","20.40",\N,"生意周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3443",\N,\N,\N,"【约标人：x**g】4月2日约标10万，2月标，奖励0.2%","100000","已完成","【约标人：x**g】4月2日约标10万，2月标，奖励0.2%","2个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3444",\N,\N,\N,"【4.2】企业借款项目·第九期","50000","已完成","详细说明见【4月2日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3445",\N,\N,\N,"【4.1】企业借款项目·第八期","100000","已完成","详细说明见【4月1日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3446",\N,\N,\N,"【约标人：苏***苏】企业借款项目 约标5万奖励0.1%","50000","已完成","详细说明见【3月31日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3447",\N,\N,\N,"【3.31】企业借款项目·第七期","50000","已完成","详细说明见【3月31日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3448",\N,\N,\N,"【3.30】企业借款项目·第六期","50000","已完成","详细说明见【3月30日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3449",\N,\N,\N,"【约标人：f***9】企业借款项目 约标5万奖励0.1%","50000","已完成","详细说明见【3月30日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3450",\N,\N,\N,"【约标人：天***虎】企业借款项目  约标5万奖励0.1%","50000","已完成","详细说明见【3月27日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3451",\N,\N,\N,"【3.27】企业借款项目·第五期","50000","已完成","详细说明见【3月27日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3452",\N,\N,\N,"【约：x***8】企业借款项目 约标6万奖励0.1%","60000","已完成","详细说明见【3月26日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
"3453",\N,\N,\N,"【3.26】企业借款项目·第四期","40000","已完成","详细说明见【3月25日】发标公告","1个月","20.40",\N,"短期周转",\N,\N,\N,\N,"男","成功人士","大专或本科","已婚",\N,\N,"0",\N,\N,\N,"个体经营"
