"166864",\N,\N,\N,"【公积金贷】资金周转","48400.00",\N,"借款人在外企工作，工作稳定，收入可观，借款用于资金周转；


备注：此借款投标可获得平台奖励2%，按月发放。","24个月","16",\N,"借款人在外企工作，工作稳定，收入可观，借",\N,"2015-08-21 14:10:00","按月还款等额本息","cthxlixm5",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N
"166865",\N,\N,\N,"【公积金贷】资金周转","51500.00",\N,"借款人在国营企业工作，收入稳定，名下有房产，借款用于资金周转。

备注：此借款投标可获得平台奖励2%，按月发放。","36个月","16",\N,"借款人在国营企业工作，收入稳定，名下有房",\N,"2015-08-21 14:20:00","按月还款等额本息","cthxchenlh",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N
"166866",\N,\N,\N,"【助业贷】资金周转","65300.00",\N,"借款人经营酒业销售生意，工作稳定，收入稳定，借款用于资金周转；


备注：此借款投标可获得平台奖励2%，按月发放。","18个月","16",\N,"借款人经营酒业销售生意，工作稳定，收入稳",\N,"2015-08-21 14:30:00","按月还款等额本息","cthxzhaowb44",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N
"166867",\N,\N,\N,"【和薪贷】房屋装修","54000.00",\N,"借款人为某学校教师，工作稳定，收入稳定，借款用于房屋装修；


备注：此借款投标可获得平台奖励2%，按月发放。","24个月","16",\N,"借款人为某学校教师，工作稳定，收入稳定，",\N,"2015-08-21 14:40:00","按月还款等额本息","cthxlianggd3",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N
"166868",\N,\N,\N,"资金周转借款70万，期限3个月","700000.00",\N,"1、借款人介绍：
1.1借款人在京某医院任职，经公司风控人员上门实地考察；
1.2核实客户月收入5万；
2、借款用途：短期资金周转；
3、借款金额：70万；

材料说明：该借款已做公证和抵押登记，待公证书和他项权证取回后补充。","3个月","16",\N,"1、借款人介绍：
1.1借款人在京某医院",\N,"2015-08-21 15:00:00","每月还息到期还本","jiajp110104",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166869",\N,\N,\N,"【公积金贷】资金周转","64400.00",\N,"借款人在事业单位工作，工作稳定，收入稳定，借款用于资金周转；


备注：此借款投标可获得平台奖励2%，按月发放","36个月","16",\N,"借款人在事业单位工作，工作稳定，收入稳定",\N,"2015-08-21 15:10:00","按月还款等额本息","cthxchenc9",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N
"166870",\N,\N,\N,"【公积金贷】资金周转","48400.00",\N,"借款人在某国营企业工作，收入稳定，名下有房产，借款用于资金周转。

备注：此借款投标可获得平台奖励2%，按月发放。","24个月","16",\N,"借款人在某国营企业工作，收入稳定，名下有",\N,"2015-08-21 15:20:00","按月还款等额本息","cthxleiye",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N
"166871",\N,\N,\N,"【公积金贷】生活消费","48400.00",\N,"借款人为某公司部门经理，工作稳定，收入可观，借款用于生活消费；


备注：此借款投标可获得平台奖励2%，按月发放。","24个月","16",\N,"借款人为某公司部门经理，工作稳定，收入可",\N,"2015-08-21 15:40:00","按月还款等额本息","cthxwangt99",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N
"166872",\N,\N,\N,"汽车配件生意借款27万，期限3个月","270000.00",\N,"1、借款人介绍：
1.1借款人在天津经营汽车配件生意，经公司风控人员上门实地考察；
1.2核实客户年流水240万；
1.3核实客户月收入3万；
2、借款用途：短期资金周转
3、借款金额：27万；

材料公示说明：该借款已做公证和抵押登记，公证书和他项权证待取回后补充；","3个月","16",\N,"1、借款人介绍：
1.1借款人在天津经营",\N,"2015-08-21 16:00:00","每月还息到期还本","jiafl120111",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166873",\N,\N,\N,"【新手标】招投标公司续借第一期10万，期限3个月","100000.00",\N,"1、借款人介绍：
1.1借款人在京经营一家招投标公司，经公司风控人员上门实地考察；
1.2核实客户年流水1600万；
1.3核实客户月收入15万；
2、借款用途：短期资金周转
3、借款金额：续借，160万；","3个月","16",\N,"1、借款人介绍：
1.1借款人在京经营一",\N,"2015-08-21 10:00:00","每月还息到期还本","wangys152634",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166874",\N,\N,\N,"【精英贷】房屋装修","73800.00",\N,"借款人在事业单位工作，工作稳定，收入稳定，借款用于资金周转；

备注：此借款投标可获得平台奖励2%，按月发放。","24个月","16",\N,"借款人在事业单位工作，工作稳定，收入稳定",\N,"2015-08-21 10:10:00","按月还款等额本息","cthxyangn",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N
"166875",\N,\N,\N,"【精英贷】房屋装修","51500.00",\N,"借款人在政府机关工作，收入稳定，借款用于房屋装修。

备注：此借款投标可获得平台奖励2%，按月发放。","35个月","16",\N,"借款人在政府机关工作，收入稳定，借款用于",\N,"2015-08-21 10:50:00","按月还款等额本息","cthxguosh3",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N
"166876",\N,\N,\N,"【信楼贷】养殖场扩大经营借款3.99万  奖励2%","39900.00",\N,"借款人在公司财务部担任现金会计一职另经营养殖场，因扩大经营需借款周转。

借款人有稳定收入来源、还款能力强、无不良信用记录。根据借款人的收入水平、个人负债额度、个人资产情况等综合确定借款额度和期限。当出现逾期时，平台4将启用风险准备金进行逾期垫付或回购。","24个月","16",\N,"借款人在公司财务部担任现金会计一职另经营",\N,"2014-11-13 10:30:00","按月还款等额本息","cshixj",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166877",\N,\N,\N,"【和薪贷】幼儿园园长购置家电借款2.7万 奖励2%","27000.00",\N,"幼儿园外聘园长家庭装修，欲购置家电。
借款人有稳定收入来源、无不良信用记录、还款能力强。
当借款人出现逾期时，平台4将启用风险准备金进行逾期垫付或回购。","24个月","16",\N,"幼儿园外聘园长家庭装修，欲购置家电。
借",\N,"2014-11-13 10:30:00","按月还款等额本息","cxun",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166878",\N,\N,\N,"【精英贷】 高级工程师家具装修借款4.92万 奖励2%","49200.00",\N,"借款人为高级测试开发工程师，借款用于买家具装修。
借款人北京有房产，收入来源稳定，无不良信用记录、还款能力强。

当借款人出现逾期时，平台4将启用风险准备金进行逾期垫付或回购。","24个月","16",\N,"借款人为高级测试开发工程师，借款用于买家",\N,"2014-11-13 14:30:00","按月还款等额本息","chukq",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166879",\N,\N,\N,"【精英贷】部门所长资金周转借款3.94万 奖励2%","39400.00",\N,"借款人为供电公司下属部门所长，收入稳定，信用记录良好，有足够的按时还款能力，借款用于资金周转。

当出现逾期时，平台4将启用风险准备金进行逾期垫付或回购","36个月","16",\N,"借款人为供电公司下属部门所长，收入稳定，",\N,"2014-11-13 15:30:00","按月还款等额本息","cthxmanxw",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166880",\N,\N,\N,"【精英贷】公务员购物借款5.26万 奖励2%","52600.00",\N,"借款人在水务局工作，现任部门科长 ，工作收入稳定，信用记录良好，还款能力强，借款用于购物。","36个月","16",\N,"借款人在水务局工作，现任部门科长 ，工作",\N,"2014-11-14 10:30:00","按月还款等额本息","cthxyuelx",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166881",\N,\N,\N,"【助业贷】公司资金周转借款5.56万  奖励2%","55600.00",\N,"借款人在京经营一家科技公司，另在京有房及奥迪车一辆，现因资金周转需借款，借款人收入稳定、信用记录良好，有足够的还款能力。","24个月","16",\N,"借款人在京经营一家科技公司，另在京有房及",\N,"2014-11-14 10:30:00","按月还款等额本息","cthxhecp",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166882",\N,\N,\N,"【和薪贷】生活消费资金周转借款2.7万  奖励2%","27000.00",\N,"借款人在一供电公司任职技术部主任，经审核，借款人收入稳定、信用记录良好、还款能力强；借款用于生活消费。","24个月","16",\N,"借款人在一供电公司任职技术部主任，经审核",\N,"2014-11-14 14:30:00","按月还款等额本息","cthxzhangzl",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166883",\N,\N,\N,"【信楼贷】 资金周转借款5.32万 奖励2%","53200.00",\N,"借款人在商贸公司上班，名下有房产，现需借款进行资金周转。
借款人收入稳定、无不良信用记录、有足够的还款能力。","24个月","16",\N,"借款人在商贸公司上班，名下有房产，现需借",\N,"2014-11-14 15:30:00","按月还款等额本息","cthxyaotr",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166884",\N,\N,\N,"【信楼贷】资金周转借款3.99万 奖励2%","39900.00",\N,"借款人为建筑工程公司采购部经理，有稳定收入，有固定房产，信用记录良好，借款用于资金周转","24个月","16",\N,"借款人为建筑工程公司采购部经理，有稳定收",\N,"2014-11-15 10:00:00","按月还款等额本息","cthxlixy",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166885",\N,\N,\N,"【和薪贷】 购买家具借款2.7万 奖励2%","27000.00",\N,"借款人为旅行社公司经理，收入稳定，名下有房产，无不良信用记录、有足够的还款能力，现装修购买家具需借款。","24个月","16",\N,"借款人为旅行社公司经理，收入稳定，名下有",\N,"2014-11-15 15:00:00","按月还款等额本息","cthxliwh",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166886",\N,\N,\N,"【信楼贷】资金周转借款3.99万  奖励2%","39900.00",\N,"借款人为农场生产队办公室书记，所在单位属于国企，收入稳定、信用记录良好，还款能力强，借款用于资金周转。","24个月","16",\N,"借款人为农场生产队办公室书记，所在单位属",\N,"2014-11-16 10:00:00","按月还款等额本息","cthxsunjs",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166887",\N,\N,\N,"【信楼贷】 生活消费借款2.66万 奖励2%","26600.00",\N,"借款人在商贸公司担任经理，名下有房产，此次借款用于生活消费。
该借款人有稳定收入，无不良信用记录，有足够的还款能力。","24个月","16",\N,"借款人在商贸公司担任经理，名下有房产，此",\N,"2014-11-16 14:00:00","按月还款等额本息","cthxzhangyy",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166888",\N,\N,\N,"【助业贷】公司资金周转借款5.56万 奖励2%","55600.00",\N,"借款人经营一家公司，收益稳定，信用良好，还款能力强，现资金周转需借款。","24个月","16",\N,"借款人经营一家公司，收益稳定，信用良好，",\N,"2014-11-17 10:00:00","按月还款等额本息","cthxzhaoyh",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166889",\N,\N,\N,"【和薪贷】家庭装修借款2.7万 奖励2%","27000.00",\N,"借款人为某鞋业销售部经理，有稳定收入，无不良信用记录、有足够的还款能力，现因家庭装修需进行借款。","24个月","16",\N,"借款人为某鞋业销售部经理，有稳定收入，无",\N,"2014-11-17 15:00:00","按月还款等额本息","cthxliangy",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166890",\N,\N,\N,"【信楼贷】生活消费借款5.32万 奖励2%","53200.00",\N,"借款人在餐厅管理层，有固定收入，固定房产，有足够的还款能力，现借款用于生活消费。","24个月","16",\N,"借款人在餐厅管理层，有固定收入，固定房产",\N,"2014-11-17 15:30:00","按月还款等额本息","cthxwangzj",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166891",\N,\N,\N,"【信楼贷】资金周转借款3.99万 奖励2%","39900.00",\N,"借款人为一公司财务主管，收入稳定，有房产，还款无压力，现资金周转需借款。","24个月","16",\N,"借款人为一公司财务主管，收入稳定，有房产",\N,"2014-11-17 15:30:00","按月还款等额本息","cthxgaojx",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166892",\N,\N,\N,"【助业贷】采购原料借款5.56万  奖励2%","55600.00",\N,"借款人在京经营室内装修公司，收入稳定、信用记录良好、还款能力能，借款用于采购原料。","24个月","16",\N,"借款人在京经营室内装修公司，收入稳定、信",\N,"2014-11-18 10:00:00","按月还款等额本息","cthxsongll",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166893",\N,\N,\N,"【信楼贷】资金周转借款5.32万 奖励2%","53200.00",\N,"借款人为某销售部经理，工作稳定，无不良信用记录，还款能力强。","24个月","16",\N,"借款人为某销售部经理，工作稳定，无不良信",\N,"2014-11-18 11:00:00","按月还款等额本息","cthxsunlm",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166894",\N,\N,\N,"【信楼贷】扩大经营借款3.99万","39900.00",\N,"借款人为某公司经理，收入稳定，已购置房产，无不良信用记录，还款能力强，现扩大经营需借款。

备注：此借款投标可获得平台奖励2%，按月发放","24个月","16",\N,"借款人为某公司经理，收入稳定，已购置房产",\N,"2014-11-19 10:00:00","按月还款等额本息","cthxzhangy",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166895",\N,\N,\N,"【精英贷】生活消费借款6.58万","65800.00",\N,"借款人在机关事业单位工作，收入稳定，在本市有房产，除工作收入外有家人协助还款，有足够的还款能力。

备注：此借款投标可获得平台奖励2%，按月发放","36个月","16",\N,"借款人在机关事业单位工作，收入稳定，在本",\N,"2014-11-19 10:00:00","按月还款等额本息","cthxhouzq",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166896",\N,\N,\N,"【精英贷】资金周转借款5.26万","52600.00",\N,"借款人在供电所工作，是国营企业，工作稳定，除工作收入外有其他收入，借款用于资金周转。
备注：此借款投标可获得平台奖励2%，按月发放","36个月","16",\N,"借款人在供电所工作，是国营企业，工作稳定",\N,"2014-11-19 11:00:00","按月还款等额本息","cthxzhangcm",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166897",\N,\N,\N,"【精英贷】生活消费借款5.26万","52600.00",\N,"借款人担任部队助理工程师，有房有车，收入及工作稳定，有足够的还款能力，借款用于生活消费。

备注：此借款投标可获得平台奖励2%，按月发放","36个月","16",\N,"借款人担任部队助理工程师，有房有车，收入",\N,"2014-11-19 15:00:00","按月还款等额本息","cthxyexb",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166898",\N,\N,\N,"【信楼贷】购车借款5.32万 (16%+奖励2%)","53200.00",\N,"借款人在一家食品公司工作，收入稳定，借款用于买车，信用记录良好、有足够的还款能力。

备注：此借款投标可获得平台奖励2%，按月发放","24个月","16",\N,"借款人在一家食品公司工作，收入稳定，借款",\N,"2014-11-20 10:00:00","按月还款等额本息","cthxmengdh",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166899",\N,\N,\N,"【信楼贷】生活消费借款3.99万 (16%+奖励2%)","39900.00",\N,"客户为某公司销售经理，收入稳定，已购置房产，还款能力强，现房屋装修需借款。

备注：此借款投标可获得平台奖励2%，按月发放","24个月","16",\N,"客户为某公司销售经理，收入稳定，已购置房",\N,"2014-11-20 11:00:00","按月还款等额本息","cthxduch",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166900",\N,\N,\N,"【和薪贷】生活消费借款2.7万 (16%+奖励2%)","27000.00",\N,"借款人在化工厂工作，收入稳定，已购置房产，还款无压力，借款用途为生活消费。

备注：此借款投标可获得平台奖励2%，按月发放","24个月","16",\N,"借款人在化工厂工作，收入稳定，已购置房产",\N,"2014-11-20 15:00:00","按月还款等额本息","cthxgaoy",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166901",\N,\N,\N,"【信楼贷】资金周转借款5.32万 (16%+奖励2%)","53200.00",\N,"借款人为国企员工，收入稳定，已购置房产，有足够的还款能力，现资金周转需借款。

备注：此借款投标可获得平台奖励2%，按月发放","24个月","16",\N,"借款人为国企员工，收入稳定，已购置房产，",\N,"2014-11-21 10:00:00","按月还款等额本息","cthxxuanlf",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166902",\N,\N,\N,"扩大经营借款5.32万 (16%+奖励2%)【信楼贷】","53200.00",\N,"借款人为铁选厂厂长，经营状况良好，已购置房产，借款用途为扩大经营。
备注：此借款投标可获得平台奖励2%，按月发放","24个月","16",\N,"借款人为铁选厂厂长，经营状况良好，已购置",\N,"2014-11-21 15:00:00","按月还款等额本息","cthxliangfl",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166903",\N,\N,\N,"房屋装修借款7.89万 (16%+奖励2%) 【精英贷】","78900.00",\N,"借款人为国企员工，收入稳定，已购置房产，有足够的还款能力，现房屋装修需借款。

备注：此借款投标可获得平台奖励2%，按月发放","36个月","16",\N,"借款人为国企员工，收入稳定，已购置房产，",\N,"2014-11-22 10:00:00","按月还款等额本息","cthxgaoy1",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166904",\N,\N,\N,"扩大经营借款3.99万 (16%+奖励2%) 【信楼贷】","39900.00",\N,"借款人经营一家商贸公司，经营状况良好，已购置房产，名下有车，还款能力强，现借款用于扩大经营。

备注：此借款投标可获得平台奖励2%，按月发放","24个月","16",\N,"借款人经营一家商贸公司，经营状况良好，已",\N,"2014-11-22 11:00:00","按月还款等额本息","cthxliuyw",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166905",\N,\N,\N,"生活消费借款6.65万(16%+奖励2%)【信楼贷】","66500.00",\N,"借款人所在单位为国企，收入稳定，信用记录良好，还款能力强，借款用于生活消费。

备注：此借款投标可获得平台奖励2%，按月发放","24个月","16",\N,"借款人所在单位为国企，收入稳定，信用记录",\N,"2014-11-23 10:00:00","按月还款等额本息","cthxlijx",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166906",\N,\N,\N,"生活消费借款3.69万 (16%+奖励2%)【精英贷】","36900.00",\N,"借款人在国企工作，工作稳定，收入来源稳定，有足够的还款能力，借款用于生活消费。

备注：此借款投标可获得平台奖励2%，按月发放","24个月","16",\N,"借款人在国企工作，工作稳定，收入来源稳定",\N,"2014-11-23 11:00:00","按月还款等额本息","cthxlinjq",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166907",\N,\N,\N,"资金周转借款5.32万 (16%+奖励2%)【信楼贷】","53200.00",\N,"借款人在一家商贸公司上班，名下有房产，借款用于资金周转，工作收入稳定，还款能力强，信用记录良好。

备注：此借款投标可获得平台奖励2%，按月发放","24个月","16",\N,"借款人在一家商贸公司上班，名下有房产，借",\N,"2014-11-24 10:00:00","按月还款等额本息","cthxmaj",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166908",\N,\N,\N,"房屋装修借款5.32万(16%+奖励2%)【信楼贷】","53200.00",\N,"借款人为某宾馆经理，收入稳定，无不良信用记录，借款用于房屋装修。

备注：此借款投标可获得平台奖励2%，按月发放；另有额外千分之二奖励，满标的次日发放。","24个月","16",\N,"借款人为某宾馆经理，收入稳定，无不良信用",\N,"2014-11-25 10:00:00","按月还款等额本息","cthxsunh",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166909",\N,\N,\N,"生活消费借款4.92万 (16%+奖励2%) 【精英贷】","49200.00",\N,"借款人为某公司部门主管，收入稳定，有足够的还款能力，借款用于生活消费。

备注：此借款投标可获得平台奖励2%，按月发放；另有额外千分之二奖励，满标的次日发放。","24个月","16",\N,"借款人为某公司部门主管，收入稳定，有足够",\N,"2014-11-25 11:00:00","按月还款等额本息","cthxkongl",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166910",\N,\N,\N,"生活消费借款4.17万 (16%+奖励2%+0.2%) 【助业贷】","41700.00",\N,"借款人经营物流生意，收益稳定，已购置房产，现扩大经营需借款。

备注：此借款投标可获得平台奖励2%，按月发放；另有额外千分之二奖励，满标的次日发放。","24个月","16",\N,"借款人经营物流生意，收益稳定，已购置房产",\N,"2014-11-26 10:00:00","按月还款等额本息","cthxzhaojl",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166911",\N,\N,\N,"房屋装修借款3.94万(16%+奖励2%+0.2%)【精英贷】","39400.00",\N,"借款人有固定工作，收入稳定，借款用于房屋装修；

备注：此借款投标可获得平台奖励2%，按月发放；另有额外千分之二奖励，满标的次日发放。","36个月","16",\N,"借款人有固定工作，收入稳定，借款用于房屋",\N,"2014-11-26 11:00:00","按月还款等额本息","cthxhandd",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166912",\N,\N,\N,"资金周转借款3.69万 (16%+奖励2%+0.2%）【精英贷】","36900.00",\N,"借款人在国企工作，收入稳定，已购置房产，还款能力强，现资金周转需借款。

备注：此借款投标可获得平台奖励2%，按月发放；另有额外千分之二奖励，满标的次日发放。","24个月","16",\N,"借款人在国企工作，收入稳定，已购置房产，",\N,"2014-11-26 15:00:00","按月还款等额本息","cthxwangxg",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166913",\N,\N,\N,"扩大经营借款6.95万(16%+奖励2%+0.2%)【助业贷】","69500.00",\N,"借款人经营汽车美容养护装具城，经营稳定，有足够的还款能力，现因扩大经营需借款周转；

备注：此借款投标可获得平台奖励2%，按月发放；另有额外千分之二奖励，满标的次日发放。","24个月","16",\N,"借款人经营汽车美容养护装具城，经营稳定，",\N,"2014-11-27 10:00:00","按月还款等额本息","cthxzaimx",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166914",\N,\N,\N,"扩大经营借款6.58万(16%+奖励2%+0.2%)【精英贷】","65800.00",\N,"借款人为国营企业员工，并有自主经营，工作稳定，收益良好，现扩大经营需借款。

备注：此借款投标可获得平台奖励2%，按月发放；另有额外千分之二奖励，满标的次日发放。","36个月","16",\N,"借款人为国营企业员工，并有自主经营，工作",\N,"2014-11-27 11:00:00","按月还款等额本息","cthxjinxy",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166915",\N,\N,\N,"生活消费借款5.26万 (16%+奖励2%+0.2%）【精英贷】","52600.00",\N,"借款人在国企工作，收入稳定，已购置房产，还款能力强，借款用于生活消费。
备注：此借款投标可获得平台奖励2%，按月发放；另有额外千分之二奖励，满标的次日发放。","36个月","16",\N,"借款人在国企工作，收入稳定，已购置房产，",\N,"2014-11-27 15:00:00","按月还款等额本息","cthxshiml",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166916",\N,\N,\N,"扩大经营借款6.65万(16%+奖励2%+0.2%)【信楼贷】","66500.00",\N,"借款人经营童装店，收入稳定，还款能力强，借款用于扩大经营；

备注：此借款投标可获得平台奖励2%，按月发放；另有额外千分之二奖励，满标的次日发放。","24个月","16",\N,"借款人经营童装店，收入稳定，还款能力强，",\N,"2014-11-28 10:00:00","按月还款等额本息","cthxyangbg",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166917",\N,\N,\N,"生活消费借款5.32万(16%+奖励2%+0.2%）【信楼贷】","53200.00",\N,"借款人在商贸公司任职业务主管，收入稳定，有房产，借款用于生活消费；

备注：此借款投标可获得平台奖励2%，按月发放；另有额外千分之二奖励，满标的次日发放。","24个月","16",\N,"借款人在商贸公司任职业务主管，收入稳定，",\N,"2014-11-28 11:00:00","按月还款等额本息","cthxjint",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"166918",\N,\N,\N,"换购家电借款4.05万(16%+奖励2%+0.2%)【和薪贷】","40500.00",\N,"借款人任职于三甲医院，工作稳定，此次借款用于换购家电。

备注：此借款投标可获得平台奖励2%，按月发放；另有额外千分之二奖励，满标的次日发放。","24个月","16",\N,"借款人任职于三甲医院，工作稳定，此次借款",\N,"2014-11-28 15:00:00","按月还款等额本息","cthxwangx",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
