"100915",\N,\N,\N,"詹先生商铺贷CS201506253","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-25 10:06:42","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100916",\N,\N,\N,"杨先生商铺贷CS201506252","70,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-25 14:23:50","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100917",\N,\N,\N,"邱小姐商铺贷CS201506251","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-25 14:23:35","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100918",\N,\N,\N,"陈先生商铺贷CS201506243","110,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-24 10:01:20","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历",\N,\N,\N,\N,\N,"2",\N
"100919",\N,\N,\N,"田小姐商铺贷CS201506242","80,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-24 10:51:11","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100920",\N,\N,\N,"吴先生商铺贷CS201506241","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-24 10:50:56","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100921",\N,\N,\N,"约标：郑先生商铺贷（二期）CS201506234","50,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-23 14:15:12","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100922",\N,\N,\N,"郑先生商铺贷（一期）CS201506233","130,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-23 11:23:25","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100923",\N,\N,\N,"叶先生商铺贷CS201506232","40,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-23 10:32:15","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100924",\N,\N,\N,"彭小姐商铺贷CS201506231","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-23 10:53:35","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100925",\N,\N,\N,"陈先生商铺贷CS201506222","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-22 11:12:30","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100926",\N,\N,\N,"谢先生商铺贷CS201506221","70,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-22 11:12:09","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100927",\N,\N,\N,"陈先生商铺贷CS201506213","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-21 11:12:30","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100928",\N,\N,\N,"蔡先生商铺贷CS201506212","50,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-21 11:12:05","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100929",\N,\N,\N,"李先生商铺贷CS201506211","80,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-21 11:08:12","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100930",\N,\N,\N,"约标：郑小姐商铺贷CS201506205","110,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-20 11:01:21","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100931",\N,\N,\N,"约标：钟小姐商铺贷（二期）CS201506204","90,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-20 11:01:40","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100932",\N,\N,\N,"钟小姐商铺贷（一期）CS201506203","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-20 10:33:23","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100933",\N,\N,\N,"叶先生商铺贷CS201506202","50,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-20 10:02:50","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100934",\N,\N,\N,"林先生商铺贷CS201506201","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-20 11:01:58","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100935",\N,\N,\N,"约标：邓小姐商铺贷（二期）CS201506194","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-19 14:18:33","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100936",\N,\N,\N,"邓小姐商铺贷（一期）CS201506193","70,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-19 12:06:01","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100937",\N,\N,\N,"陈先生商铺贷CS201506192","60,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-19 11:02:31","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100938",\N,\N,\N,"李小姐商铺贷CS201506191","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-19 11:20:55","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100939",\N,\N,\N,"约标：林小姐商铺贷（二期）CS201506184","200,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-18 16:59:04","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100940",\N,\N,\N,"陈先生商铺贷CS201506183","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-18 11:08:58","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100941",\N,\N,\N,"林小姐商铺贷（一期）CS201506182","70,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-18 11:08:39","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100942",\N,\N,\N,"李先生商铺贷CS201506181","90,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-18 14:13:17","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100943",\N,\N,\N,"约标：阳先生商铺贷（二期）CS201506174","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-17 15:09:38","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100944",\N,\N,\N,"阳先生商铺贷（一期）CS201506173","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-17 11:03:14","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100945",\N,\N,\N,"彭先生商铺贷CS201506172","50,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-17 10:50:25","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100946",\N,\N,\N,"李先生商铺贷CS201506171","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-17 10:50:07","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100947",\N,\N,\N,"约标：柯先生商铺贷（二期）CS201506164","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-16 11:08:03","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100948",\N,\N,\N,"柯先生商铺贷（一期）CS201506163","80,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-16 10:15:46","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100949",\N,\N,\N,"杜先生商铺贷CS201506162","50,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-16 10:15:59","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100950",\N,\N,\N,"彭先生商铺贷CS201506161","110,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-16 11:43:23","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100951",\N,\N,\N,"李先生商铺贷CS201506153","110,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-15 11:48:19","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100952",\N,\N,\N,"徐先生商铺贷CS201506152","50,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-15 11:02:42","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100953",\N,\N,\N,"林小姐商铺贷CS201506151","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-15 14:28:15","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100954",\N,\N,\N,"约标：黄先生商铺贷（二期）CS201506144","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-14 11:56:03","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100955",\N,\N,\N,"黄先生商铺贷（一期）CS201506143","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-14 11:38:13","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100956",\N,\N,\N,"涂先生商铺贷CS201506142","50,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-14 11:37:51","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100957",\N,\N,\N,"林先生商铺CS201506141","90,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-14 11:37:30","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100958",\N,\N,\N,"约标：沈先生商铺贷（二期）CS201506134","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-13 14:54:37","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100959",\N,\N,\N,"沈先生商铺贷（一期）CS201506133","80,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-13 10:56:49","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100960",\N,\N,\N,"邱先生商铺贷CS201506132","60,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-13 10:56:17","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100961",\N,\N,\N,"陈先生商铺贷CS201506131","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-13 10:02:52","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100962",\N,\N,\N,"约标：胡先生商铺贷（二期）CS201506124","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-12 15:03:26","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100963",\N,\N,\N,"胡先生商铺贷（一期）CS201506123","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-12 11:40:23","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100964",\N,\N,\N,"饶先生商铺贷CS201506122","70,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-12 10:54:07","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100965",\N,\N,\N,"吕先生商铺贷CS201506121","90,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-12 10:42:15","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100966",\N,\N,\N,"约标：朱先生商铺贷（二期）CS201506114","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-11 14:21:26","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100967",\N,\N,\N,"朱先生商铺贷（一期）CS201506113","80,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-11 12:45:47","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100968",\N,\N,\N,"吴先生商铺贷CS201506112","60,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-11 11:39:04","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100969",\N,\N,\N,"陈先生商铺贷CS201506111","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-11 10:07:02","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100970",\N,\N,\N,"约标：叶先生商铺贷（二期）CS201506103","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-10 15:49:34","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100971",\N,\N,\N,"叶先生商铺贷（一期）CS201506102","90,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-10 12:39:43","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100972",\N,\N,\N,"钟先生商铺贷CS201506101","110,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-10 12:40:03","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100973",\N,\N,\N,"约标：林小姐商铺贷（二期）CS201506093","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-09 14:57:29","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100974",\N,\N,\N,"林小姐商铺贷（一期）CS201506092","120,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-09 10:03:28","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100975",\N,\N,\N,"周先生商铺贷CS201506091","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-09 14:06:19","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100976",\N,\N,\N,"约标：刘先生商铺贷（二期）CS201506084","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-08 15:01:34","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100977",\N,\N,\N,"刘先生商铺贷（一期）CS201506083","130,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-08 14:16:18","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100978",\N,\N,\N,"吴先生商铺贷CS201506082","60,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-08 14:16:41","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100979",\N,\N,\N,"郭小姐商铺贷CS201506081","80,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-08 14:17:20","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100980",\N,\N,\N,"约标：陈小姐商铺贷（二期）CS201506074","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-07 12:10:04","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100981",\N,\N,\N,"陈小姐商铺贷（一期）CS201506073","90,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-07 11:27:35","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100982",\N,\N,\N,"向小姐商铺贷CS201506072","50,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-07 11:27:06","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100983",\N,\N,\N,"郑先生商铺贷CS201506071","110,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-07 11:26:42","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100984",\N,\N,\N,"约标：黄小姐商铺贷（二期）CS201506064","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-06 14:32:20","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100985",\N,\N,\N,"黄小姐商铺贷（一期）CS201506063","110,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-06 10:02:50","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100986",\N,\N,\N,"赵小姐商铺贷CS201506062","50,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-06 11:54:26","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100987",\N,\N,\N,"郭先生商铺贷CS201506061","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-06 11:53:37","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100988",\N,\N,\N,"约标：邓先生商铺贷（二期）CS201506054","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-05 14:46:38","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100989",\N,\N,\N,"邓先生商铺贷（一期）CS201506053","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-05 11:33:54","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100990",\N,\N,\N,"王先生商铺贷CS201506052","60,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-05 10:36:50","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100991",\N,\N,\N,"刘小姐商铺贷CS201506051","80,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-05 11:34:08","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100992",\N,\N,\N,"约标：戴小姐商铺贷CS201506045","100,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-04 16:58:03","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100993",\N,\N,\N,"黄先生商铺贷（二期）CS201506044","90,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-04 11:40:12","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100994",\N,\N,\N,"约标：黄先生商铺贷（一期）CS201506043","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-04 10:03:34","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100995",\N,\N,\N,"庄先生商铺贷CS201506042","70,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-04 11:39:45","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100996",\N,\N,\N,"陈小姐商铺贷CS201506041","100,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-04 11:39:20","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"100997",\N,\N,\N,"刘先生商铺贷CS201506033","210,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-03 14:12:27","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"100998",\N,\N,\N,"李先生商铺贷CS201506032","90,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-03 14:12:43","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"100999",\N,\N,\N,"邓先生商铺贷CS201506031","80,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-03 10:02:22","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"101000",\N,\N,\N,"约标：黄小姐商铺贷（二期）CS201506025","100,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-02 15:28:21","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"101001",\N,\N,\N,"约标：王先生商铺贷（二期）CS201506024","50,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-02 14:44:26","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"101002",\N,\N,\N,"黄小姐商铺贷（一期）CS201506023","130,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-02 14:44:43","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"101003",\N,\N,\N,"王先生商铺贷（一期）CS201506022","50,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-02 10:09:52","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"101004",\N,\N,\N,"黄先生商铺贷CS201506021","90,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-02 11:36:11","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
"101005",\N,\N,\N,"林先生商铺贷CS201506013","130,000",\N,\N,"3 个月","18.00",\N,\N,\N,"2015-07-01 14:11:16","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"2",\N
"101006",\N,\N,\N,"金小姐商铺贷CS201506012","100,000",\N,\N,"2 个月","18.00",\N,\N,\N,"2015-07-01 14:10:38","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"1",\N
"101007",\N,\N,\N,"许先生商铺贷CS201506011","80,000",\N,\N,"1 个月","18.00",\N,\N,\N,"2015-07-01 11:33:42","到期还本按月付息",\N,"性别
                 ","年龄
                 ",\N,"学历
                 ",\N,\N,\N,\N,\N,"0.2",\N
