"32906",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-30 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32907",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-29 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32908",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-28 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32909",\N,\N,\N,"不锈钢炉料借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-27 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32910",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-26 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32911",\N,\N,\N,"304#钢锭质押借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-25 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32912",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-23 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32913",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-22 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32914",\N,\N,\N,"钼铁质押借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-21 10:00:00","还款方式：
					分期付息",\N,"男","49岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32915",\N,\N,\N,"钼铁质押借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-20 10:00:00","还款方式：
					分期付息",\N,"男","49岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32916",\N,\N,\N,"304#钢锭质押借款标","700000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-19 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32917",\N,\N,\N,"304#钢锭质押借款标","600000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-18 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32918",\N,\N,\N,"304#钢锭质押借款标","400000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-17 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32919",\N,\N,\N,"钼铁质押借款标","700000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-16 10:00:00","还款方式：
					分期付息",\N,"男","49岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32920",\N,\N,\N,"钼铁质押借款标6-7","800000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-15 10:00:00","还款方式：
					分期付息",\N,"男","49岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32921",\N,\N,\N,"304#钢锭质押借款标","800000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-14 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32922",\N,\N,\N,"304#钢锭质押借款标","1300000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-13 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32923",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-04-12 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32924",\N,\N,\N,"304#钢锭质押借款标5-4","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-11 10:22:17","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32925",\N,\N,\N,"钼铁质押借款标6-6","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-11 10:00:01","还款方式：
					分期付息",\N,"男","49岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32926",\N,\N,\N,"约:钼铁质押借款标6-5","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-11 09:30:48","还款方式：
					分期付息",\N,"男","49岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32927",\N,\N,\N,"304#钢锭质押借款标5-3","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-10 10:00:01","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32928",\N,\N,\N,"约:304#钢锭质押借款标5-2","250000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-10 09:31:41","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32929",\N,\N,\N,"304不锈钢板借款标5-19","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-09 10:00:00","还款方式：
					分期付息",\N,"男","47岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32930",\N,\N,\N,"约:304#钢锭质押借款标5-1","500000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-09 10:05:43","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32931",\N,\N,\N,"不锈钢炉料借款标1-18","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-08 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32932",\N,\N,\N,"约:钼铁质押借款标6-4","250000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-08 09:59:38","还款方式：
					分期付息",\N,"男","49岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32933",\N,\N,\N,"约:不锈钢炉料借款标1-17","400000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-08 09:56:51","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32934",\N,\N,\N,"约:304不锈钢板借款标5-18","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-08 09:59:36","还款方式：
					分期付息",\N,"男","47岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32935",\N,\N,\N,"约:钼铁质押借款标6-3","300000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-07 15:24:41","还款方式：
					分期付息",\N,"男","49岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32936",\N,\N,\N,"约:钼铁质押借款标6-2","400000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-07 15:25:07","还款方式：
					分期付息",\N,"男","49岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32937",\N,\N,\N,"约:304不锈钢板借款标5-17","400000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-07 09:21:33","还款方式：
					分期付息",\N,"男","47岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32938",\N,\N,\N,"约:304不锈钢板借款标5-16","400000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-07 09:20:23","还款方式：
					分期付息",\N,"男","47岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32939",\N,\N,\N,"不锈钢炉料借款标1-16","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-06 10:00:01","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32940",\N,\N,\N,"约:钼铁质押借款标6-1","450000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-06 09:01:22","还款方式：
					分期付息",\N,"男","49岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32941",\N,\N,\N,"304不锈钢板借款标5-15","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-05 10:00:01","还款方式：
					分期付息",\N,"男","47岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32942",\N,\N,\N,"不锈钢炉料借款标1-15","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-04 10:00:01","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32943",\N,\N,\N,"约:不锈钢炉料借款标1-14","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-04 09:46:04","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32944",\N,\N,\N,"约:304不锈钢板借款标5-14","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-03 12:50:40","还款方式：
					分期付息",\N,"男","47岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32945",\N,\N,\N,"约:304不锈钢板借款标5-13","350000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-03 14:13:03","还款方式：
					分期付息",\N,"男","47岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32946",\N,\N,\N,"不锈钢炉料借款标1-13","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-03 10:00:01","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32947",\N,\N,\N,"约:304不锈钢板借款标5-12","250000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-04-03 09:32:41","还款方式：
					分期付息",\N,"男","47岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32948",\N,\N,\N,"约:不锈钢炉料借款标5-16","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-09-25 09:45:37","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32949",\N,\N,\N,"约:316L不锈钢管借款标5-7","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-01-22 09:31:33","还款方式：
					分期付息",\N,"男","37岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32950",\N,\N,\N,"约:Ambatovy纯镍质押借款4-11","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-09-16 09:37:31","还款方式：
					分期付息",\N,"男","40岁","本科","已婚",\N,\N,"30001-50000","自有房子","有","投标奖励：
						0.6%",\N
"32951",\N,\N,\N,"约:双相钢锭质押借款标6-15","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-09-24 09:52:43","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32952",\N,\N,\N,"316L不锈钢管借款标2-13","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-10-09 10:10:01","还款方式：
					分期付息",\N,"男","37岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32953",\N,\N,\N,"Ambatovy纯镍质押借款6-13","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-11-21 10:00:00","还款方式：
					分期付息",\N,"男","40岁","本科","已婚",\N,\N,"30001-50000","自有房子","有","投标奖励：
						0.6%",\N
"32954",\N,\N,\N,"约:2520#回炉钢借款标4-11","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-11-22 09:08:04","还款方式：
					分期付息",\N,"男","27岁","专科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32955",\N,\N,\N,"Ambatovy纯镍质押借款3-13","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-08-14 10:00:01","还款方式：
					分期付息",\N,"男","40岁","本科","已婚",\N,\N,"30001-50000","自有房子","有","投标奖励：
						0.6%",\N
"32956",\N,\N,\N,"约:304圆钢质押借款2-3","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-10-05 17:02:04","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"8001-10000","自有房子","有","投标奖励：
						0.6%",\N
"32957",\N,\N,\N,"约:钼铁质押借款标2-4","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-11-15 09:57:36","还款方式：
					分期付息",\N,"男","49岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32958",\N,\N,\N,"约:304不锈钢板借款标5-7","300000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-03-28 12:29:28","还款方式：
					分期付息",\N,"男","47岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32959",\N,\N,\N,"约:双相钢锭质押借款标5-2","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-08-15 09:50:53","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32960",\N,\N,\N,"304不锈钢带质押借款3-1","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-11-30 10:00:00","还款方式：
					分期付息",\N,"女","35岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32961",\N,\N,\N,"约:304#不锈钢管借款标5-14","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-01-13 10:29:05","还款方式：
					分期付息",\N,"男","33岁","本科","已婚",\N,\N,"30001-50000","自有房子","有","投标奖励：
						0.6%",\N
"32962",\N,\N,\N,"约:304#钢锭质押借款标2-9","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-01-03 09:20:58","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32963",\N,\N,\N,"约:304不锈钢板借款标2-1","400000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-12-04 09:37:11","还款方式：
					分期付息",\N,"男","47岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32964",\N,\N,\N,"约:316L不锈钢管借款标3-8","300000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-11-13 09:40:02","还款方式：
					分期付息",\N,"男","37岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32965",\N,\N,\N,"不锈钢炉料借款标5-2","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-09-18 10:10:01","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32966",\N,\N,\N,"304不锈钢板借款标5-10","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-08-01 10:00:01","还款方式：
					分期付息",\N,"男","47岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32967",\N,\N,\N,"2520#回炉钢借款标1-14","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-08-26 10:05:01","还款方式：
					分期付息",\N,"男","27岁","专科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32968",\N,\N,\N,"约:304不锈钢带质押借款6-10","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-03-24 09:29:41","还款方式：
					分期付息",\N,"女","35岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32969",\N,\N,\N,"304#不锈钢管借款标1-12","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-08-31 10:10:01","还款方式：
					分期付息",\N,"男","33岁","本科","已婚",\N,\N,"30001-50000","自有房子","有","投标奖励：
						0.6%",\N
"32970",\N,\N,\N,"316L不锈钢管借款标6-11","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2015-03-03 10:10:01","还款方式：
					分期付息",\N,"男","37岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32971",\N,\N,\N,"约:304圆钢质押借款4-6","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-12-21 08:35:20","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"8001-10000","自有房子","有","投标奖励：
						0.6%",\N
"32972",\N,\N,\N,"约:内蒙镍铁质押借款标1-10","150000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-11-29 09:45:56","还款方式：
					分期付息",\N,"男","42岁","本科","已婚",\N,\N,"8001-10000","自有房子","有","投标奖励：
						0.6%",\N
"32973",\N,\N,\N,"约:双相钢锭质押借款标6-3","100000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-09-17 15:59:11","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
