"174881","发标时间：
						2014-12-17 09:38:1",\N,\N,"某商贸公司借款03期（抢标送1.2%红包）","200000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174882","发标时间：
						2014-12-18 09:18:1",\N,\N,"某商贸公司借款04期（抢标送1.2%红包）","200000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174883","发标时间：
						2014-12-20 14:38:0",\N,\N,"某商贸公司借款05期（抢标送1.2%红包）","200000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174884","发标时间：
						2014-12-22 09:18:1",\N,\N,"某商贸公司借款06期（抢标送1.2%红包）","200000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174885","发标时间：
						2014-12-24 09:38:1",\N,\N,"某商贸公司借款07期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174886","发标时间：
						2014-12-26 09:18:1",\N,\N,"某商贸公司借款08期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174887","发标时间：
						2014-12-27 09:18:0",\N,\N,"某商贸公司借款09期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174888","发标时间：
						2014-12-30 10:18:1",\N,\N,"某商贸公司借款10期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174889","发标时间：
						2014-12-31 10:38:1",\N,\N,"某商贸公司借款11期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174890","发标时间：
						2015-01-02 14:58:0",\N,\N,"某商贸公司借款12期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174891","发标时间：
						2015-01-05 09:58:1",\N,\N,"某商贸公司借款13期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174892","发标时间：
						2015-01-08 09:18:1",\N,\N,"某商贸公司借款14期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174893","发标时间：
						2015-01-12 09:18:0",\N,\N,"某商贸公司借款15期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174894","发标时间：
						2015-01-14 09:38:1",\N,\N,"某商贸公司借款16期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174895","发标时间：
						2015-01-15 14:38:1",\N,\N,"某商贸公司借款17期（抢标送1.5%红包）","200000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174896","发标时间：
						2015-01-17 11:18:1",\N,\N,"某商贸公司借款18期（抢标送1.5%红包）","200000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174897","发标时间：
						2015-01-19 10:18:1",\N,\N,"某商贸公司借款19期（抢标送1.5%红包）","200000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1981-01",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174898","发标时间：
						2015-01-23 10:18:0",\N,\N,"商贸担保借款01期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174899","发标时间：
						2015-01-26 09:30:3",\N,\N,"原始股认购权标03期","300000.000000",\N,\N,"流转周期：9月","18%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：	没有奖励",\N
"174900","发标时间：
						2015-01-26 09:39:1",\N,\N,"原始股认购权标04期","400000.000000",\N,\N,"流转周期：9月","18%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：	没有奖励",\N
"174901","发标时间：
						2015-01-27 14:58:1",\N,\N,"商贸担保借款02期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174902","发标时间：
						2015-01-29 14:18:0",\N,\N,"商贸担保借款03期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174903","发标时间：
						2015-01-31 09:58:0",\N,\N,"商贸担保借款04期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		9%奖励",\N
"174904","发标时间：
						2015-02-01 08:30:0",\N,\N,"商贸担保借款05期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174905","发标时间：
						2015-02-06 09:38:0",\N,\N,"商贸担保借款06期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174906","发标时间：
						2015-02-10 14:37:5",\N,\N,"商贸担保借款07期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174907","发标时间：
						2015-02-12 09:58:0",\N,\N,"商贸担保借款08期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174908","发标时间：
						2015-02-15 08:02:3",\N,\N,"商贸担保借款09期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174909","发标时间：
						2015-02-22 09:00:1",\N,\N,"商贸担保借款10期（抢标送1.5%红包）","500000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174910","发标时间：
						2015-02-28 09:18:0",\N,\N,"商贸担保借款11期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174911","发标时间：
						2015-03-01 09:58:1",\N,\N,"商贸担保借款12期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174912","发标时间：
						2015-03-02 09:18:0",\N,\N,"工贸有限公司借款09期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174913","发标时间：
						2015-03-02 14:38:0",\N,\N,"商贸担保借款13期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174914","发标时间：
						2015-03-03 09:58:0",\N,\N,"工贸有限公司借款11期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174915","发标时间：
						2015-03-04 09:58:1",\N,\N,"工贸有限公司借款13期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174916","发标时间：
						2015-03-05 09:18:1",\N,\N,"商贸担保借款14期（抢标送1.5%红包）","200000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174917","发标时间：
						2015-03-05 09:58:0",\N,\N,"工贸有限公司借款15期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174918","发标时间：
						2015-03-06 09:18:1",\N,\N,"商贸担保借款15期（抢标送1.5%红包）","200000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174919","发标时间：
						2015-03-06 09:58:1",\N,\N,"工贸有限公司借款17期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174920","发标时间：
						2015-03-07 09:58:1",\N,\N,"某物流公司借款24期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-03",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174921","发标时间：
						2015-03-09 09:18:1",\N,\N,"某物流公司借款26期(抢标送0.7%红包)","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-03",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174922","发标时间：
						2015-03-10 09:18:1",\N,\N,"型材公司借款21期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1972-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174923","发标时间：
						2015-03-10 09:58:0",\N,\N,"某物流公司借款29期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-03",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174924","发标时间：
						2015-03-12 09:58:0",\N,\N,"某物流公司借款32期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-03",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174925","发标时间：
						2015-03-15 08:04:3",\N,\N,"某物流公司借款36期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-03",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174926","发标时间：
						2015-03-15 08:04:4",\N,\N,"型材公司借款22期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1972-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174927","发标时间：
						2015-03-17 09:18:0",\N,\N,"某物流公司借款38期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-03",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174928","发标时间：
						2015-03-18 09:18:0",\N,\N,"某物流公司借款40期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-03",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174929","发标时间：
						2015-03-20 09:18:2",\N,\N,"某物流公司借款43期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-03",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174930","发标时间：
						2015-03-21 09:18:1",\N,\N,"某物流公司借款45期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-03",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174931","发标时间：
						2015-03-21 09:58:0",\N,\N,"型材公司借款23期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1972-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174932","发标时间：
						2015-03-24 09:18:0",\N,\N,"某物流公司借款49期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-03",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174933","发标时间：
						2015-03-25 09:18:0",\N,\N,"某物流公司借款51期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1967-03",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174934","发标时间：
						2015-03-26 09:18:0",\N,\N,"型材公司借款24期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1972-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174935","发标时间：
						2015-03-27 09:18:1",\N,\N,"物流借款01期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1972-09",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174936","发标时间：
						2015-03-28 09:18:1",\N,\N,"型材公司借款25期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1972-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174937","发标时间：
						2015-03-28 09:58:0",\N,\N,"物流借款04期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1972-09",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174938","发标时间：
						2015-03-29 08:00:5",\N,\N,"物流借款06期（抢标送0.7%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1972-09",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		2%奖励",\N
"174939","发标时间：
						2015-03-30 09:18:0",\N,\N,"型材公司借款26期（抢标送1.5%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1972-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		7%奖励",\N
"174940","发标时间：
						2015-04-01 09:58:0",\N,\N,"工贸有限公司借款18期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
"174941","发标时间：
						2015-04-03 09:18:0",\N,\N,"型材公司借款27期（抢标送0.8%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1972-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		4%奖励",\N
"174942","发标时间：
						2015-04-04 09:58:4",\N,\N,"工贸有限公司借款22期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
"174943","发标时间：
						2015-04-07 09:18:0",\N,\N,"工贸有限公司借款23期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
"174944","发标时间：
						2015-04-09 09:18:0",\N,\N,"工贸有限公司借款26期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
"174945","发标时间：
						2015-04-10 09:18:0",\N,\N,"工贸有限公司借款28期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
"174946","发标时间：
						2015-04-11 09:18:0",\N,\N,"工贸有限公司借款30期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
"174947","发标时间：
						2015-04-11 09:58:0",\N,\N,"型材公司借款28期（抢标送0.8%红包）","300000.000000",\N,\N,"流转周期：6月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1972-10",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		4%奖励",\N
"174948","发标时间：
						2015-04-13 09:18:0",\N,\N,"工贸有限公司借款33期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
"174949","发标时间：
						2015-04-14 09:58:1",\N,\N,"工贸有限公司借款36期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
"174950","发标时间：
						2015-04-15 09:18:0",\N,\N,"工贸有限公司借款37期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
"174951","发标时间：
						2015-04-16 09:18:1",\N,\N,"工贸有限公司借款39期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
"174952","发标时间：
						2015-04-17 09:18:0",\N,\N,"工贸有限公司借款41期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：男","出生年月：1975-06",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
"174953","发标时间：
						2015-04-18 09:18:2",\N,\N,"工程公司借款01期（抢标送0.4%红包）","300000.000000",\N,\N,"流转周期：3月","16.8%",\N,\N,\N,\N,"还款方式：一次性还款",\N,"性别：女","出生年月：1990-05",\N,\N,\N,"居住地：淮安",\N,\N,\N,"投资奖励：							 		1.5%奖励",\N
