"15433","2015-06-15","2015-06-15 10:00:07",\N,"奔驰汽车抵押标","110000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15434","2015-06-14","2015-06-14 10:00:49",\N,"丰田汽车抵押标","70000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15435","2015-06-13","2015-06-13 10:00:31",\N,"丰田汽车抵押标","110000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15436","2015-06-12","2015-06-12 10:00:09",\N,"宝马汽车抵押标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15437","2015-06-12","2015-06-12 10:03:15",\N,"起亚汽车抵押标","90000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15438","2015-06-11","2015-06-11 10:05:16",\N,"本田汽车抵押标","130000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15439","2015-06-11","2015-06-11 10:00:20",\N,"宝马汽车抵押标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15440","2015-06-10","2015-06-10 09:59:02",\N,"凯美瑞汽车抵押标&l ","110000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15441","2015-06-10","2015-06-10 10:00:12",\N,"宝马汽车抵押标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15442","2015-06-09","2015-06-09 14:41:42",\N,"尼桑汽车抵押标","100000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15443","2015-06-09","2015-06-09 10:00:22",\N,"奥迪汽车抵押标","80000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15444","2015-06-08","2015-06-08 10:00:19",\N,"奥迪汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15445","2015-06-07","2015-06-07 10:10:17",\N,"凯迪拉克汽车抵押标& ","170000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15446","2015-06-06","2015-06-06 10:00:08",\N,"奥迪汽车抵押标","80000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15447","2015-06-06","2015-06-06 09:57:49",\N,"宝马汽车抵押标","120000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15448","2015-06-06","2015-06-06 09:57:35",\N,"宝马汽车抵押标","370000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15449","2015-06-05","2015-06-05 15:08:42",\N,"宝马汽车抵押标","200000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15450","2015-06-05","2015-06-05 10:00:24",\N,"奥迪汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15451","2015-06-05","2015-06-05 10:04:20",\N,"现代汽车抵押标","130000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15452","2015-06-04","2015-06-04 10:01:14",\N,"福特汽车抵押标","80000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15453","2015-06-03","2015-06-03 10:00:28",\N,"福特汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15454","2015-06-02","2015-06-02 10:00:13",\N,"本田汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15455","2015-06-02","2015-06-02 09:57:06",\N,"现代汽车抵押标","120000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15456","2015-06-01","2015-06-01 09:46:20",\N,"现代汽车抵押标","60000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15457","2015-06-01","2015-06-01 10:00:09",\N,"本田汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15458","2015-05-30","2015-05-30 10:00:25",\N,"尼桑汽车抵押标","90000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15459","2015-05-30","2015-05-30 10:35:07",\N,"丰田汽车抵押标","70000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15460","2015-05-29","2015-05-29 10:00:33",\N,"尼桑汽车抵押标","80000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15461","2015-05-28","2015-05-28 10:00:07",\N,"马自达汽车抵押标&l ","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15462","2015-05-28","2015-05-28 09:58:36",\N,"起亚汽车抵押标","90000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15463","2015-05-27","2015-05-27 10:00:17",\N,"奥德赛汽车抵押标&l ","90000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15464","2015-05-27","2015-05-27 09:35:25",\N,"本田汽车抵押标","130000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15465","2015-05-26","2015-05-26 10:00:16",\N,"现代汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15466","2015-05-26","2015-05-26 09:50:09",\N,"凯美瑞汽车抵押标&l ","110000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15467","2015-05-25","2015-05-25 10:00:35",\N,"雪佛兰汽车抵押标&l ","90000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15468","2015-05-23","2015-05-23 10:00:21",\N,"凯迪拉克汽车标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15469","2015-05-23","2015-05-23 09:51:52",\N,"凯迪拉克汽车抵押标& ","170000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15470","2015-05-22","2015-05-22 13:48:50",\N,"宝马汽车抵押标","120000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15471","2015-05-22","2015-05-22 10:00:45",\N,"凯迪拉克汽车标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15472","2015-05-22","2015-05-22 09:54:29",\N,"宝马汽车抵押标","370000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15473","2015-05-21","2015-05-21 10:02:42",\N,"凯迪拉克汽车标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15474","2015-05-21","2015-05-21 14:42:37",\N,"现代汽车抵押标","130000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15475","2015-05-20","2015-05-20 10:00:06",\N,"凯美瑞汽车抵押标&l ","90000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15476","2015-05-19","2015-05-19 10:00:21",\N,"尼桑汽车抵押标","60000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15477","2015-05-18","2015-05-18 14:37:53",\N,"现代汽车抵押标","120000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15478","2015-05-18","2015-05-18 10:00:07",\N,"雅阁汽车抵押标","120000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15479","2015-05-17","2015-05-17 10:52:30",\N,"现代汽车抵押标","60000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15480","2015-05-16","2015-05-16 10:38:36",\N,"丰田汽车抵押标","120000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15481","2015-05-16","2015-05-16 10:00:14",\N,"起亚汽车抵押标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15482","2015-05-15","2015-05-15 10:00:37",\N,"纳智捷汽车抵押标&l ","110000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15483","2015-05-15","2015-05-15 11:32:29",\N,"丰田汽车抵押标","70000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15484","2015-05-15","2015-05-15 11:32:05",\N,"别克汽车抵押标","100000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15485","2015-05-14","2015-05-14 10:00:07",\N,"奔驰汽车抵押标","110000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15486","2015-05-13","2015-05-13 10:00:47",\N,"奔驰汽车抵押标","110000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15487","2015-05-13","2015-05-13 13:11:53",\N,"起亚汽车抵押标","90000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15488","2015-05-12","2015-05-12 10:00:25",\N,"奔驰汽车抵押标","110000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15489","2015-05-12","2015-05-12 10:06:32",\N,"本田汽车抵押标","130000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15490","2015-05-11","2015-05-11 10:00:15",\N,"宝马汽车抵押标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15491","2015-05-11","2015-05-11 09:57:11",\N,"凯美瑞汽车抵押标&l ","110000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15492","2015-05-09","2015-05-09 10:00:05",\N,"宝马汽车抵押标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15493","2015-05-08","2015-05-08 10:00:06",\N,"宝马汽车抵押标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15494","2015-05-08","2015-05-08 10:34:47",\N,"凯迪拉克汽车抵押标& ","170000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15495","2015-05-07","2015-05-07 10:00:12",\N,"丰田汽车抵押标","110000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15496","2015-05-07","2015-05-07 09:48:21",\N,"宝马汽车抵押标","370000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15497","2015-05-06","2015-05-06 15:27:19",\N,"现代汽车抵押标","130000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15498","2015-05-06","2015-05-06 10:00:24",\N,"奥迪汽车抵押标","80000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15499","2015-05-05","2015-05-05 10:00:23",\N,"奥迪汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15500","2015-05-04","2015-05-04 10:00:24",\N,"奥迪汽车抵押标","80000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15501","2015-05-02","2015-05-02 10:09:51",\N,"现代汽车抵押标","60000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15502","2015-05-01","2015-05-01 12:42:59",\N,"丰田汽车抵押标","120000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15503","2015-04-30","2015-04-30 16:40:29",\N,"丰田汽车抵押标","70000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15504","2015-04-30","2015-04-30 10:10:28",\N,"别克汽车抵押标","100000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15505","2015-04-30","2015-04-30 10:01:35",\N,"奥迪汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15506","2015-04-29","2015-04-29 10:00:11",\N,"本田汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15507","2015-04-28","2015-04-28 17:19:14",\N,"起亚汽车抵押标","90000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15508","2015-04-28","2015-04-28 10:00:12",\N,"本田汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15509","2015-04-27","2015-04-27 13:12:34",\N,"本田汽车抵押标","130000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15510","2015-04-27","2015-04-27 10:00:24",\N,"尼桑汽车抵押标","90000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15511","2015-04-26","2015-04-26 09:42:00",\N,"凯美瑞汽车抵押标&l ","110000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15512","2015-04-26","2015-04-26 09:47:38",\N,"酷威汽车抵押标","100000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15513","2015-04-25","2015-04-25 10:00:07",\N,"尼桑汽车抵押标","80000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15514","2015-04-24","2015-04-24 10:00:10",\N,"奥德赛汽车抵押标&l ","90000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15515","2015-04-23","2015-04-23 10:53:21",\N,"凯迪拉克汽车抵押标& ","170000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15516","2015-04-23","2015-04-23 10:00:09",\N,"马自达汽车抵押标&l ","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15517","2015-04-22","2015-04-22 16:25:08",\N,"宝马汽车抵押标","370000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15518","2015-04-22","2015-04-22 10:00:15",\N,"现代汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15519","2015-04-21","2015-04-21 10:00:08",\N,"雪佛兰汽车抵押标 ","90000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15520","2015-04-20","2015-04-20 10:00:03",\N,"凯迪拉克汽车抵押标& ","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15521","2015-04-19","2015-04-19 10:32:40",\N,"奔驰汽车抵押标","150000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15522","2015-04-18","2015-04-18 10:00:06",\N,"凯迪拉克汽车抵押标& ","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15523","2015-02-14","2015-02-14 11:00:29",\N,"本田汽车抵押标","80000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.10",\N
"15524","2015-03-07","2015-03-07 10:00:08",\N,"奔驰汽车抵押标","90000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.10",\N
"15525","2015-04-16","2015-04-16 16:48:08",\N,"丰田汽车抵押标","120000",\N,\N,"15  天","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50",\N
"15526","2014-12-19","2014-12-19 10:00:50",\N,"活动标十五天 ","8.880000",\N,\N,"15  天","22.80",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.80",\N
"15527","2014-12-13","2014-12-13 11:00:34",\N,"宝马汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.40",\N
"15528","2015-02-02","2015-02-02 11:00:20",\N,"奥迪汽车抵押标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.10",\N
"15529","2015-01-27","2015-01-27 11:00:11",\N,"奥迪汽车抵押标","90000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.10",\N
"15530","2014-11-06","2014-11-06 10:02:07",\N,"活动标十五天 ","6.880000",\N,\N,"15  天","22.80",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.80",\N
"15531","2015-03-17","2015-03-17 10:01:51",\N,"凯迪拉克汽车标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.00",\N
"15532","2014-11-25","2014-11-25 10:01:29",\N,"活动标十五天 ","8.880000",\N,\N,"15  天","22.80",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.80",\N
"15533","2015-01-20","2015-01-20 11:00:55",\N,"奔驰汽车抵押标","110000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.10",\N
"15534","2015-02-13","2015-02-13 11:00:36",\N,"奥迪汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.10",\N
"15535","2015-02-04","2015-02-04 11:00:11",\N,"奥迪汽车抵押标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.10",\N
"15536","2015-03-02","2015-03-02 10:00:13",\N,"宝马汽车抵押标","100000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.10",\N
"15537","2014-12-17","2014-12-17 10:00:49",\N,"活动标十五天 ","8.880000",\N,\N,"15  天","22.80",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.80",\N
"15538","2014-11-26","2014-11-26 10:00:35",\N,"活动标十五天 ","8.880000",\N,\N,"15  天","22.80",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.80",\N
"15539","2014-12-23","2014-12-23 10:01:13",\N,"活动标十五天 ","8.880000",\N,\N,"15  天","22.80",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.80",\N
"15540","2015-01-26","2015-01-26 10:02:49",\N,"活动标十五天 ","8.880000",\N,\N,"15  天","22.80",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.60",\N
"15541","2014-11-07","2014-11-07 11:02:30",\N,"奥迪汽车抵押标","70000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.40",\N
"15542","2015-02-14","2015-02-14 10:01:51",\N,"活动标十五天 ","8.880000",\N,\N,"15  天","22.80",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.60",\N
"15543","2015-02-12","2015-02-12 11:00:11",\N,"奥迪汽车抵押标","60000",\N,\N,"1  个月","21.60",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.10",\N
"15544","2015-02-21","2015-02-21 09:40:17",\N,"跨年活动七天标 ","3.880000",\N,\N,"7  天","22.80",\N,\N,\N,\N,"到期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.20",\N
