"1913",\N,\N,\N,"财富基金1号产品4期股票配资夹层资金1月期 借款19","200,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","16.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-02-28 12:25:44.472","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1914",\N,\N,\N,"深圳市**科技有限公司借款 01","150,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-02-28 01:21:01.381","按月付息，到期还本","zh********",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.80%",\N
"1915",\N,\N,\N,"东莞市XX科技有限公司 借款10","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-02-15 08:34:53.690","按月付息，到期还本","yx****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.80%",\N
"1916",\N,\N,\N,"财富基金1号产品4期股票配资夹层资金1月期 借款12","100,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","16.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-02-16 18:42:49.122","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1917",\N,\N,\N,"财富基金1号产品4期股票配资夹层资金1月期 借款10","100,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","16.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-02-14 13:21:10.798","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1918",\N,\N,\N,"财富基金1号产品3期股票配资夹层资金3月期 借款03","1,000,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-02-03 11:15:27.112","按月付息，到期还本","yx*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.80%",\N
"1919",\N,\N,\N,"财富基金1号产品4期股票配资夹层资金1月期 借款11","100,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","16.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-02-16 00:59:19.432","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1920",\N,\N,\N,"财富基金1号产品4期股票配资夹层资金1月期 借款03","100,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","16.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-02-04 15:14:33.740","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1921",\N,\N,\N,"财富基金1号产品4期股票配资夹层资金1月期 借款04","100,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","16.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-02-05 10:03:31.821","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1922",\N,\N,\N,"财富基金1号产品3期股票配资夹层资金1月期 借款08","300,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-01-28 10:19:04.221","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50%",\N
"1923",\N,\N,\N,"东莞市某某实业有限公司借款 17","200,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","17.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-02-04 18:18:16.722","按月付息，到期还本","wa*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.60%",\N
"1924",\N,\N,\N,"东莞市某某实业有限公司借款 14","200,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","19.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-01-27 17:52:29.084","按月付息，到期还本","wa*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.80%",\N
"1925",\N,\N,\N,"东莞市XX科技有限公司 借款06","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-01-28 22:24:19.750","按月付息，到期还本","yx****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1926",\N,\N,\N,"财富基金1号产品2期股票配资夹层资金3月期 借款05","1,000,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-01-20 15:02:02.800","按月付息，到期还本","yx*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.80%",\N
"1927",\N,\N,\N,"东莞市某某实业有限公司借款 12","200,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","19.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-01-20 13:48:25.003","按月付息，到期还本","wa*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.80%",\N
"1928",\N,\N,\N,"财富基金1号产品3期股票配资夹层资金1月期 借款04","500,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-01-21 14:49:48.280","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50%",\N
"1929",\N,\N,\N,"东莞市**金属制品有限公司借款 02","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"企业资金周转","德融担保","2015-01-13 10:40:13.731","按月付息，到期还本","xh****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1930",\N,\N,\N,"财富基金1号产品3期股票配资夹层资金1月期 借款09","300,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-01-28 12:12:11.454","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50%",\N
"1931",\N,\N,\N,"东莞市**金属制品有限公司借款 03","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-01-13 11:24:55.541","按月付息，到期还本","xh****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1932",\N,\N,\N,"东莞市**金属制品有限公司借款 04","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-01-13 11:50:11.400","按月付息，到期还本","xh****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1933",\N,\N,\N,"东莞某五金制品有限公司借款 10","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-01-06 10:59:50.309","按月付息，到期还本","li******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1934",\N,\N,\N,"东莞市某某实业有限公司借款 08","200,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","19.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-01-06 18:36:29.864","按月付息，到期还本","wa*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.80%",\N
"1935",\N,\N,\N,"东莞某五金制品有限公司借款 11","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-01-06 13:51:25.871","按月付息，到期还本","li******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1936",\N,\N,\N,"东莞市**金属制品有限公司借款 09","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-01-21 10:41:09.685","按月付息，到期还本","xh****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1937",\N,\N,\N,"东莞市某某实业有限公司借款 05","200,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","19.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-25 16:00:44.711","按月付息，到期还本","wa*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.80%",\N
"1938",\N,\N,\N,"东莞某五金制品有限公司借款 06","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-25 09:47:26.692","按月付息，到期还本","li******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1939",\N,\N,\N,"深圳市**电子有限公司借款 11","200,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-01-13 11:31:43.848","按月付息，到期还本","ga****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50%",\N
"1940",\N,\N,\N,"东莞某五金制品有限公司借款 07","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-26 11:16:11.901","按月付息，到期还本","li******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1941",\N,\N,\N,"东莞某五金制品有限公司借款 03","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-18 15:48:40.152","按月付息，到期还本","li******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1942",\N,\N,\N,"东莞某五金制品有限公司借款 02","500,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-18 09:09:33.358","按月付息，到期还本","li******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1943",\N,\N,\N,"财富基金1号产品1期股票配资夹层资金1月期 借款02","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2014-12-19 20:01:14.377","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.80%",\N
"1944",\N,\N,\N,"体验标[20141210100056期]","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","7.30
            
           
                      
           
          
          ",\N,"","","2014-12-10 16:16:37.282","按月付息，到期还本","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1945",\N,\N,\N,"财富基金1号产品2期股票配资夹层资金3月期 借款02","1,000,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-01-06 15:39:20.996","按月付息，到期还本","yx*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.80%",\N
"1946",\N,\N,\N,"东莞**有限公司借款 05","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-10 17:31:44.382","按月付息，到期还本","zh*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1947",\N,\N,\N,"东莞**有限公司借款 07","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-12 12:45:16.444","按月付息，到期还本","zh*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1948",\N,\N,\N,"深圳市**电子有限公司借款 07","300,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-25 16:50:02.120","按月付息，到期还本","ga****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50%",\N
"1949",\N,\N,\N,"深圳市某某塑胶有限公司 借款04","1,000,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","19.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-05 11:09:07.015","按月付息，到期还本","li*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.80%",\N
"1950",\N,\N,\N,"深圳市XX材料制品有限公司 借款05","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-05 11:09:20.484","按月付息，到期还本","ch*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50%",\N
"1951",\N,\N,\N,"体验标[20141205100051期]","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","5.40
            
           
                      
           
          
          ",\N,"","","2014-12-05 20:00:57.931","按月等额本息还款","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1952",\N,\N,\N,"深圳市XX材料制品有限公司 借款02","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-30 00:28:49.407","按月付息，到期还本","ch*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50%",\N
"1953",\N,\N,\N,"深圳市**电子有限公司借款 04","300,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-18 16:12:52.472","按月付息，到期还本","ga****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.50%",\N
"1954",\N,\N,\N,"体验标[20141130100046期]","1,000,000.00",\N,\N,"19
            
           
            天
            
           
          
           借款期限","8.40
            
           
                      
           
          
          ",\N,"","","2014-11-30 11:09:25.922","按日计息，到期还本息","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1955",\N,\N,\N,"深圳市某某塑胶有限公司 借款02","1,000,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","19.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-01 18:28:42.280","按月付息，到期还本","li*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.80%",\N
"1956",\N,\N,\N,"成都某某有限公司借款 02","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-25 09:50:59.316","按月付息，到期还本","ch*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"7.60%",\N
"1957",\N,\N,\N,"成都某某有限公司借款 01","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-24 16:54:47.174","按月付息，到期还本","ch*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"7.60%",\N
"1958",\N,\N,\N,"东莞**有限公司借款 06","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-11 18:06:33.261","按月付息，到期还本","zh*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1959",\N,\N,\N,"体验标[20141121100037期]","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","4.50
            
           
                      
           
          
          ",\N,"","","2014-11-21 11:06:39.149","按月付息，到期还本","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1960",\N,\N,\N,"东莞**有限公司借款 01","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-05 13:56:37.987","按月付息，到期还本","zh*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1961",\N,\N,\N,"深圳***电子有限公司借款 07","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"企业资金周转","德融担保","2014-11-25 11:21:39.180","按月付息，到期还本","ys****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.70%",\N
"1962",\N,\N,\N,"东莞市XXX有限公司借款 06","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-18 09:35:13.516","按月付息，到期还本","gu*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.70%",\N
"1963",\N,\N,\N,"北京某科技有限公司借款 2","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-21 09:44:11.042","按月付息，到期还本","li******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"7.60%",\N
"1964",\N,\N,\N,"成都某某有限公司借款 06","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-12-01 09:57:21.234","按月付息，到期还本","ch*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.60%",\N
"1965",\N,\N,\N,"北京某科技有限公司借款 3","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-21 14:48:20.285","按月付息，到期还本","li******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"7.60%",\N
"1966",\N,\N,\N,"东莞市XXX有限公司借款 04","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-11 16:25:15.080","按月付息，到期还本","gu*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.70%",\N
"1967",\N,\N,\N,"体验标[20141117100033期]","1,000,000.00",\N,\N,"7
            
           
            天
            
           
          
           借款期限","9.90
            
           
                      
           
          
          ",\N,"","","2014-11-17 18:12:15.165","按日计息，到期还本息","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1968",\N,\N,\N,"东莞***电子科技有限公司借款 03","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-06 15:26:03.142","按月付息，到期还本","lu******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"7.60%",\N
"1969",\N,\N,\N,"体验标[20141125100041期]","1,000,000.00",\N,\N,"8
            
           
            天
            
           
          
           借款期限","6.10
            
           
                      
           
          
          ",\N,"","","2014-11-25 10:34:08.548","按日计息，到期还本息","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1970",\N,\N,\N,"体验标[20141119100035期]","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","6.60
            
           
                      
           
          
          ",\N,"","","2014-11-19 12:54:36.427","按月等额本息还款","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1971",\N,\N,\N,"东莞***电子科技有限公司借款 08","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-11 14:22:08.888","按月付息，到期还本","lu******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"7.60%",\N
"1972",\N,\N,\N,"体验标[20141106100022期]","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","4.60
            
           
                      
           
          
          ",\N,"","","2014-11-06 13:34:38.491","按月等额本息还款","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1973",\N,\N,\N,"深圳***电子有限公司借款 05","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"企业资金周转","德融担保","2014-11-21 14:33:10.004","按月付息，到期还本","ys****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.70%",\N
"1974",\N,\N,\N,"体验标[20141112100028期]","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","7.20
            
           
                      
           
          
          ",\N,"","","2014-11-12 11:01:03.393","按月等额本息还款","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1975",\N,\N,\N,"体验标[20141101100017期]","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","8.50
            
           
                      
           
          
          ",\N,"","","2014-11-01 10:03:55.055","按月等额本息还款","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1976",\N,\N,\N,"体验标[20141118100034期]","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","7.50
            
           
                      
           
          
          ",\N,"","","2014-11-18 10:59:13.507","按月等额本息还款","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1977",\N,\N,\N,"佛山市XXX有限公司借款 17","1,000,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","19.00
            
           
                      
           
          
          ",\N,"企业资金周转","德融担保","2014-11-07 04:54:36.329","按月付息，到期还本","hu*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3.40%",\N
"1978",\N,\N,\N,"东莞***电子科技有限公司借款 09","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-12 10:08:47.488","按月付息，到期还本","lu******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"7.60%",\N
"1979",\N,\N,\N,"体验标[20141031100016期]","1,000,000.00",\N,\N,"12
            
           
            天
            
           
          
           借款期限","6.70
            
           
                      
           
          
          ",\N,"","","2014-10-31 10:03:25.489","按日计息，先息后本","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1980",\N,\N,\N,"东莞市XXX有限公司借款 02","1,000,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","18.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-06 19:28:26.887","按月付息，到期还本","gu*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.70%",\N
"1981",\N,\N,\N,"体验标[20141102100018期]","1,000,000.00",\N,\N,"4
            
           
            天
            
           
          
           借款期限","9.70
            
           
                      
           
          
          ",\N,"","","2014-11-02 10:05:39.916","按日计息，到期还本息","",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1982",\N,\N,\N,"东莞***有限公司借款04","1,000,000.00",\N,\N,"6
            
           
            月
            
           
          
           借款期限","21.60
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2014-11-01 13:42:07.988","按月付息，到期还本","yt****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"7.60%",\N
"1983",\N,\N,\N,"深圳市**电子有限公司借款 25","150,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","16.00
            
           
                      
           
          
          ",\N,"企业资金周转","德融担保","2015-03-15 12:53:41.338","按月付息，到期还本","ga****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1984",\N,\N,\N,"深圳市**电子有限公司借款 18","200,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","16.00
            
           
                      
           
          
          ",\N,"企业资金周转","德融担保","2015-03-08 09:02:45.753","按月付息，到期还本","ga****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1985",\N,\N,\N,"财富基金1号产品4期股票配资夹层资金1月期 借款18","100,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","16.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-02-27 10:44:55.167","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
"1986",\N,\N,\N,"东莞市某某实业有限公司借款 26","300,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","17.00
            
           
                      
           
          
          ",\N,"企业资金周转","德融担保","2015-03-14 13:04:35.837","按月付息，到期还本","wa*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.60%",\N
"1987",\N,\N,\N,"财富基金1号产品3期股票配资夹层资金3月期 借款06","200,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","17.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-02-14 12:25:15.760","按月付息，到期还本","yx*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.60%",\N
"1988",\N,\N,\N,"东莞市某某实业有限公司借款 20","200,000.00",\N,\N,"3
            
           
            月
            
           
          
           借款期限","17.00
            
           
                      
           
          
          ",\N,"短期周转","德融担保","2015-03-07 19:53:56.478","按月付息，到期还本","wa*******",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.60%",\N
"1989",\N,\N,\N,"财富基金1号产品4期股票配资夹层资金1月期 借款02","300,000.00",\N,\N,"1
            
           
            月
            
           
          
           借款期限","16.00
            
           
                      
           
          
          ",\N,"其他","德融担保","2015-02-03 10:17:42.840","按月付息，到期还本","yx*****",\N,\N,\N,\N,\N,\N,\N,\N,\N,"",\N
