"11096",\N,\N,\N,"标5：经营办公设备借款周转一个月　[2238]","30,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-30 16:04","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11097",\N,\N,\N,"标8：经营胶袋制品借款周转一个月　[2237]","30,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-30 15:10","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11098",\N,\N,\N,"标8：科技研发公司借款周转3个月　[2241]","30,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2015-01-01 10:42","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11099",\N,\N,\N,"约 标7：科技研发公司借款周转3个月　[2239]","30,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2014-12-30 10:02","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11100",\N,\N,\N,"标7：经营胶袋制品借款周转一个月　[2236]","30,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-30 10:20","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11101",\N,\N,\N,"标4：经营办公设备借款周转一个月　[2234]",\N,\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-30 09:46","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11102",\N,\N,\N,"标6：经营胶袋制品借款周转一个月　[2233]","30,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-29 22:57","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11103",\N,\N,\N,"标4：经营胶袋制品借款周转一个月　[2230]","30,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-29 17:25","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11104",\N,\N,\N,"标6：科技研发公司借款周转3个月　[2232]","30,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2014-12-30 09:47","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11105",\N,\N,\N,"约 标3：技研发公司借款周转3个月　[2162]","40,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2014-12-29 10:14","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11106",\N,\N,\N,"标3：经营办公设备借款一个月　[2228]","30,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-29 16:21","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11107",\N,\N,\N,"约 标5：科技研发公司借款周转3个月　[2204]","34,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2014-12-27 17:11","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11108",\N,\N,\N,"标4：科技研发公司借款周转3个月　[2226]","30,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2014-12-29 15:02","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11109",\N,\N,\N,"标2：经营办公设备借款一个月　[2225]","30,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-28 13:18","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11110",\N,\N,\N,"约标1：经营办公室设备借款周转一个月　[2224]","40,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"生意周转",\N,"2014-12-27 10:00","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11111",\N,\N,\N,"约 标2：经营胶袋制品借款周转一个月　[2214]","30,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-27 09:53","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11112",\N,\N,\N,"约 标3：经营胶袋制品借款周转一个月　[2216]","40,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-26 14:57","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11113",\N,\N,\N,"标5：经营五金借款周转一个月　[2212]","40,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-27 14:20","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11114",\N,\N,\N,"约 标3：经营五金借款周转一个月　[2211]","70,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-26 11:55","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11115",\N,\N,\N,"标1：经营胶带制品借款周转一个月　[2206]","100,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-26 11:24","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11116",\N,\N,\N,"标4：经营服饰批发借款周转3个月　[2185]","30,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2014-12-27 16:00","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11117",\N,\N,\N,"约 标4：经营五金借款周转一个月　[2198]","40,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-25 11:37","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11118",\N,\N,\N,"约 标2：经营五金借款周转一个月　[2194]","100,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-25 10:06","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11119",\N,\N,\N,"标1：经营五金借款周转一个月　[2183]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-26 12:47","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11120",\N,\N,\N,"标6：电子商行公司借款周转一个月　[2180]","41,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-24 22:59","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11121",\N,\N,\N,"约 标5：电子商行公司借款周转一个月　[2179]","100,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-24 09:55","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11122",\N,\N,\N,"约 标4：电子商行公司借款周转一个月　[2178]","39,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-24 09:51","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11123",\N,\N,\N,"标:3：经营服饰批发借款周转3个月　[2173]","50,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2014-12-25 23:07","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11124",\N,\N,\N,"标1：电子商行公司借款周转一个月　[2153]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-24 10:47","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11125",\N,\N,\N,"约 标3：电子商行公司借款周转一个月　[2164]","60,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-23 11:09","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11126",\N,\N,\N,"约标2：电子商行公司借款周转一个月　[2160]","110,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"生意周转",\N,"2014-12-22 22:59","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11127",\N,\N,\N,"标8：经营有机玻璃制品3月标　[2150]","50,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2014-12-23 22:30","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11128",\N,\N,\N,"标7：材料公司借款周转一个月　[2148]","47,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-23 14:39","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11129",\N,\N,\N,"标6：材料公司借款周转一个月　[2146]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-22 19:55","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11130",\N,\N,\N,"标2：科技研发公司借款周转3个月　[2147]","50,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2014-12-22 17:48","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11131",\N,\N,\N,"约 标4：材料公司借款周转一个月　[2141]","47,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-22 09:25","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11132",\N,\N,\N,"标7：经营有机玻璃制品3月标　[2137]","30,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2014-12-21 10:10","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11133",\N,\N,\N,"标5：材料公司借款周转一个月　[2144]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"生意周转",\N,"2014-12-21 17:11","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11134",\N,\N,\N,"约 标3：材料公司借款周转一个月　[2136]","40,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-19 23:26","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11135",\N,\N,\N,"约 标2：材料公司借款周转一个月　[2135]","40,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-19 17:00","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11136",\N,\N,\N,"约 标1：科技研发公司借款周转3个月　[2133]","80,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"短期周转",\N,"2014-12-19 15:33","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11137",\N,\N,\N,"标1：材料公司借款周转一个月　[2134]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-19 20:56","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11138",\N,\N,\N,"标6：广告公司借款周转1个月　[2130]","40,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-19 11:48","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11139",\N,\N,\N,"约 标4：广告公司借款周转1个月　[2127]","70,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-18 23:17","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11140",\N,\N,\N,"约标2：经营服饰批发　[2129]","50,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"生意周转",\N,"2014-12-18 16:14","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11141",\N,\N,\N,"约标1：经营服饰批发　[2125]","160,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"生意周转",\N,"2014-12-18 15:57","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11142",\N,\N,\N,"标5：广告公司借款周转1个月　[2128]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-19 10:31","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11143",\N,\N,\N,"标3：广告公司借款周转1个月　　[2122]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-18 12:46","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11144",\N,\N,\N,"标6：经营有机玻璃制品3月标　[2121]","50,000.00",\N,\N,"3                                  个月","21.00                                 （月利率1.75%）",\N,"生意周转",\N,"2014-12-19 21:03","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11145",\N,\N,\N,"约 标2：广告公司借款周转1个月　[2118]","150,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-17 23:51","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11146",\N,\N,\N,"标1：广告公司借款周转1个月　[2117]","40,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-17 21:14","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11147",\N,\N,\N,"标5：经营有机玻璃制品3月标　　[2116]","40,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"生意周转",\N,"2014-12-17 11:54","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11148",\N,\N,\N,"约 标5：办公设备公司借款周转一个月　[2115]","120,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-17 11:46","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11149",\N,\N,\N,"约标6：经营有机玻璃制品3月标　[2099]","40,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"生意周转",\N,"2014-12-17 09:45","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11150",\N,\N,\N,"标7：办公设备公司借款周转一个月　[2113]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-17 21:59","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11151",\N,\N,\N,"标6：办公设备公司借款周转一个月　[2108]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-17 09:18","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11152",\N,\N,\N,"约 标2：办公设备公司借款周转一个月　[2103]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-15 14:18","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11153",\N,\N,\N,"标4：办公设备公司借款周转一个月　[2102]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-16 10:31","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11154",\N,\N,\N,"约标5：经营有机玻璃制品3月标　[2098]","40,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"生意周转",\N,"2014-12-15 09:55","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11155",\N,\N,\N,"标4：经营有机玻璃制品3月标　[2097]","50,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"生意周转",\N,"2014-12-17 21:56","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11156",\N,\N,\N,"标3：办公设备公司借款周转一个月　[2094]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-15 13:00","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11157",\N,\N,\N,"约 标3：经营有机玻璃制品3月标　　[2095]","50,000.00",\N,\N,"3                                  个月","21.00                                 （月利率1.75%）",\N,"短期周转",\N,"2014-12-13 11:08","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11158",\N,\N,\N,"标7：经营设备工程借款周转一个月　[2085]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-14 10:58","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11159",\N,\N,\N,"标2：经营有机玻璃制品3月标　　[2092]","40,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"生意周转",\N,"2014-12-14 16:52","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11160",\N,\N,\N,"约 标1：办公设备公司借款周转一个月　[2086]","40,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-12 19:34","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11161",\N,\N,\N,"标6：经营设备工程借款周转一个月　[2084]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-13 10:39","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11162",\N,\N,\N,"标6：经营石业资金周转1个月　[2072]","30,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-11 23:03","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11163",\N,\N,\N,"标5：经营设备工程借款周转一个月　[2073]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-11 12:45","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11164",\N,\N,\N,"约 标4：经营设备工程借款周转一个月　[2070]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-10 15:11","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11165",\N,\N,\N,"约标5：经营石业资金周转1个月　[2069]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-10 14:13","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11166",\N,\N,\N,"约标3：经营石业资金周转1个月　[2062]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-10 12:45","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11167",\N,\N,\N,"标1：经营有机玻璃制品3月标　[2059]","40,000.00",\N,\N,"3                                  个月","20.00                                 （月利率1.6667%）",\N,"生意周转",\N,"2014-12-12 21:56","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.20",\N
"11168",\N,\N,\N,"标4：经营石业资金周转1个月　[2067]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-10 18:28","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11169",\N,\N,\N,"约 标3：经营设备工程借款周转一个月　[2065]","100,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-09 16:19","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11170",\N,\N,\N,"约 标2：经营设备工程借款周转一个月　[2061]","10,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-09 13:22","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11171",\N,\N,\N,"约 标1：经营设备工程借款周转一个月　[2060]","40,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-09 12:53","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11172",\N,\N,\N,"标1：经营石业资金周转1个月　[2055]","50,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-09 22:09","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
"11173",\N,\N,\N,"标8：彩印设备公司借款周转一个月　[2053]","10,000.00",\N,\N,"1                                  个月","18.00                                 ",\N,"短期周转",\N,"2014-12-09 09:35","按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.50",\N
